['ил', 308]
['айзи', 2]
['тіашизур', 2]
['хіерра', 2]
['уббухъун', 2]
['къаршикарти', 2]
['гіяхісил', 2]
['дубурличи', 2]
['шаладикибхіели', 2]
['чеббикіили', 2]
['дубурличивад', 2]
['къайгъи', 2]
['талихічевси', 2]
['хіулбира', 2]
['гьадирхъули', 2]
['агруми', 2]
['шабагъат', 2]
['дудешхъаланира', 2]
['душмантачи', 2]
['дигичерли', 2]
['гьимикартас', 2]
['биреная', 2]
['гапвареси', 2]
['леба', 2]
['бунагькартанира', 2]
['балухіели', 2]
['мабиридая', 2]
['кумекбиреная', 2]
['лугеная', 2]
['икі', 2]
['ряхімукар', 2]
['биціили', 2]
['узизи', 2]
['галгаличир', 2]
['хіелуга', 2]
['иличирти', 2]
['хазнализибад', 2]
['дурайсу', 2]
['лехіихъуси', 2]
['чичил', 2]
['мешууцес', 2]
['вирарал', 2]
['хьулчиличиб', 2]
['юртличи', 2]
['хьулчи', 2]
['тямадаби', 2]
['тиладибарахъес', 2]
['итис', 2]
['бургъантира', 2]
['бурасли', 2]
['цархіиллизи', 2]
['лявкьян', 2]
['гамъала', 2]
['сабра', 2]
['къаршибикиб', 2]
['шагьарлизибад', 2]
['чераили', 2]
['гачикиб', 2]
['бебкіа', 2]
['тіашбизур', 2]
['жагьил', 2]
['вебкіибси', 2]
['излумазибадра', 2]
['гіясикар', 2]
['жиндразибадра', 2]
['сагъбарибти', 2]
['хабарра', 2]
['арбякьунхіели', 2]
['селичи', 2]
['дякьунрая', 2]
['палтарла', 2]
['чейэхіе', 2]
['жагати', 2]
['челгьули', 2]
['хіербирути', 2]
['чеира', 2]
['иличив', 2]
['фарисейтанира', 2]
['гіялимтанира', 2]
['чехіесили', 2]
['майдайчи', 2]
['дурхіначи', 2]
['макьам', 2]
['бяхъилихьалли', 2]
['бурчантала', 2]
['бунагькартала', 2]
['марбирули', 2]
['гіявадешли', 2]
['дакиб', 2]
['фарисейли', 2]
['укахъес', 2]
['живариб', 2]
['фарисейла', 2]
['хіерейс', 2]
['укес', 2]
['хъабара', 2]
['душкили', 2]
['гіявадешра', 2]
['живарибси', 2]
['нагагь', 2]
['чеблалиубти', 2]
['динарла', 2]
['диги', 2]
['хіегири', 2]
['гьаннара', 2]
['зайтун', 2]
['цархіилтачи', 2]
['гіурилти', 2]
['рирхнили', 2]
['аррукьен', 2]
['сунезирад', 2]
['дураибси', 2]
['магдалина', 2]
['гьирадла', 2]
['декіар-декіарти', 2]
['цацадехіти', 2]
['кадикиб', 2]
['арцанта', 2]
['чедакіиб', 2]
['кадикили', 2]
['тухъси', 2]
['гиб', 2]
['бакьес', 2]
['лихіби', 2]
['буралала', 2]
['хіербикіули', 2]
['бакьибти', 2]
['цархіилличи', 2]
['севан', 2]
['лехідилзулраял', 2]
['пикридухъеная', 2]
['алкахъунси', 2]
['абиціутани', 2]
['кабирхьу', 2]
['дигіянасира', 2]
['чеди', 2]
['лебсилис', 2]
['агарсилизибад', 2]
['тіашли', 2]
['бурям', 2]
['бехібихьиб', 2]
['дягіра', 2]
['чебихьун', 2]
['чинаба', 2]
['шинра', 2]
['някъбира', 2]
['жиндрани', 2]
['адамлизирад', 2]
['набзибад', 2]
['лутіи', 2]
['дубурличиб', 2]
['цурмази', 2]
['шагьарлизиб', 2]
['чебаэс', 2]
['чекагьурли', 2]
['бахъ', 2]
['урухбиубли', 2]
['икили', 2]
['аціахъес', 2]
['лерси', 2]
['алавкавцили', 2]
['гачхіедикира', 2]
['левалли', 2]
['рурсила', 2]
['чебкад', 2]
['дукарбяхіиб', 2]
['някъра', 2]
['бетаурсиличила', 2]
['сагъбирахъес', 2]
['камайсидая', 2]
['нагагьла', 2]
['чеакунти', 2]
['хясара', 2]
['мерлаб', 2]
['сагъбирули', 2]
['миціиркайубли', 2]
['идбагуназивад', 2]
['вакилтани', 2]
['арбукили', 2]
['вифсаида', 2]
['хабуртира', 2]
['хьурабиэси', 2]
['мерра', 2]
['сегъуна-биалра', 2]
['сабину', 2]
['бялихъра', 2]
['асалли', 2]
['викіуси', 2]
['закибяхі', 2]
['букули', 2]
['кьабулбирули', 2]
['сайцун', 2]
['гіялимтани', 2]
['каршу', 2]
['гьарилли', 2]
['вашес', 2]
['ухъунсини', 2]
['илизивад', 2]
['цацабехіли', 2]
['мусара', 2]
['ціакьли', 2]
['тіашти', 2]
['бурухіели', 2]
['сагъварни', 2]
['дуцили', 2]
['левил', 2]
['сецадхіи', 2]
['дирутачи', 2]
['ка', 2]
['жиндли', 2]
['дигіянаси', 2]
['сабил', 2]
['белгибирули', 2]
['жал', 2]
['виштіаси', 2]
['кьабулварни', 2]
['гьанбушили', 2]
['дунъяра', 2]
['ціа', 2]
['къаршиикибси', 2]
['тиладибарая', 2]
['гавлаг', 2]
['дабруми', 2]
['гьуйчиб', 2]
['чила-биалра', 2]
['юртлис', 2]
['хіейалли', 2]
['хъали-хъайгіи', 2]
['хъуммартидая', 2]
['чедаахъибти', 2]
['жявлил', 2]
['мукіурбикіи', 2]
['жагьаннабла', 2]
['кьабулхіейран', 2]
['биштіати', 2]
['гіе', 2]
['хіебала', 2]
['шурухъи', 2]
['дикьути', 2]
['уркіеціила', 2]
['хіялумціес', 2]
['гіялимли', 2]
['ціакьличилра', 2]
['ерихоннизи', 2]
['дедили', 2]
['ишичи', 2]
['гіуррара', 2]
['хьуравариб', 2]
['гили', 2]
['цала', 2]
['унзара', 2]
['лугав', 2]
['тиладибарибхіели', 2]
['бялихъла', 2]
['виэси', 2]
['белзибулли', 2]
['къараул', 2]
['къаршиси', 2]
['баргхіебаргили', 2]
['балан', 2]
['юн', 2]
['бирхіебирар', 2]
['ниневияла', 2]
['ишхіелла', 2]
['наслуличи', 2]
['гіяйиблабиру', 2]
['пасихіси', 2]
['вархси', 2]
['бунагьличи', 2]
['чархла', 2]
['чирагъ', 2]
['ара-сагъли', 2]
['илкьяйдаличил', 2]
['някъби', 2]
['бутіала', 2]
['хъумхіертес', 2]
['хіурматличил', 2]
['саламбикіахъесра', 2]
['хіейэсигъуна', 2]
['ціелдуби', 2]
['калтіулрая', 2]
['баркьуди', 2]
['хіила', 2]
['дехідихьили', 2]
['кабирхьуси', 2]
['кьамлис', 2]
['духіна', 2]
['мухілилабад', 2]
['буралли', 2]
['кабушес', 2]
['урухкіеная', 2]
['багьа', 2]
['дакіу-гьаргли', 2]
['уршиличила', 2]
['хіякимталара', 2]
['суд', 2]
['диалра', 2]
['барасли', 2]
['гіяхісира', 2]
['усурби', 2]
['халати', 2]
['укули', 2]
['ужули', 2]
['къайгъназимадиркудая', 2]
['селис', 2]
['лилия', 2]
['хъулки', 2]
['бигьи', 2]
['унза', 2]
['чариубси', 2]
['хіянчилизиахъили', 2]
['баргибти', 2]
['дигалли', 2]
['сайну', 2]
['бурибсив', 2]
['катурси', 2]
['къаравашра', 2]
['викіули', 2]
['итули', 2]
['хужаимла', 2]
['тіалабдиру', 2]
['пархбухъи', 2]
['гіязабтазив', 2]
['леббиалли', 2]
['уршила', 2]
['дикіулра', 2]
['кьиблала', 2]
['шайчибад', 2]
['кіибяхіянти', 2]
['детаайчи', 2]
['судьячи', 2]
['лебалцадхіи', 2]
['мукіурра', 2]
['дарсхіедарадалли', 2]
['улхадая', 2]
['иличир', 2]
['вашули', 2]
['алавчар', 2]
['ванзара', 2]
['белики', 2]
['хьурабиубли', 2]
['гехіра', 2]
['арзили', 2]
['ишис', 2]
['кьабулагардеш', 2]
['дирути', 2]
['даимдарили', 2]
['кьакьати', 2]
['дикіудая', 2]
['иру', 2]
['чинарад', 2]
['сарралра', 2]
['хіедаларая', 2]
['ибрагьимра', 2]
['цаибтили', 2]
['гьирадлис', 2]
['кавшес', 2]
['ишбархіира', 2]
['жягіялра', 2]
['кавшили', 2]
['цаличи', 2]
['сагъвариб', 2]
['живарибхіели', 2]
['живарили', 2]
['хіурмат', 2]
['увяхіварили', 2]
['увяхіируси', 2]
['чевяхіварили', 2]
['жибирухіели', 2]
['узби', 2]
['чулахъунира', 2]
['сукъуртира', 2]
['укесра', 2]
['вархьили', 2]
['цаибилли', 2]
['асили', 2]
['чевверхи', 2]
['къаравашли', 2]
['къаравашлизи', 2]
['вирхіейрар', 2]
['белшес', 2]
['кьасбаралли', 2]
['вехіихьили', 2]
['кьасбарибси', 2]
['азирла', 2]
['лебдешлизирад', 2]
['хіейрудая', 2]
['зе', 2]
['ванза', 2]
['маза', 2]
['урчіемціанну', 2]
['урчіемра', 2]
['баргибхіели', 2]
['юлдашунира', 2]
['хіебурув', 2]
['разидиирая', 2]
['зубрачибра', 2]
['хіяжатдеш', 2]
['биркуси', 2]
['дицили', 2]
['цурми', 2]
['хіелара', 2]
['гіяйибла', 2]
['ветаили', 2]
['дукьенаяну', 2]
['къачара', 2]
['шадлихъ', 2]
['бетаурлив', 2]
['дуравхъунси', 2]
['ха', 2]
['цалис', 2]
['чеблала', 2]
['кагъар', 2]
['белкіен', 2]
['дунъяличиб', 2]
['сягіят', 2]
['халасилизивра', 2]
['игьдибарбихьес', 2]
['лебсири', 2]
['булъан', 2]
['вегіла', 2]
['хіеръибхіели', 2]
['ибрагьим-дудеш', 2]
['ціала', 2]
['чи-биалра', 2]
['тилади', 2]
['тебтину', 2]
['гіязабтала', 2]
['чевкерхи', 2]
['верхіна', 2]
['ирид', 2]
['хіядурбарили', 2]
['хъарти', 2]
['урчіемал', 2]
['вявбикіули', 2]
['вирхнили', 2]
['бирусив', 2]
['бархіилра', 2]
['гіеларад', 2]
['заманара', 2]
['аціибси', 2]
['букулира', 2]
['бужулира', 2]
['хьунрира', 2]
['шерира', 2]
['лотла', 2]
['аргъахъес', 2]
['аллагьлигіив', 2]
['адамтазибад', 2]
['судья', 2]
['итдас', 2]
['бирхни', 2]
['башахъес', 2]
['кьадарси', 2]
['аціес', 2]
['багьи', 2]
['мадирид', 2]
['бикьридеш', 2]
['дунъялизи', 2]
['манзиллизир', 2]
['кайсу', 2]
['шайчибяхі', 2]
['маркадирар', 2]
['витра', 2]
['аркьути', 2]
['мутагіялимтас', 2]
['саили', 2]
['харидешличил', 2]
['гьарахъси', 2]
['хайри', 2]
['къурушли', 2]
['асилси', 2]
['лугулра', 2]
['кьяркьси', 2]
['кахіебихьибси', 2]
['бедая', 2]
['душманти', 2]
['духінадухъунхіели', 2]
['бигьунси', 2]
['ирзулрая', 2]
['гіягінибикили', 2]
['цалабикибти', 2]
['чедаибти', 2]
['халкьличил', 2]
['висивииб', 2]
['алавчарли', 2]
['биэси', 2]
['къаркъаличиб', 2]
['къаркъалра', 2]
['бирни', 2]
['кашишунира', 2]
['тямадабира', 2]
['зубразибадли', 2]
['бурахіелли', 2]
['анхъчибачи', 2]
['анхъчибани', 2]
['секіайчи', 2]
['уцес', 2]
['халкьлигіиб', 2]
['пайдалабарили', 2]
['хіерэс', 2]
['узини', 2]
['хьунулли', 2]
['хіяблабад', 2]
['даудра', 2]
['кьяшмауб', 2]
['вирусив', 2]
['къарапул', 2]
['кабихьиб', 2]
['детарути', 2]
['улхан', 2]
['лишантира', 2]
['туснакъла', 2]
['багьирая', 2]
['ахъдуцили', 2]
['миціирли', 2]
['леблисалра', 2]
['кабииб', 2]
['кіибайбарили', 2]
['вегілара', 2]
['сайсиван', 2]
['вираб', 2]
['белхіайчи', 2]
['хіяйна', 2]
['диур', 2]
['къаркъала', 2]
['иштяхіли', 2]
['саю', 2]
['кашишла', 2]
['кашишуназира', 2]
['азбарла', 2]
['шуряхъили', 2]
['гьандикиб', 2]
['сайрал', 2]
['абизур', 2]
['кашишунанира', 2]
['гьирадра', 2]
['витахъесра', 2]
['варавва', 2]
['кавшни', 2]
['пикрибарибси', 2]
['галгалис', 2]
['чеветяхъиб', 2]
['ціябдеш', 2]
['галилеялизибад', 2]
['шикьлис', 2]
['хіяблавад', 2]
['миціирра', 2]
['кайрар', 2]
['цара', 2]
['мария', 2]
['адамтанира', 2]
['бехібихьили', 2]
['нушачир', 1]
['бахъли', 1]
['гьаларра', 1]
['цаладирхъутири', 1]
['чейули', 1]
['диънира', 1]
['девла', 1]
['къуллукъчиби', 1]
['ашкарси', 1]
['феофил', 1]
['бекібархіиличирадал', 1]
['ахтардидарили', 1]
['гьабгіергъили', 1]
['белкіес', 1]
['белгили', 1]
['далути', 1]
['марти', 1]
['диъниличи', 1]
['вирхаахъес', 1]
['кьасбарира', 1]
['авияла', 1]
['кьукьялизивадси', 1]
['кашишра', 1]
['гьарунна', 1]
['хъарбаркьуни', 1]
['дархьли', 1]
['тамандирути', 1]
['хіялалти', 1]
['мухлисуни', 1]
['акіубти', 1]
['кіилалра', 1]
['гіяхіцад', 1]
['ардякьири', 1]
['кашишуналара', 1]
['сунелара', 1]
['яргала', 1]
['кашишунала', 1]
['кабирхьуйхіир', 1]
['бизиси', 1]
['гіявадеш', 1]
['абалкахъи', 1]
['гавдушес', 1]
['чіалабаиб', 1]
['гавдуршухіели', 1]
['булгули', 1]
['дураб', 1]
['тіашлири', 1]
['гьалайзур', 1]
['гавдушибси', 1]
['тіашкайзурлири', 1]
['хіяккайзур', 1]
['урухиуб', 1]
['виркьу', 1]
['лебху', 1]
['акіниличи', 1]
['разибирар', 1]
['чевяхіиру', 1]
['держ', 1]
['хіедужу', 1]
['акіубхіейчивадал', 1]
['давлачевиру', 1]
['чарбиру', 1]
['арикарличив', 1]
['вашар', 1]
['рухілара', 1]
['илиясгъуна', 1]
['дудешхъалара', 1]
['дурхіналара', 1]
['саби-ургар', 1]
['уржахъу', 1]
['мутіигіхіебиубтира', 1]
['дурайу', 1]
['вакіибхіейс', 1]
['хіядуркабиру', 1]
['вирусу', 1]
['ухънаваилра', 1]
['жагьли', 1]
['мякьлавси', 1]
['гъайикіахъес', 1]
['разиси', 1]
['вирххіеъни', 1]
['детихъур', 1]
['мардируси', 1]
['лехікахъес', 1]
['закариячи', 1]
['багьлакайубсира', 1]
['пикрилизиахъилри', 1]
['гъайэс', 1]
['багьур', 1]
['чедибад', 1]
['гьалабизурси', 1]
['чебаъни', 1]
['някъбачил', 1]
['баянбирулри', 1]
['тилхъавли', 1]
['къуллукъбируси', 1]
['ахъибхіели', 1]
['дурхіялисраиб', 1]
['юртларад', 1]
['дурахіерухъи', 1]
['деркіиб', 1]
['рикіулри', 1]
['дирглуми', 1]
['черардукес', 1]
['бурхіназиб', 1]
['уркіеціибарили', 1]
['базличив', 1]
['даудлизивад', 1]
['урарибси', 1]
['бикіусири', 1]
['саламикіулра', 1]
['аричира', 1]
['уркірухъи', 1]
['пикририкіулри', 1]
['уркіеціилиур', 1]
['дурхіялисриуд', 1]
['виркьид', 1]
['чевяхісили', 1]
['тахра', 1]
['агартили', 1]
['шерир', 1]
['хіериасли', 1]
['дакіубирар', 1]
['тухум', 1]
['елизаветара', 1]
['гьанрикахъа', 1]
['рухънараили', 1]
['риалра', 1]
['дурхіялисраили', 1]
['риубли', 1]
['илкіун', 1]
['се-дигара', 1]
['арилизир', 1]
['елизаветачи', 1]
['букьни', 1]
['дикибхіели', 1]
['къалабарикили', 1]
['дубуртазибси', 1]
['аррякьун', 1]
['араціили', 1]
['ибти', 1]
['мариямла', 1]
['саламла', 1]
['дакьибхіели', 1]
['елизаветала', 1]
['вяшухъун', 1]
['елизаветази', 1]
['дурхъал', 1]
['ракіес', 1]
['сарсира', 1]
['гъари', 1]
['лихібани', 1]
['бакьибмадан', 1]
['виштіалра', 1]
['шикьикіесвяхіибгу', 1]
['рирхаурси', 1]
['ирхіилирси', 1]
['разидарили', 1]
['чераира', 1]
['наслубала', 1]
['мутіигітачи', 1]
['наслубачибад', 1]
['наслубачи', 1]
['чеббашар', 1]
['някъли', 1]
['гьакібарили', 1]
['гьандикибти', 1]
['пикрумира', 1]
['уктемси', 1]
['гьабяхъиб', 1]
['къуллукъуначибад', 1]
['убасили', 1]
['убяхіти', 1]
['ахъбуциб', 1]
['гуштас', 1]
['къуллукъличибти', 1]
['израиллантас', 1]
['бегітала', 1]
['даималлис', 1]
['чеасибси', 1]
['икьалакайуб', 1]
['дудешунази', 1]
['елизаветачир', 1]
['базцадхіи', 1]
['чаррухъун', 1]
['бихьни', 1]
['ряхімула', 1]
['анцібукьличила', 1]
['унрубани', 1]
['узи-уршили', 1]
['мубаракрариб', 1]
['гехіэсил', 1]
['суннатварес', 1]
['бихьеслибариб', 1]
['кьабулхіерикили', 1]
['хіебирхьехіену', 1]
['бирхьехіе', 1]
['агьлулизибалра', 1]
['бихьес', 1]
['дигулрив', 1]
['суалбухъун', 1]
['уркьули', 1]
['гая', 1]
['белкіун', 1]
['дакіиб', 1]
['гъайикіесвяхіибхіели', 1]
['дубуртала', 1]
['мераначир', 1]
['анцібукьлумачилацун', 1]
['дурхіялизивад', 1]
['ветаэсара', 1]
['вархри', 1]
['талихілис', 1]
['далай', 1]
['закариязира', 1]
['караматти', 1]
['гъайикіесяхіиб', 1]
['чевяхіирехіе', 1]
['кумекбарес', 1]
['гибсира', 1]
['къуллукъчили', 1]
['лебхан', 1]
['заманализибал', 1]
['мухілубачил', 1]
['чеасибсири', 1]
['душмантазибадра', 1]
['гьимикартили', 1]
['леблизибадалра', 1]
['хес', 1]
['дудешуначи', 1]
['ряхімучевсили', 1]
['гьанбикахъес', 1]
['хъялис', 1]
['душмантазирад', 1]
['хіердиахъес', 1]
['лералцадхіи', 1]
['хіялалтили', 1]
['мартили', 1]
['берцесра', 1]
['хасаркадалтути', 1]
['гьалавад', 1]
['вашуд', 1]
['чедивад', 1]
['каціибсини', 1]
['малхіямси', 1]
['уркіеціили', 1]
['гьаббикіуси', 1]
['берхіиливан', 1]
['шаладирура', 1]
['ціябдешлизибти', 1]
['дяхіціилиубти', 1]
['шалабиру', 1]
['даршудешла', 1]
['дашахъу', 1]
['дагьрира', 1]
['чеимціадикіулри', 1]
['вагьариэси', 1]
['лугіи', 1]
['августла', 1]
['сириялис', 1]
['квиринийли', 1]
['вехіихьила', 1]
['балбуц', 1]
['дурабуркіулри', 1]
['вегі-вегіла', 1]
['шагьуртази', 1]
['галилеяла', 1]
['юсупра', 1]
['агьлула', 1]
['наслулизивадси', 1]
['иудеялизибси', 1]
['вифлеем', 1]
['велкіахъес', 1]
['дурхіялисраибси', 1]
['мариямличил', 1]
['вифлеемлизибхіели', 1]
['баилри', 1]
['цаибси', 1]
['вергурли', 1]
['тіенилизи', 1]
['хіенкьулабачи', 1]
['вакіни', 1]
['хіункьрас', 1]
['гузетчидеш', 1]
['дарахъес', 1]
['кабатурти', 1]
['гьаласайзур', 1]
['рурхіути', 1]
['нурли', 1]
['шалабариб', 1]
['разидешла', 1]
['лишанра', 1]
['дукьядалли', 1]
['руггурмазиуцили', 1]
['кайхьибси', 1]
['ургидая', 1]
['малаикла', 1]
['биркьути', 1]
['дигилиубти', 1]
['даршути', 1]
['малаикуни', 1]
['чарбухъунхіели', 1]
['гузетчибани', 1]
['вифлеемлизи', 1]
['аричили', 1]
['дурибтазирад', 1]
['мардиублил', 1]
['балехіену', 1]
['юсупличил', 1]
['рархли', 1]
['каркьибси', 1]
['хіенкьулта', 1]
['уркіиладуциб', 1]
['илдачила', 1]
['пикририкіесряхіиб', 1]
['хіенкьулти', 1]
['чебаэсра', 1]
['бакьесра', 1]
['бикнилис', 1]
['биркьули', 1]
['симеонничил', 1]
['анначил', 1]
['гьуниваъни', 1]
['дикили', 1]
['суннатлаварес', 1]
['вагьариэс', 1]
['бихьиб', 1]
['низам', 1]
['умуирнила', 1]
['дураберкіес', 1]
['мариямлира', 1]
['юсуплира', 1]
['аричис', 1]
['багъишлаварес', 1]
['хиб', 1]
['мурул', 1]
['жинсла', 1]
['багъишлаварили', 1]
['улугь', 1]
['лагьала', 1]
['кьурбандарес', 1]
['симеоннизи', 1]
['бурибсири', 1]
['чехіеили', 1]
['левалцадхіи', 1]
['убкіхіебкіуд', 1]
['чебурниличивли', 1]
['суннат', 1]
['сасиб', 1]
['дезара', 1]
['ваткайулри', 1]
['таманбирулри', 1]
['халкьанас', 1]
['хіезибад', 1]
['хіелути', 1]
['шалабарес', 1]
['чевяхідеш', 1]
['лехіихъутири', 1]
['балгун', 1]
['къуллукъуназибад', 1]
['булхъан', 1]
['бахъла', 1]
['даража', 1]
['уркіи', 1]
['турливан', 1]
['кіибайбиру', 1]
['дурабулхъан', 1]
['уркібазирти', 1]
['дигіянати', 1]
['гьаргдиру', 1]
['ашерала', 1]
['фануилла', 1]
['аннара', 1]
['рухънараибси', 1]
['муруйчил', 1]
['деркіибси', 1]
['гехіціану', 1]
['авра', 1]
['рурцули', 1]
['рулгра', 1]
['рулгули', 1]
['хъулирад', 1]
['дурахіерухъун', 1]
['дезарикіес', 1]
['рехірихьиб', 1]
['ярусалимлис', 1]
['виштіалличила', 1]
['низамли', 1]
['хъардарибти', 1]
['вегідеш', 1]
['халаикіулри', 1]
['духудешра', 1]
['имціакабикіулри', 1]
['дигили', 1]
['виціибсигъунари', 1]
['виубхіелира', 1]
['байрамла', 1]
['бархкьябачил', 1]
['хіебариб', 1]
['тухумлара', 1]
['тянишуналара', 1]
['умціесбяхіиб', 1]
['хіергибхіели', 1]
['умціерилизиахъиб', 1]
['гіергъицун', 1]
['мугіяллимтала', 1]
['лехіра', 1]
['ихъулри', 1]
['суалра', 1]
['лехіихъути', 1]
['гіякьлуличира', 1]
['жавабтачира', 1]
['тамашабирутири', 1]
['бегітира', 1]
['гьай', 1]
['бирусири', 1]
['хіегіир', 1]
['инжитдиубрал', 1]
['балулрив', 1]
['гіягінитирая', 1]
['хіебагьуррав', 1]
['бегітачил', 1]
['валкайкили', 1]
['мутигіли', 1]
['вири', 1]
['хъумхіертурли', 1]
['уркіиличир', 1]
['дихіулри', 1]
['дусми', 1]
['имціадикіуцад', 1]
['бизахъули', 1]
['бетаурсири', 1]
['шура', 1]
['ибил', 1]
['тиберийли', 1]
['императордеш', 1]
['понтий', 1]
['иудеялизив', 1]
['вегібекі', 1]
['сайхіели', 1]
['галилеялизир', 1]
['филиппли', 1]
['итурияла', 1]
['трахонитидила', 1]
['ванзурбачир', 1]
['лисанийли', 1]
['абиленализир', 1]
['анналира', 1]
['кайафлира', 1]
['кашишдеш', 1]
['яхіъячи', 1]
['баиб', 1]
['сабливан', 1]
['бизахъес', 1]
['жибирули', 1]
['иорданна', 1]
['дубаникадти', 1]
['ванзурбачивад', 1]
['вявикіусила', 1]
['бикьули', 1]
['кьяшла', 1]
['дякь', 1]
['гьарбарая', 1]
['шухіяри', 1]
['гъягъяли', 1]
['биціахъаб', 1]
['музурбира', 1]
['ванзаличил', 1]
['царугдушаб', 1]
['кьячіаълумира', 1]
['гьардараб', 1]
['лугіяна', 1]
['кьяйдали', 1]
['кадизахъаб', 1]
['кьукья-кьукьяли', 1]
['чіичілумала', 1]
['къур', 1]
['гьимилизирад', 1]
['бикахъибсив', 1]
['дугьабиз', 1]
['уркіи-уркіилабадсили', 1]
['баркьудилизиб', 1]
['чебаахъаягу', 1]
['мабурцидая', 1]
['ибрагьимлис', 1]
['къаркъубазибадра', 1]
['галгубала', 1]
['арла', 1]
['бардара', 1]
['хіелугуси', 1]
['чеббяхъили', 1]
['лайбикіу', 1]
['хьарбикіулри', 1]
['агарсилис', 1]
['бедаб', 1]
['лебсинира', 1]
['илтяхіярли', 1]
['бараб', 1]
['лайикьбарибсиличиб', 1]
['тіалабмабиридая', 1]
['малутіадая', 1]
['бугьтан', 1]
['чемабирхьидая', 1]
['алапаличирли', 1]
['хіердиирая', 1]
['умутличил', 1]
['уркіиличи', 1]
['шизир', 1]
['дизахъулрая', 1]
['набчив', 1]
['сирхъикіунала', 1]
['дабругуни', 1]
['арзесалра', 1]
['рухілизир', 1]
['ціализир', 1]
['дизахъурая', 1]
['дургіибси', 1]
['дег', 1]
['биргіубли', 1]
['бекібарес', 1]
['кура', 1]
['някъбазиб', 1]
['усила', 1]
['нег', 1]
['хіебилшуси', 1]
['ціаличир', 1]
['игу', 1]
['руркъутири', 1]
['уркіичеббирутири', 1]
['гьирадатличи', 1]
['хъайчикайъни', 1]
['такьсирти', 1]
['пужирулри', 1]
['нукьсандешуначи', 1]
['туснакъвариб', 1]
['вазахъни', 1]
['вазиб', 1]
['зубри', 1]
['лагьалагъуна', 1]
['куцличилти', 1]
['абердиб', 1]
['харидешра', 1]
['насабла', 1]
['тарих', 1]
['вазипа', 1]
['бехібихьибхіели', 1]
['хіябціалицад', 1]
['виублири', 1]
['илияла', 1]
['янай', 1]
['амоц', 1]
['наум', 1]
['хесли', 1]
['наггай', 1]
['махат', 1]
['шими', 1]
['юсех', 1]
['ягьуд', 1]
['яханан', 1]
['реса', 1]
['зерубел', 1]
['шалатиэл', 1]
['нури', 1]
['адда', 1]
['касам', 1]
['элмада', 1]
['эр', 1]
['яшуа', 1]
['элизер', 1]
['ирим', 1]
['янам', 1]
['элким', 1]
['малия', 1]
['минна', 1]
['мататай', 1]
['натан', 1]
['исай', 1]
['овед', 1]
['бааз', 1]
['салман', 1]
['нахшон', 1]
['аминадав', 1]
['админ', 1]
['арни', 1]
['хецрон', 1]
['перец', 1]
['якьуб', 1]
['гіисакь', 1]
['терах', 1]
['нахур', 1]
['серуг', 1]
['реу', 1]
['пелег', 1]
['эвер', 1]
['шалах', 1]
['арпахшад', 1]
['сим', 1]
['ламех', 1]
['метушелах', 1]
['энах', 1]
['иред', 1]
['махалал', 1]
['энаш', 1]
['сет', 1]
['хьулирахъни', 1]
['иорданничивад', 1]
['авціали', 1]
['хьулирахъули', 1]
['хіеберкун', 1]
['гушиуб', 1]
['их', 1]
['бетаахъес', 1]
['кьаціличивлицун', 1]
['гьигьла', 1]
['заманалис', 1]
['пачалихъуни', 1]
['кьуватра', 1]
['пачалихъунас', 1]
['гибтири', 1]
['дигусилис', 1]
['икрамбарадли', 1]
['икрамбирен', 1]
['илалацун', 1]
['хіурматра', 1]
['къуббаличи', 1]
['тіашатурли', 1]
['тіяхіухъен', 1]
['малаикуначи', 1]
['някъбачив', 1]
['аркури', 1]
['кьяшалра', 1]
['чехіейгур', 1]
['хіялумціесра', 1]
['валмалзад', 1]
['далдуцлумира', 1]
['керхурли', 1]
['кіинайс', 1]
['чарбухъесли', 1]
['галилеялизиб', 1]
['вегікайубли', 1]
['мер-мусализи', 1]
['руркъулри', 1]
['чевяхіирулри', 1]
['назаретлизив', 1]
['кьабулхіериб', 1]
['халаваибси', 1]
['гіядатлибиубси', 1]
['киласализиб', 1]
['бучіес', 1]
['гьаргбарили', 1]
['чевикіира', 1]
['мискинтази', 1]
['ясиртази', 1]
['сукъуртази', 1]
['чарбирниличила', 1]
['гіязабдешлиубти', 1]
['азадбарахъесра', 1]
['ряхімукардешла', 1]
['манзил', 1]
['сабаъниличила', 1]
['кьяпібарили', 1]
['къуллукъбирусилизи', 1]
['бедили', 1]
['хіер', 1]
['иличибяхі', 1]
['маркабиуб', 1]
['гіердуциб', 1]
['устадешличи', 1]
['тамашабирули', 1]
['хьарбиусири', 1]
['айту', 1]
['буридая', 1]
['дарман', 1]
['дара', 1]
['бакьирану', 1]
['ватіайзибра', 1]
['ватіайзив', 1]
['марируси', 1]
['ряхіматра', 1]
['дикибси', 1]
['бири', 1]
['цаличилра', 1]
['хіерхьили', 1]
['сидонничи', 1]
['сарептализирси', 1]
['гамъачи', 1]
['вархьибсири', 1]
['елисей', 1]
['замунтазиб', 1]
['изайзи', 1]
['бикибти', 1]
['сагъварибси', 1]
['сириялан', 1]
['нааман', 1]
['гіясибиуб', 1]
['харчбизурли', 1]
['шагьарлизивадли', 1]
['хъусяхъили', 1]
['сунечиб', 1]
['ахъсигъуна', 1]
['мерличивад', 1]
['лайвакіес', 1]
['халкьлизивад', 1]
['вердили', 1]
['арабирахъули', 1]
