['абуна', 219]
['элисабетие', 2]
['ціуна', 2]
['дуде', 2]
['гьардарай', 2]
['кіодо', 2]
['гіибадат', 2]
['наслабазда', 2]
['гучаб', 2]
['квешал', 2]
['кьечіого', 2]
['умумузда', 2]
['сунат', 2]
['чагіазда', 2]
['ишан', 2]
['бичічіизабуна', 2]
['хъарщиги', 2]
['ричіун', 2]
['аллагьасдасан', 2]
['тархъан', 2]
['гьаридал', 2]
['квердаса', 2]
['тіубараб', 2]
['ритіухъго', 2]
['авараглъун', 2]
['къачіазе', 2]
['чурун', 2]
['лъазабизеги', 2]
['беціаб', 2]
['рагідукь', 2]
['бихьизабила', 2]
['гіолев', 2]
['вахъинегіан', 2]
['хъвай-хъвагіай', 2]
['сардарлъун', 2]
['тіоцебесеб', 2]
['хъвай-хъвагіаялъе', 2]
['чівана', 2]
['букіинчіелъул', 2]
['рехъен', 2]
['гіалахалда', 2]
['нуралъ', 2]
['аскіоб', 2]
['роржун', 2]
['гіухьбуз', 2]
['доре', 2]
['ятана', 2]
['рагіарабщинаб', 2]
['хабаралъ', 2]
['рижи', 2]
['рикікіунаан', 2]
['кколаан', 2]
['миккидул', 2]
['иерусалималда', 2]
['симеон', 2]
['абурав', 2]
['хвасарлъиялъухъ', 2]
['жинде', 2]
['хвезе', 2]
['къануналъул', 2]
['тіубазабизе', 2]
['тіубан', 2]
['къадаралде', 2]
['щолев', 2]
['халкъал', 2]
['абурал', 2]
['гіажаиблъизаруна', 2]
['къазе', 2]
['гіемерисезул', 2]
['къасиги', 2]
['къадги', 2]
['аскіоеги', 2]
['урхъун', 2]
['тіубазабун', 2]
['эменги', 2]
['байрамалде', 2]
['цогидазда', 2]
['тана', 2]
['гьаз', 2]
['гіакъиллъиялъ', 2]
['вилълъана', 2]
['гіадамазулги', 2]
['пилат', 2]
['филипп', 2]
['кіудиял', 2]
['яхіяе', 2]
['ишая', 2]
['гіагарлъун', 2]
['малъараб', 2]
['руссун', 2]
['бокьани', 2]
['кіола', 2]
['бугеблъи', 2]
['лъай', 2]
['бугебха', 2]
['гурде', 2]
['чагіазги', 2]
['бахъуге', 2]
['рухьен', 2]
['гьарила', 2]
['рухіалдалъун', 2]
['баціціад', 2]
['ціадабе', 2]
['гвандинив', 2]
['лъадалъе', 2]
['рагіана', 2]
['дудаса', 2]
['вохун', 2]
['умумузул', 2]
['маттат', 2]
['леви', 2]
['малки', 2]
['маттитья', 2]
['шелахі', 2]
['къейнан', 2]
['кіикъого', 2]
['бана', 2]
['хіал', 2]
['бергьана', 2]
['рихьизаруна', 2]
['къудратги', 2]
['сужда', 2]
['лъугіарабго', 2]
['тіибитіун', 2]
['синагогаялъуве', 2]
['бугиланги', 2]
['насихіат', 2]
['синагогаялъур', 2]
['бугел', 2]
['гьайгьай', 2]
['анлъго', 2]
['рещтіараб', 2]
['рукіаниги', 2]
['вукіинчіо', 2]
['ццидаца', 2]
['капернаумалде', 2]
['синагогаялъув', 2]
['къваригіараб', 2]
['илчи', 2]
['чіезабуна', 2]
['ккезавун', 2]
['гаргадулел', 2]
['лъугьунел', 2]
['киса-кибего', 2]
['яхъун', 2]
['квалквадизе', 2]
['бакъ', 2]
['батіи-батіиял', 2]
['сахлъизаруна', 2]
['рахъана', 2]
['гьардана', 2]
['гъункун', 2]
['расаги', 2]
['рехе', 2]
['кумекалъе', 2]
['рачіайилан', 2]
['суждаги', 2]
['ккураб', 2]
['барасалдаса', 2]
['сахлъана', 2]
['бицунгейилан', 2]
['ваціціалъун', 2]
['бихьизабе', 2]
['гіенеккизеги', 2]
['ягьудиялдаса', 2]
['туртида', 2]
['ваціціалъана', 2]
['гіиціго', 2]
['пикраби', 2]
['риччалел', 2]
['абизейищ', 2]
['тіасалъугьун', 2]
['вахъа', 2]
['вахъана', 2]
['вукіараб', 2]
['вихьана', 2]
['левий', 2]
['вилълъа', 2]
['букіаралъуб', 2]
['муридаздехун', 2]
['муъминзаби', 2]
['рукіуна', 2]
['бахіарав', 2]
['ахіарал', 2]
['рукъи', 2]
['баларо', 2]
['хвела', 2]
['рахълъеналъубе', 2]
['лъиениги', 2]
['гьукъараб', 2]
['ракъун', 2]
['хутіидал', 2]
['кванан', 2]
['кашишзабаз', 2]
['бакъварав', 2]
['пикруги', 2]
['радал', 2]
['кіигоясда', 2]
['сидоналъул', 2]
['гіадамазги', 2]
['унта-щокълъиялдаса', 2]
['жундузул', 2]
['хъвазегіаги', 2]
['щвелародайилан', 2]
['гьесдасан', 2]
['релъанхъизе', 2]
['рохун', 2]
['шапакъат', 2]
['цересел', 2]
['аварагзабаз', 2]
['магіу', 2]
['гіодизе', 2]
['рецц-бакъ', 2]
['рокьа', 2]
['лъегиян', 2]
['кьурабги', 2]
['рокьулелал', 2]
['боціул', 2]
['боціи', 2]
['ракіги', 2]
['садакъаби', 2]
['чіваге', 2]
['тамихіалде', 2]
['тіасалъугьина', 2]
['жанибе', 2]
['хіалалаб', 2]
['гьединабго', 2]
['вачине', 2]
['кіиялго', 2]
['гвандинире', 2]
['вукіунаро', 2]
['вахъараб', 2]
['чіалу', 2]
['ххвелал', 2]
['турараб', 2]
['инжир', 2]
['ціибил', 2]
['гъансиниса', 2]
['босула', 2]
['араб', 2]
['кьучіги', 2]
['гіурул', 2]
['инчіо', 2]
['вагізаги', 2]
['щолел', 2]
['сахлъизе', 2]
['живги', 2]
['тіадехун', 2]
['ругезул', 2]
['амру-буюрухъ', 2]
['цогидасда', 2]
['ритіарал', 2]
['сахлъун', 2]
['мали', 2]
['йихьидал', 2]
['лъалхъана', 2]
['гіолохъанчи', 2]
['мунищ', 2]
['вачіинегіанищ', 2]
['жундуздаса', 2]
['бецал', 2]
['бихьизабун', 2]
['вугиланги', 2]
['вихьизейищ', 2]
['чіухіараб', 2]
['бечедаб', 2]
['къинлъун', 2]
['бищун', 2]
['ритіухъ', 2]
['фарисеязги', 2]
['релълъун', 2]
['бакънал', 2]
['рачана', 2]
['цоцазде', 2]
['хьвадулел', 2]
['ритіухълъи', 2]
['ячіана', 2]
['магіица', 2]
['ботірол', 2]
['расуца', 2]
['гьарулаго', 2]
['нахги', 2]
['ахіарав', 2]
['фарисеясда', 2]
['гіаданалъ', 2]
['гіадамазухъе', 2]
['цогидас', 2]
['беціизе', 2]
['убач', 2]
['гьалъин', 2]
['гіадамалда', 2]
['кваналел', 2]
['иоаннаги', 2]
['хьон', 2]
['хіанчіаз', 2]
['ракьул', 2]
['хъал', 2]
['цогиги', 2]
['кканила', 2]
['бижараб', 2]
['мугь', 2]
['хабарги', 2]
['гіундул', 2]
['мисалалъул', 2]
['цогидазе', 2]
['гіенеккулел', 2]
['гьабуниги', 2]
['рекіараб', 2]
['лъугьаразе', 2]
['букіунедухъ', 2]
['лъола', 2]
['тіадеги', 2]
['гьечіесухъа', 2]
['гьури', 2]
['кинав', 2]
['чийилан', 2]
['герасеназул', 2]
['хабалазул', 2]
['дидасан', 2]
['жужахіалъул', 2]
['кікіалахъе', 2]
['болъоназул', 2]
['рехьед', 2]
['гъанкъана', 2]
['гьабуралъул', 2]
['речічіун', 2]
['къазавулев', 2]
['къотіичіого', 2]
['вугогури', 2]
['къуват', 2]
['жий', 2]
['яц', 2]
['кіалъалев', 2]
['гіадада', 2]
['вукіа', 2]
['эбел-эменги', 2]
['риччачіо', 2]
['эбел-эмен', 2]
['ккуралги', 2]
['таргьа-къвачіа', 2]
['лъугьани', 2]
['ракьалдаса', 2]
['инегіан', 2]
['ваамма', 2]
['гьаричіони', 2]
['харбал', 2]
['щивха', 2]
['гъира', 2]
['чапарзабаз', 2]
['жидецаго', 2]
['байтсаида', 2]
['жидеего', 2]
['квание', 2]
['гіамал', 2]
['ччугіаги', 2]
['чіезаре', 2]
['гьарделев', 2]
['цо-цояз', 2]
['лъимаца', 2]
['чіухіби-хіакимзабазги', 2]
['махірумлъила', 2]
['гіумруялдаса', 2]
['махірумлъизе', 2]
['разилъарас', 2]
['пайда', 2]
['рагіабиги', 2]
['сан', 2]
['лъимацаги', 2]
['вачіунеб', 2]
['гьанир', 2]
['мусаги', 2]
['ціезабизе', 2]
['чіараб', 2]
['вугоан', 2]
['парча', 2]
['вищарав', 2]
['жидедаго', 2]
['тохлъукьего', 2]
['виччан', 2]
['иман', 2]
['кидалъагіан', 2]
['тіаделъана', 2]
['васги', 2]
['инсухъе', 2]
['бащалъизе', 2]
['гьавиялда', 2]
['витіарав', 2]
['иоанница', 2]
['досие', 2]
['вачунеб', 2]
['жиндасаго', 2]
['вилълъина', 2]
['валагьулев', 2]
['лъабкъоялда', 2]
['букіарабщинаб', 2]
['хіалтіухъаби', 2]
['ретіине', 2]
['хьитал', 2]
['саламги', 2]
['кьоге', 2]
['ай', 2]
['тіадбуссина', 2]
['къавулъ', 2]
['кванай', 2]
['къватіазде', 2]
['гіодорги', 2]
['гьединлъидалин', 2]
['бигьа', 2]
['кколез', 2]
['анціавго', 2]
['мурид', 2]
['рохуца', 2]
['пири', 2]
['бортун', 2]
['зоб-ракьалъул', 2]
['загьир', 2]
['гурищха', 2]
['вокьа', 2]
['вугевги', 2]
['хъачагъаз', 2]
['добцояб', 2]
['гьабурасда', 2]
['харбихъ', 2]
['бетіербахъиялъе', 2]
['тіасаги', 2]
['гьабуралда', 2]
['биччаге', 2]
['бащалъараб', 2]
['жанисан', 2]
['нуціаги', 2]
['гьарарасе', 2]
['батула', 2]
['вугищ', 2]
['лъикіабщинаб', 2]
['кьолеб', 2]
['бокьараб', 2]
['кьал', 2]
['биххула', 2]
['хъизаналда', 2]
['жибго', 2]
['дандечіун', 2]
['гьелдасан', 2]
['рахіат-хіалхьи', 2]
['руккалида', 2]
['ниневиялъул', 2]
['умматалда', 2]
['вугевав', 2]
['гьезги', 2]
['дулъ', 2]
['сурпаялда', 2]
['кверал', 2]
['фарисеяв', 2]
['бугебги', 2]
['бугебаб', 2]
['кьуни', 2]
['анціил', 2]
['бегьуларо', 2]
['бокьула', 2]
['синагогабазда', 2]
['базаркъотіноб', 2]
['инжит', 2]
['ругогури', 2]
['лъолеб', 2]
['чіварал', 2]
['хобазда', 2]
['мазарал', 2]
['нужецайин', 2]
['ритіизе', 2]
['гьезин', 2]
['хъолеб', 2]
['бидул', 2]
['умматалдаса', 2]
['дозул', 2]
['суалал', 2]
['таризабизе', 2]
['кіоларищали', 2]
['фарисеязул', 2]
['бакъул', 2]
['рагіун', 2]
['лъазабун', 2]
['аллагьасукьа', 2]
['пахьул', 2]
['цонигияб', 2]
['чан', 2]
['чиясдаса', 2]
['дицаги', 2]
['лъимада', 2]
['лъурав', 2]
['ирсалъул', 2]
['ирс', 2]
['гьабилебали', 2]
['бечелъиги', 2]
['бечелъи', 2]
['мискинав', 2]
['кваналаян', 2]
['гіологи', 2]
['цебесеб', 2]
['рехулеб', 2]
['ретіунеб', 2]
['рорчіизе', 2]
['виччазе', 2]
['тіуті', 2]
['вачіаниги', 2]
['радакье', 2]
['ціогьор', 2]
['ворчіизе', 2]
['ракіалдаго', 2]
['гьабеян', 2]
['ціодорго', 2]
['гьединав', 2]
['букіаго', 2]
['ціал', 2]
['жавабги', 2]
['гьанжего', 2]
['щайха', 2]
['нужедаго', 2]
['ритіухъаб', 2]
['хьвадизе', 2]
['дове', 2]
['гвандиниве', 2]
['ахирисеб', 2]
['къватіивеги', 2]
['кьурал', 2]
['гіадамаздаса', 2]
['мунагь-хіакъ', 2]
['рукіаниланищ', 2]
['рукіинчіилан', 2]
['ахикь', 2]
['гьалда', 2]
['чіезаюн', 2]
['хіакимас', 2]
['анкьида', 2]
['хіалтіизе', 2]
['хіама', 2]
['рухьадаса', 2]
['бегьулеб', 2]
['горчицаялъул', 2]
['вагізабиги', 2]
['битіараб', 2]
['киса-щалали', 2]
['рахъалдаса', 2]
['жакъаги', 2]
['метерги', 2]
['хіалтіи', 2]
['ганчіал', 2]
['балагьея', 2]
['лъеги', 2]
['вихьиларо', 2]
['кьолебищ', 2]
['сахлъизавуна', 2]
['унтарав', 2]
['хіурматияб', 2]
['бертадул', 2]
['бетіерас', 2]
['вахъине', 2]
['чіани', 2]
['тіадегіанлъизавурав', 2]
['гіодовегіанлъула', 2]
['гіодовегіанго', 2]
['тіадегіанлъичіого', 2]
['сордоялъ', 2]
['кколин', 2]
['тіасалъугьаян', 2]
['жинцайилан', 2]
['дозда', 2]
['тіотіода', 2]
['кьабун', 2]
['гьесухъаги', 2]
['гіодовги', 2]
['лъугіизабизе', 2]
['бугищ', 2]
['лъайдал', 2]
['рикікіад', 2]
['лъугьунаро', 2]
['камун', 2]
['батараб', 2]
['вохуца', 2]
['билараб', 2]
['вуссарав', 2]
['бакун', 2]
['кьейилан', 2]
['хьвадун', 2]
['лъугіараб', 2]
['улкаялда', 2]
['ахирги', 2]
['тіокіав', 2]
['рикікіине', 2]
['вихьун', 2]
['горбода', 2]
['ретіе', 2]
['бечеги', 2]
['вилун-тіагіун', 2]
['ватун', 2]
['хурив', 2]
['гьалъул', 2]
['бугебщинабги', 2]
['тіокіалъ', 2]
['хъулухъалдаса', 2]
['бугебан', 2]
['ціидасан', 2]
['хъвай', 2]
['букіанилан', 2]
['ролъул', 2]
['ма', 2]
['хачараб', 2]
['божилъи', 2]
['хіилла-макру', 2]
['бегьуларел', 2]
['гьабилеб', 2]
['рихина', 2]
['релъанхъулел', 2]
['тіадегіанаб', 2]
['ракьалги', 2]
['цогидай', 2]
['мунагьалъукье', 2]
['кіалтіа', 2]
['черхалда', 2]
['малаикзабаз', 2]
['валагьидал', 2]
['дуниялалде', 2]
['божиларо', 2]
['дуниялалда', 2]
['доба', 2]
['ралъдал', 2]
['мунгоги', 2]
['баркала', 2]
['нужецаги', 2]
['лагъзал', 2]
['щолаго', 2]
['ахіунго', 2]
['унге', 2]
['зобалазул', 2]
['заманаялъги', 2]
['лъудби', 2]
['лъугьинегіан', 2]
['загьирлъараб', 2]
['хіинкъуларев', 2]
['къади', 2]
['йикіун', 2]
['къоролайги', 2]
['къоролалъ', 2]
['толеб', 2]
['хеккого', 2]
['релълъарав', 2]
['гьенибе', 2]
['щивниги', 2]
['лъалагури', 2]
['амруял', 2]
['мискин-пакъирасе', 2]
['гьелъухъ', 2]
['иерихон', 2]
['гьардухъан', 2]
['эхеде', 2]
['валагьана', 2]
['бащдаб', 2]
['рицунел', 2]
['нахъвуссун', 2]
['хайирлъана', 2]
['наиблъун', 2]
['тіамулев', 2]
['дуцаго', 2]
['босулев', 2]
['бекьичіеб', 2]
['лъилъулев', 2]
['кьварарав', 2]
['бугоха', 2]
['дицаго', 2]
['гьанире', 2]
['бетаниялде', 2]
['къваригіун', 2]
['бичулеб', 2]
['бихьараб', 2]
['гіодоре', 2]
['гіодана', 2]
['ганчіида', 2]
['босулел', 2]
['гъезе', 2]
['гіалимзабаз', 2]
['тіагіинавизе', 2]
['ккелародайилан', 2]
['чіухіби-хіакимзаби', 2]
['кисан', 2]
['лъаларилан', 2]
['ціолбол', 2]
['ахги', 2]
['чіового', 2]
['хъамун', 2]
['лъабабилевги', 2]
['ахил', 2]
['нилъеего', 2]
['гьезухъги', 2]
['кквезеги', 2]
['ххвел', 2]
['балагьизе', 2]
['абулел', 2]
['хіасил', 2]
['росал', 2]
['рукіине', 2]
['хвезеги', 2]
['чіаголъизе', 2]
['туркабазул', 2]
['халатал', 2]
['мискинай', 2]
['ахирзаман', 2]
['ккелалде', 2]
['аян', 2]
['илагьиял', 2]
['бутірул', 2]
['рукіина', 2]
['реччичіел', 2]
['байрам', 2]
['санагіат', 2]
['бутіруздаги', 2]
['ватила', 2]
['щурунги', 2]
['тіолеб', 2]
['бегьана', 2]
['ирсалъе', 2]
['гьарулеб', 2]
['бахъиналде', 2]
['гіела', 2]
['гьари-дугіаялде', 2]
['русса', 2]
['къосинарунгутіизе', 2]
['бокьухъе', 2]
['ратана', 2]
['кашишасул', 2]
['рагьтіателасул', 2]
['гіин', 2]
['рагъухъаби', 2]
['чіухіби-хіакимзабиги', 2]
['нужецаго', 2]
['нугізал', 2]
['дандечіеялде', 2]
['халкъалдаги', 2]
['рагъухъабазги', 2]
['ціалацаги', 2]
['ваціун', 2]
['виччала', 2]
['барабба', 2]
['питнаялда', 2]
['ахіи-хіур', 2]
['гьардела', 2]
['хъачагъги', 2]
['вана', 2]
['хъачагъас', 2]
['бихьарав', 2]
['рахъарал', 2]
['руччабиги', 2]
['хіебтил', 2]
['цудунго', 2]
['хабаде', 2]
['хаган', 2]
['божизе', 2]
['масихіица', 2]
['бугебщинаб', 2]
['бекун', 2]
['квералги', 2]
['агьлуялда', 1]
['тіуразарурал', 1]
['къисаби', 1]
['байбихьудаса', 1]
['бихьарал', 1]
['рагіиялъе', 1]
['рицухъе', 1]
['гіемерав', 1]
['бетіерчіахъаяв', 1]
['теофил', 1]
['дидаги', 1]
['авалалдасанго', 1]
['тартибалда', 1]
['ракічіела', 1]
['малъанщинаб', 1]
['абиял', 1]
['тухумалъул', 1]
['чилъун', 1]
['кіиялгоги', 1]
['вализаби', 1]
['амру-нагью', 1]
['тіубазабулаан', 1]
['гьабуларей', 1]
['гіолохъанлъиялдаса', 1]
['гьанжеги', 1]
['тухумалде', 1]
['ирга', 1]
['щола', 1]
['кашишзабазул', 1]
['тіамидал', 1]
['закарияде', 1]
['кьеккен', 1]
['нахуда', 1]
['бакулев', 1]
['кьеккеналъул', 1]
['кікіуй', 1]
['беролеб', 1]
['бакіалъул', 1]
['закарияхъе', 1]
['вихха-хочун', 1]
['талихіги', 1]
['рохелги', 1]
['рохила', 1]
['гьавиялдаса', 1]
['кіодолъи', 1]
['жаги', 1]
['гьекъеларо', 1]
['гьесулъе', 1]
['лъималазул', 1]
['руссинарила', 1]
['хіалкіолъигун', 1]
['къудратгун', 1]
['тіадегіанасдаса', 1]
['эбел-инсулги', 1]
['лъималазулги', 1]
['цоцалъ', 1]
['журазарила', 1]
['къосун', 1]
['мугъ', 1]
['тіадруссинарила', 1]
['муъминазул', 1]
['гіакъиллъиялде', 1]
['къачіала', 1]
['сундалъунха', 1]
['болжалалда', 1]
['рагіиялда', 1]
['божичіелъул', 1]
['кіал-маці', 1]
['тіубазегіан', 1]
['щайдай', 1]
['кватіаравилан', 1]
['лъугьараблъи', 1]
['килщаз', 1]
['ишанал', 1]
['бичіун', 1]
['абичіо', 1]
['тіадаб', 1]
['къватіи-рокъое', 1]
['яхчун', 1]
['гурхіараб', 1]
['гьечіолъиялъул', 1]
['цебесан', 1]
['галилея', 1]
['юсупилан', 1]
['абурай', 1]
['ясгіаданалъухъе', 1]
['йорчіами', 1]
['рещтіарай', 1]
['йихха-хочун', 1]
['щибдайилан', 1]
['насиблъана', 1]
['гіенеккея', 1]
['лъела', 1]
['василан', 1]
['тах', 1]
['абадиялъего', 1]
['ахирго', 1]
['росасецин', 1]
['инчіей', 1]
['хіалкіолъиялъул', 1]
['парчаялъ', 1]
['яхчила', 1]
['лъимер-бетіер', 1]
['лъугьунарей', 1]
['гіадамилан', 1]
['рикікіуней', 1]
['гіагарай', 1]
['элисабетги', 1]
['гьечіониги', 1]
['лъимаде', 1]
['моці', 1]
['хіалкіолареб', 1]
['букіунарелъулха', 1]
['марямил', 1]
['руччабазулъ', 1]
['кіудияйлъун', 1]
['кіудияблъун', 1]
['хулараб', 1]
['тіадегіанасул', 1]
['ячіинегіанасеб', 1]
['даражаялъул', 1]
['гіаданищха', 1]
['ругьел', 1]
['божарай', 1]
['гьинал', 1]
['гьаюлин', 1]
['пакъирай', 1]
['лагъалда', 1]
['речічіидал', 1]
['гіаданлъун', 1]
['гіаламалъ', 1]
['кіудаб', 1]
['даражаялде', 1]
['яхине', 1]
['гьабуразул', 1]
['гурхіана', 1]
['къуваталъ', 1]
['чіухіарал', 1]
['къезарула', 1]
['къасдалги', 1]
['къинарула', 1]
['пахруял', 1]
['тахидаса', 1]
['рехула', 1]
['пакъирал', 1]
['тіадегіанлъизарула', 1]
['ракъаразе', 1]
['къваригіанщинаб', 1]
['рачахъула', 1]
['куцалъ', 1]
['лъугьарал', 1]
['абадул', 1]
['абадиялъ', 1]
['гурхіилин', 1]
['лагълъун', 1]
['моціги', 1]
['тіадюссун', 1]
['рокъое', 1]
['рагіараб', 1]
['рахьи', 1]
['микьабилеб', 1]
['чагіазе', 1]
['бокьана', 1]
['инсудаго', 1]
['кколилан', 1]
['квераз', 1]
['бачіинабун', 1]
['гіажаиблъана', 1]
['маціалдаса', 1]
['гараці', 1]
['мадугьалзабазул', 1]
['рекіелъеги', 1]
['рагіанщинас', 1]
['чидай', 1]
['гьадав', 1]
['гьабилин', 1]
['кьолбодасан', 1]
['некіо', 1]
['тушбабаздаса', 1]
['рихаразул', 1]
['гьарилилан', 1]
['гурхіилилан', 1]
['тіубазабилилан', 1]
['ибрагьимие', 1]
['гьедун', 1]
['тушбабазул', 1]
['хвасарлъун', 1]
['хіинкъичіого', 1]
['гіумруялъ', 1]
['баціціадго', 1]
['тіагіат', 1]
['изнуги', 1]
['ресги', 1]
['букіинабилин', 1]
['масихіидаса', 1]
['хвасарлъилилан', 1]
['рогьел', 1]
['рещтіинабила', 1]
['ругезе', 1]
['ракълиде', 1]
['рачунеб', 1]
['нухги', 1]
['гьабейилан', 1]
['август', 1]
['къайсарил', 1]
['сириялда', 1]
['квириний', 1]
['таралдаса', 1]
['жиде-жидер', 1]
['бетлегьем', 1]
['наслу-зурияталъул', 1]
['магьари', 1]
['лъурай', 1]
['щварай', 1]
['гьадаб', 1]
['хіара', 1]
['тіоцевесев', 1]
['петералда', 1]
['кьуща-рущан', 1]
['сардилъ', 1]
['гвангъараб', 1]
['къалъ-къалъизаруна', 1]
['къахіан', 1]
['гіаламалъего', 1]
['гіахьалаб', 1]
['гіаламатги', 1]
['кьущараб', 1]
['цойидасанго', 1]
['малаикзабазул', 1]
['тіадегіанал', 1]
['гіодоб', 1]
['разилъаразе', 1]
['малаикзаби', 1]
['зодире', 1]
['хабаралъул', 1]
['хіакъикъат', 1]
['бетлегьемалде', 1]
['рилълъине', 1]
['бихьарабго', 1]
['малаикасдасан', 1]
['рагіанщинав', 1]
['хіикмалъизавуна', 1]
['гіухьбузул', 1]
['марямицани', 1]
['ціунана', 1]
['пикрабазда', 1]
['йикіунаан', 1]
['бицухъе', 1]
['батидал', 1]
['бихьаралъухъги', 1]
['рагіаралъухъги', 1]
['тасбихіги', 1]
['нахъруссун', 1]
['байдал', 1]
['хулилалдего', 1]
['назру', 1]
['тіоцебе', 1]
['бихьинаб', 1]
['назрулъун', 1]
['хъвезе', 1]
['рохьил', 1]
['микки', 1]
['тіинчі', 1]
['иманги', 1]
['варагіги', 1]
['урхъарав', 1]
['гіагарлъарав', 1]
['вихьичіого', 1]
['рухіалъин', 1]
['рокъовеги', 1]
['эбелалъги', 1]
['инсуцаги', 1]
['гіадат', 1]
['парахатго', 1]
['кантіизарилеб', 1]
['къадру-рецц', 1]
['рахъина', 1]
['дурги', 1]
['ханжар', 1]
['гіемерисез', 1]
['къасдал', 1]
['гьений', 1]
['ашерил', 1]
['пенуэлил', 1]
['хіаннат', 1]
['кашпу-карамалъи', 1]
['херай', 1]
['росасда', 1]
['тіамичіо', 1]
['ункъо', 1]
['къороллъуда', 1]
['арай', 1]
['рокъоса', 1]
['къватіие', 1]
['тіагіат-гіибадаталда', 1]
['рукіаралщиназда', 1]
['ишги', 1]
['гіолохъанлъиялде', 1]
['вахунев', 1]
['бессун', 1]
['унаан', 1]
['соналде', 1]
['вахиндалги', 1]
['байрамалъул', 1]
['ал', 1]
['иерусалималдаго', 1]
['юсупидаги', 1]
['эбелалдаги', 1]
['чіаравлъи', 1]
['ватилин', 1]
['тедал', 1]
['гіага-божаразда', 1]
['ватичіого', 1]
['мугіалимзабазда', 1]
['ціехолдулев', 1]
['гіенеккаралщинал', 1]
['жавабазул', 1]
['камиллъиялъ', 1]
['валагьулел', 1]
['валагьиго', 1]
['лъачіебищ', 1]
['кколевлъи', 1]
['назареталде', 1]
['мутіигілъун', 1]
['сонал', 1]
['анагіан', 1]
['камиллъулеб', 1]
['аллагьасулги', 1]
['рокьи', 1]
['ціикікіунеб', 1]
['тиберий', 1]
['къайсарлъун', 1]
['щуабилеб', 1]
['понтий', 1]
['итуреялда', 1]
['трахонит', 1]
['вилаяталда', 1]
['лисаний', 1]
['абиленаялда', 1]
['кашишзабилъун', 1]
['гьанна', 1]
['кайафа', 1]
['иордан', 1]
['гіоралда', 1]
['бакіазде', 1]
['кантіун', 1]
['руссаян', 1]
['рахъаян', 1]
['лъазабулеб', 1]
['ахіи', 1]
['къачіай', 1]
['битіизабе', 1]
['шагьра', 1]
['кікіал-хъиті', 1]
['бацизабе', 1]
['гохі-щоб', 1]
['тіуцлъизабе', 1]
['свераби', 1]
['лъугіизаре', 1]
['эхедераялги', 1]
['лабаллъабиги', 1]
['цівакараб', 1]
['рижиялда', 1]
['бихьа', 1]
['чіегіераб', 1]
['борхьил', 1]
['тамихіалдаса', 1]
['лъутизе', 1]
['кантіиялъул', 1]
['барщизабе', 1]
['ругиланги', 1]
['гаргадуге', 1]
['ганчіаздасанги', 1]
['лъугьинаризе', 1]
['гъутібузда', 1]
['гіащтіи', 1]
['бижичіеб', 1]
['ціадаб', 1]
['гьикъулаан', 1]
['кьолаан', 1]
['гьечіесе', 1]
['бугесги', 1]
['бихьизабуралдаса', 1]
['лъихъаниги', 1]
['рагъухъабаз', 1]
['хіал-зулмуялдалъун', 1]
['гіунтіизабун', 1]
['лъихъаго', 1]
['харжалда', 1]
['яхіяцин', 1]
['гуродай', 1]
['дидасаги', 1]
['ціикікіарав', 1]
['хьитил', 1]
['бичизецин', 1]
['ціаялдалъун', 1]
['бугьун', 1]
['хъатикь', 1]
['гьоціиб', 1]
['ролъ', 1]
['цагърахъе', 1]
['буссинабизе', 1]
['накку', 1]
['ссвинго', 1]
['бухіила', 1]
['рагіабаздалъун', 1]
['насихіатал', 1]
['ячинги', 1]
['гурелги', 1]
['квешлъаби', 1]
['какулел', 1]
['цересезде', 1]
['жубана', 1]
['тіамиялъул', 1]
['квешлъиги', 1]
['рахъулел', 1]
['рукіараб', 1]
['кіирикьизарун', 1]
['сураталда', 1]
['гьаракьги', 1]
['байбихьулеб', 1]
['лъебергогіанасеб', 1]
['силсила', 1]
['гьесулги', 1]
['гіели', 1]
['яннай', 1]
['гіамос', 1]
['нахіум', 1]
['гьесли', 1]
['наггай', 1]
['махіат', 1]
['шимгіи', 1]
['йосех', 1]
['йода', 1]
['йохіанан', 1]
['реса', 1]
['зеруббабел', 1]
['шеалтиэл', 1]
['нер', 1]
['адди', 1]
['къасам', 1]
['элмадам', 1]
['гіер', 1]
['йешуагі', 1]
['элигіезер', 1]
['йорим', 1]
['шимгіон', 1]
['йонан', 1]
['элякъим', 1]
['мелеа', 1]
['менна', 1]
['маттата', 1]
['натан', 1]
['давуд', 1]
['йишай', 1]
['йобед', 1]
['богіаз', 1]
['нахішон', 1]
['гіаминадаб', 1]
['админ', 1]
['арам', 1]
['хіецрон', 1]
['перец', 1]
['исхіакъ', 1]
['терахі', 1]
['нахіор', 1]
['серуг', 1]
['регіу', 1]
['пелег', 1]
['эбер', 1]
['арпакшад', 1]
['шем', 1]
['ламек', 1]
['метушелахі', 1]
['хіенок', 1]
['йаред', 1]
['магьалалеэл', 1]
['энос', 1]
['шит', 1]
['адам', 1]
['иорданалдаса', 1]
['илбисалъги', 1]
['къосинавизе', 1]
['гьебщинаб', 1]
['богіоллъи', 1]
['кіалдибе', 1]
['босичіо', 1]
['ракъул', 1]
['ганчіие', 1]
['чедлъун', 1]
['лъугьайилан', 1]
['чадица', 1]
['гуребин', 1]
['чіаголъи', 1]
['борхалъуде', 1]
['пачалихъал', 1]
['пачалихъазул', 1]
