['пуная', 303]
['тухъ', 2]
['гуна', 2]
['дадара', 2]
['кіукі', 2]
['фун', 2]
['аціунаттар', 2]
['чіире', 2]
['дакканттарис', 2]
['кканеттар', 2]
['кеяттарира', 2]
['чвера', 2]
['сайинна', 2]
['алархъай', 2]
['верефттава', 2]
['сасрайин', 2]
['даргвай', 2]
['сасрайис', 2]
['улиас', 2]
['алгъавейдава', 2]
['аттвереф', 2]
['іа', 2]
['хьасичин', 2]
['хандаг', 2]
['дагьар', 2]
['алихьу', 2]
['инсандихъай', 2]
['неців', 2]
['хулалди', 2]
['алгъархьугуна', 2]
['ккандеттар', 2]
['иде', 2]
['хулагьди', 2]
['гьучарукьугуна', 2]
['бабахъай', 2]
['кирхіуная', 2]
['кіинаф', 2]
['сасрайихъ', 2]
['ккандеяв', 2]
['сукъурар', 2]
['гьикунаттарис', 2]
['ахъакь', 2]
['яхіъяйихъас', 2]
['ушунаттари', 2]
['багьа', 2]
['гіадава', 2]
['биціифра', 2]
['далара', 2]
['кеяттарин', 2]
['іекьул', 2]
['фарисеян', 2]
['ягіархьуная', 2]
['тисади', 2]
['ччамра', 2]
['кьабахъас', 2]
['іешуная', 2]
['алавей', 2]
['чіарарилди', 2]
['лекарис', 2]
['мачар', 2]
['икіай', 2]
['лекарик', 2]
['ахьаси', 2]
['кехьуная', 2]
['бурджар', 2]
['гіулари', 2]
['тегунанхаб', 2]
['иродан', 2]
['агъаттин', 2]
['чиппикес', 2]
['харджар', 2]
['рекъуьлди', 2]
['гъванарилди', 2]
['мерківаригі', 2]
['гіане', 2]
['ругулди', 2]
['кегъучіуна', 2]
['мисалара', 2]
['унихьурай', 2]
['мисалайин', 2]
['аячира', 2]
['кіетіу', 2]
['бегьер', 2]
['бахіти', 2]
['ачавереттарис', 2]
['джинабанф', 2]
['вартталди', 2]
['унихьа', 2]
['фаттивасе', 2]
['раккахъ', 2]
['гіачушуная', 2]
['луькіея', 2]
['кулакисра', 2]
['андавай', 2]
['нахьи', 2]
['гераса', 2]
['мукьуйин', 2]
['гьучархьуная', 2]
['шейтіандис', 2]
['гіезаб', 2]
['итіуна', 2]
['гіанади', 2]
['шейтіанари', 2]
['кіен', 2]
['сувал', 2]
['инсандиас', 2]
['кіараті', 2]
['дивуна', 2]
['лекаригь', 2]
['иъ', 2]
['атіуная', 2]
['кирхіуф', 2]
['рушан', 2]
['іешай-рахвай', 2]
['ягіахіела', 2]
['вакилас', 2]
['акьасра', 2]
['магъуяна', 2]
['дакьу', 2]
['лекарил', 2]
['алекьуна', 2]
['кумра', 2]
['гьегилди', 2]
['хіекимвелдиъ', 2]
['аркьайчира', 2]
['гъайшинаф', 2]
['авалдин', 2]
['мушат', 2]
['вакилара', 2]
['іуьш', 2]
['эркьва', 2]
['ківатт', 2]
['кьурцар', 2]
['дуьнйа', 2]
['петтрура', 2]
['якьубра', 2]
['джагвар', 2]
['мусана', 2]
['петтруна', 2]
['гъархьуна', 2]
['мусайис', 2]
['петтруйис', 2]
['къири', 2]
['сувалас', 2]
['алаверегунас', 2]
['кіиркіахъ', 2]
['зурзас', 2]
['хьундава', 2]
['курарил', 2]
['хіуьджат', 2]
['алефра', 2]
['гьикунаеф', 2]
['хьехъай', 2]
['завариди', 2]
['геректтар', 2]
['ярціурна', 2]
['уцаф', 2]
['піапіушник', 2]
['тихъай', 2]
['дакьухаб', 2]
['рехіетти', 2]
['сидундина', 2]
['тирди', 2]
['усаъ', 2]
['кіилил', 2]
['алихьая', 2]
['даркьаячин', 2]
['шейтіанара', 2]
['ціарп', 2]
['аргваттар', 2]
['унихьаттар', 2]
['лап', 2]
['шейъера', 2]
['багуликди', 2]
['кейчіуная', 2]
['инсандира', 2]
['хъаттфайшуная', 2]
['алчихьуна', 2]
['суріуьшари', 2]
['захъди', 2]
['ахуникк', 2]
['алчархьасе', 2]
['есттегьен', 2]
['хъирхіай', 2]
['аркьаттис', 2]
['балугъин', 2]
['велзевулдин', 2]
['яракьра', 2]
['тіараш', 2]
['гегуна', 2]
['іае', 2]
['агъагуна', 2]
['агъагъилди', 2]
['іеламатра', 2]
['ниневи', 2]
['кьибла', 2]
['багухъас', 2]
['паччагь-дишагьли', 2]
['іекьуллу', 2]
['абкьанттар', 2]
['яратмиш', 2]
['багъдиъ', 2]
['узуна', 2]
['йиціудпе', 2]
['хіуьлматин', 2]
['некьвар', 2]
['гиран', 2]
['пайгъамбарарис', 2]
['пирар', 2]
['пайгъамбарар', 2]
['пайгъамбарарна', 2]
['іисайикес', 2]
['аттархьайчугас', 2]
['сивиас', 2]
['сайихъ', 2]
['ягъуй', 2]
['джегьенемдиъ', 2]
['багьайи', 2]
['джакьварилас', 2]
['кіиркіара', 2]
['малайикарин', 2]
['петтилас', 2]
['джувабар', 2]
['ччуччус', 2]
['тахар', 2]
['девлетра', 2]
['кеттив', 2]
['іеле', 2]
['гьинафас', 2]
['гъамра', 2]
['лебур', 2]
['лич', 2]
['тіафал', 2]
['чіилла', 2]
['ракк', 2]
['гъузен', 2]
['гъадархьуна', 2]
['адичира', 2]
['завкураригіди', 2]
['эессихъ', 2]
['йирхіай', 2]
['хумбарисра', 2]
['пиянди', 2]
['хабарсузди', 2]
['гера', 2]
['йирхіасе', 2]
['джувабра', 2]
['усал', 2]
['іуд', 2]
['гіаттар', 2]
['архьас', 2]
['алучі', 2]
['хьухіела', 2]
['чвак', 2]
['дагъушухаб', 2]
['арчіуна', 2]
['инджирин', 2]
['аті', 2]
['иттали', 2]
['хъатуна', 2]
['фиттихъай', 2]
['кіуранин', 2]
['завун', 2]
['раккариас', 2]
['къабахъ', 2]
['нандиас', 2]
['ругіасе', 2]
['ибригьимра', 2]
['пайгъамбарара', 2]
['лисаас', 2]
['адикугуна', 2]
['лисаъ', 2]
['мисаас', 2]
['ягіара', 2]
['багагьра', 2]
['ягъара', 2]
['луькіеф', 2]
['гъвандинф', 2]
['дапедегьен', 2]
['буіуная', 2]
['гьучафайдина', 2]
['ачадина', 2]
['хіезурдея', 2]
['іудпетти', 2]
['хьибудпетти', 2]
['ккандеячин', 2]
['акьастту', 2]
['ккирківас', 2]
['дегіви', 2]
['эскер', 2]
['паччагьдихъай', 2]
['чвахъ', 2]
['ккандава', 2]
['ежчіурна', 2]
['ерчіу', 2]
['хіубра', 2]
['джикіесттегьен', 2]
['къуншибурисра', 2]
['инсандихъас', 2]
['хіуькуматтиди', 2]
['кефунилди', 2]
['вархайил', 2]
['аликі', 2]
['мил', 2]
['гіачагулунуйи', 2]
['іуьтіуб-ухуб', 2]
['урч', 2]
['руккуная', 2]
['аттина', 2]
['кардин', 2]
['кардилас', 2]
['ккедикіуна', 2]
['нечтти', 2]
['кіедж', 2]
['нехіекь', 2]
['іемал', 2]
['дугъри', 2]
['аркьатти', 2]
['аяттари', 2]
['заварна', 2]
['гуланасе', 2]
['касиб', 2]
['мез', 2]
['атай', 2]
['малайикари', 2]
['некьвариъ', 2]
['ккей', 2]
['лазара', 2]
['гіикіуна', 2]
['ккидава', 2]
['алихьурай', 2]
['темехіер', 2]
['хьаси', 2]
['ягъан', 2]
['еригелай', 2]
['тутун', 2]
['аттархьуна', 2]
['чухсагъул', 2]
['пасттава', 2]
['кіилихъди', 2]
['вахттунира', 2]
['хумбара', 2]
['ариш-вариш', 2]
['хулар', 2]
['аллагьдигьас', 2]
['сут', 2]
['суттис', 2]
['сасрабур', 2]
['мухурис', 2]
['алурхіанди', 2]
['ушуне', 2]
['гьаттивуна', 2]
['керхьасе', 2]
['ерихун', 2]
['давударин', 2]
['агу', 2]
['закай', 2]
['гьайчіуна', 2]
['верегунас', 2]
['гикес', 2]
['ваал', 2]
['манатар', 2]
['вифани', 2]
['гъушучин', 2]
['хіаттис', 2]
['герекдея', 2]
['къемчул', 2]
['завариъ', 2]
['душманари', 2]
['гафунил', 2]
['багъ', 2]
['багъдихъанарилди', 2]
['хубджи', 2]
['дайина', 2]
['фикьасе', 2]
['гъвандил', 2]
['маллабурисна', 2]
['халкьдигьас', 2]
['фитначибур', 2]
['паччагьдин', 2]
['гьучадиная', 2]
['керхьа', 2]
['хьирра', 2]
['шиникквара', 2]
['чура', 2]
['еридар', 2]
['шуварис', 2]
['іеджал', 2]
['мукьвариъ', 2]
['хумбарис', 2]
['ихьай', 2]
['ихьуне', 2]
['ттуттанасе', 2]
['іеламатин', 2]
['ишаратар', 2]
['эскерари', 2]
['кіилар', 2]
['хъучавея', 2]
['лавашар', 2]
['къаравуларин', 2]
['ккел', 2]
['ачушугуна', 2]
['гьемиштти', 2]
['фацурай', 2]
['ціуьппе', 2]
['ахъасра', 2]
['хъучархьасттава', 2]
['хьибугелай', 2]
['адархьас', 2]
['аттархьуная', 2]
['ибур', 2]
['ціихъ', 2]
['гьемера', 2]
['пилаталди', 2]
['кикіай', 2]
['адихьая', 2]
['галилеяйиас', 2]
['фичира', 2]
['къемчинф', 2]
['фатасе', 2]
['къалабулугъ', 2]
['кейхь', 2]
['іеш', 2]
['васра', 2]
['джаза', 2]
['кара', 2]
['юсуфа', 2]
['гіуьбехъмин', 2]
['алчархьуная', 2]
['хумбарира', 2]
['веягуна', 2]
['пуне', 2]
['керхьуная', 2]
['хіуригьди', 2]
['ахъакьас', 1]
['ккеттушу', 1]
['курарикес', 1]
['файде', 1]
['кіилиас', 1]
['удигьас', 1]
['садпеттилас', 1]
['ликіенас', 1]
['хіуьлматлу', 1]
['феафил', 1]
['агурай', 1]
['абияйин', 1]
['арунан', 1]
['пунаттара', 1]
['ликіинаттара', 1]
['хъахьуна', 1]
['захарияйихъай', 1]
['нубатиъ', 1]
['фарз', 1]
['гіедатилди', 1]
['агъдиная', 1]
['хіеятиъ', 1]
['хіурджал', 1]
['хегуна', 1]
['ухаттар', 1]
['ягъанилас', 1]
['алдаркас', 1]
['руьхіна', 1]
['малайикдифас', 1]
['іуьссеф', 1]
['джигьилф', 1]
['чіаларихъ', 1]
['хъудугъухіела', 1]
['аларкьвасттегьен', 1]
['захарияйихъ', 1]
['хьефегьан', 1]
['аттес', 1]
['аттиная', 1]
['ккиркіуна', 1]
['чіаларин', 1]
['хъаттийина', 1]
['рушалди', 1]
['рушас', 1]
['кичархьуна', 1]
['чіаларил', 1]
['ефегьан', 1]
['тахтт', 1]
['халкьдил', 1]
['малайикдис', 1]
['душунагуна', 1]
['аладесе', 1]
['кьуватра', 1]
['элизаветтара', 1]
['багунф', 1]
['кидаваф', 1]
['тинфра', 1]
['агъдарукьаф', 1]
['гъиликк', 1]
['ккеяфе', 1]
['гигьас', 1]
['сувари', 1]
['майраман', 1]
['тіушуная', 1]
['элизаветтайиъ', 1]
['хумбаригіас', 1]
['шиникквдилла', 1]
['фуше', 1]
['джил', 1]
['ахъадегуна', 1]
['ишине', 1]
['аллагьдихъ', 1]
['хъугъу', 1]
['педегьенттар', 1]
['бахилдея', 1]
['ухіуттил', 1]
['лукіул', 1]
['алчихьухіела', 1]
['джилилас', 1]
['гуджлуйи', 1]
['дуьнйайилас', 1]
['лигьас', 1]
['гучіаттарил', 1]
['далгъванас', 1]
['дамакъар', 1]
['фикирара', 1]
['алайкуна', 1]
['тахттарилас', 1]
['кегъдивуне', 1]
['кумакис', 1]
['ибригьимасра', 1]
['вазала', 1]
['элизаветтайихъай', 1]
['иджвелихъас', 1]
['къуншибура', 1]
['багунттара', 1]
['муядпе', 1]
['ттура', 1]
['тухумди', 1]
['фушра', 1]
['алеф', 1]
['тахтта', 1]
['агьадиная', 1]
['хьегъилди', 1]
['сувариъ', 1]
['іеламатихъас', 1]
['ахттилат', 1]
['кіилдибури', 1]
['хияликк', 1]
['кичушуна', 1]
['хьасегьан', 1]
['шиникквдикес', 1]
['69дагь', 1]
['заманайилас', 1]
['пайгъамбарарилас', 1]
['кьудратлу', 1]
['душманариккесра', 1]
['хьяъ', 1]
['аттариккесра', 1]
['йинафи', 1]
['юркіуралла', 1]
['гъиликкес', 1]
['ккеттивасе', 1]
['сайигьасра', 1]
['луківел', 1]
['іуьмурди', 1]
['кканевелдина', 1]
['иджевелди', 1]
['іеджаликк', 1]
['ккеяттарис', 1]
['маслихіетин', 1]
['хъучадесттегьен', 1]
['халкьдигьди', 1]
['айчівас', 1]
['август', 1]
['веядегьен', 1]
['садпегелай', 1]
['хіуькуматтин', 1]
['квириний', 1]
['учётариъ', 1]
['гьерф', 1]
['ватандилди', 1]
['юсуфра', 1]
['ягьудеяйиди', 1]
['вифлеем', 1]
['юсуфахъай', 1]
['хьиран', 1]
['руха', 1]
['гіалашувар', 1]
['гъурзан', 1]
['мукьуйигьас', 1]
['давай', 1]
['іуьшан', 1]
['къаравулдиъ', 1]
['тіушас', 1]
['адинафе', 1]
['хіуриъ', 1]
['магьмилди', 1]
['малайикдин', 1]
['дуьхьуьвелна', 1]
['нуьхіуьбат', 1]
['аледегьен', 1]
['гулугуна', 1]
['хабарихъди', 1]
['вифлеемдиди', 1]
['юсуфна', 1]
['алийинаттар', 1]
['хабарил', 1]
['агуттарисра', 1]
['унихьуттарисра', 1]
['муйе', 1]
['хумбеф', 1]
['алттархьегуна', 1]
['закунилди', 1]
['ликіинагъилди', 1]
['кканефе', 1]
['гіуд', 1]
['чарккв', 1]
['симеонас', 1]
['фартая', 1]
['аларкьуне', 1]
['гьикунаф', 1]
['дархъаф', 1]
['тегірифе', 1]
['петтарил', 1]
['хайир', 1]
['багьана', 1]
['хіуьджатар', 1]
['гъургъубар', 1]
['аттирхіу', 1]
['джуьреттарин', 1]
['джинабан', 1]
['хиялар', 1]
['фануилан', 1]
['асиран', 1]
['яшарин', 1]
['исалас', 1]
['джигьилди', 1]
['фатуная', 1]
['ашкіинди', 1]
['майціурна', 1]
['ухіай', 1]
['анна', 1]
['ерусалимдис', 1]
['гъузунадегьен', 1]
['аннайи', 1]
['пунадегьенттара', 1]
['джанра', 1]
['дуьгіебурин', 1]
['дадар-бабар', 1]
['хіа-ягъарис', 1]
['хіа-ягъар', 1]
['кіиркіухаб', 1]
['дадар-бабарис', 1]
['амеф', 1]
['инсанаригіай', 1]
['руцуная', 1]
['багунттаригі', 1]
['ягіаттаригі', 1]
['даджикіина', 1]
['мегіелимаригі', 1]
['алихьунаттар', 1]
['фикирарил', 1]
['гъургъубарил', 1]
['акьуфе', 1]
['руцаттар', 1]
['петтин', 1]
['тиберия', 1]
['паччагьвелди', 1]
['ціегіифудпе', 1]
['понтий', 1]
['итурея', 1]
['трахания', 1]
['лисаний', 1]
['абилена', 1]
['кайяфана', 1]
['ханан', 1]
['кіиркіас', 1]
['иордан', 1]
['неціун', 1]
['джиларилди', 1]
['иша', 1]
['ачіар', 1]
['гунтіарна', 1]
['сувар', 1]
['хьеба', 1]
['рекъер', 1]
['уркіар', 1]
['шергве', 1]
['ухіаяф', 1]
['иланарис', 1]
['хуруттар', 1]
['дивандиккес', 1]
['курарилди', 1]
['агваракье', 1]
['гъушунаеф', 1]
['яків', 1]
['хъихьуная', 1]
['кіурарин', 1]
['меріерихъ', 1]
['емиш', 1]
['алгъадеве', 1]
['гіихьая', 1]
['йирай', 1]
['хъадаваттис', 1]
['аяттира', 1]
['алттухъинф', 1]
['дарукьаф', 1]
['аскерари', 1]
['фаттмадива', 1]
['гуджунилдина', 1]
['гучіар', 1]
['гьихьай', 1]
['ваджибил', 1]
['месигьахъ', 1]
['хьеттилди', 1]
['кьудрат', 1]
['лекаригі', 1]
['гіайа', 1]
['ччеіер', 1]
['гіатасра', 1]
['хіисаби', 1]
['руьхіуьлдина', 1]
['ціилди', 1]
['кіетіа', 1]
['гіадархъай', 1]
['тахаъ', 1]
['угасе', 1]
['кеттдеве', 1]
['цигі', 1]
['гьегишттира', 1]
['ирадиада', 1]
['іайвелара', 1]
['акьунадегьен', 1]
['гьегихъас', 1]
['ачикуная', 1]
['хъучихьуна', 1]
['іайвеларихъди', 1]
['іисара', 1]
['хьеттигіас', 1]
['ухшарар', 1]
['мурадар', 1]
['бегьем', 1]
['инсанаригьди', 1]
['хьибціур', 1]
['іелин', 1]
['янай', 1]
['амуці', 1]
['наум', 1]
['хесли', 1]
['нагъай', 1]
['махат', 1]
['шими', 1]
['ясих', 1]
['юханан', 1]
['риса', 1]
['зарубавил', 1]
['салафиэл', 1]
['нери', 1]
['ади', 1]
['хъусам', 1]
['элмадам', 1]
['эр', 1]
['яшуа', 1]
['іелизар', 1]
['ярим', 1]
['юда', 1]
['янам', 1]
['элаким', 1]
['мали', 1]
['мина', 1]
['матата', 1]
['натан', 1]
['давуд', 1]
['авид', 1]
['буаз', 1]
['сала', 1]
['нахшун', 1]
['аминадав', 1]
['админ', 1]
['арни', 1]
['гьесрум', 1]
['перец', 1]
['исхіекь', 1]
['терах', 1]
['нахур', 1]
['серух', 1]
['реу', 1]
['фалек', 1]
['эвер', 1]
['шалах', 1]
['арпахшад', 1]
['сим', 1]
['ламех', 1]
['мафусал', 1]
['энух', 1]
['иред', 1]
['магьалай', 1]
['энус', 1]
['сиф', 1]
['адам', 1]
['иордандин', 1]
['къирагъарихъас', 1]
['хъуруцай', 1]
['адихьас', 1]
['іуьтіунара', 1]
['гунилди', 1]
['кьудратара', 1]
['девлетара', 1]
['йинаттаре', 1]
['магъурзана', 1]
['кіукіал', 1]
['алайш', 1]
['гьемисалас', 1]
['малайикарис', 1]
['гьучихьас', 1]
['гъиларил', 1]
['алгъикіуна', 1]
['гъвандигь', 1]
['гьучидирхіас', 1]
['тегіелайикес', 1]
['адихьайчира', 1]
['мукьариъ', 1]
['хурас', 1]
['дахъуна', 1]
['фацунаттарис', 1]
['азиятикк', 1]
['ккеяттар', 1]
['алакьуна', 1]
['китабра', 1]
['аркьаттилди', 1]
['адегьенттарин', 1]
['аларкьуная', 1]
['кіиркіду', 1]
['мисара', 1]
['пайгъамбара', 1]
['ашкіинар', 1]
['исна', 1]
['сура', 1]
['угъвалар', 1]
['дугъай', 1]
['гашра', 1]
['ашкіинарилди', 1]
['сайилдира', 1]
['гьидикуна', 1]
['гьикуна', 1]
['милатин', 1]
['сидун', 1]
['сарепта', 1]
['элисеян', 1]
['нааман', 1]
['гъагьахъуна', 1]
['хъучіирхіай', 1]
['хіуригіас', 1]
['дагьарин', 1]
['кіукіуйилди', 1]
['тисалас', 1]
['алайхьас', 1]
['гіадишина', 1]
['гъургъахіела', 1]
['чакес', 1]
['лиас', 1]
['алгъадаркас', 1]
['чиппигіди', 1]
['гив', 1]
['шейтіанарисра', 1]
['айчівая', 1]
['хьеджарбаб', 1]
['джандиъ', 1]
['агьукіуна', 1]
['агьийиная', 1]
['учіухаб', 1]
['гьерттил', 1]
['аціунаттариас', 1]
['айчівай', 1]
['буіас', 1]
['адартай', 1]
['ахьунахіела', 1]
['багамин', 1]
['чиппихъай', 1]
['мукьариъра', 1]
['генисарет', 1]
['хъаягуна', 1]
['гигьди', 1]
['фарцанттари', 1]
['лодкабуриас', 1]
['іуьрччанди', 1]
['гіачаях', 1]
['къирагъихъас', 1]
['гіачушуна', 1]
['мукьуйигіди', 1]
['гіихь', 1]
['аяттаре', 1]
['алдакьуна', 1]
['лиштти', 1]
['агъахаб', 1]
['гіихьасе', 1]
['къайда', 1]
['къикъе', 1]
['чіургъай', 1]
['илдешарис', 1]
['гіаттшаб', 1]
['лодкабуриъ', 1]
['адивай', 1]
['симонна', 1]
['гидегьен', 1]
['илдешарисра', 1]
['якьубасна', 1]
['зебедайин', 1]
['фарцанф', 1]
['гьаттвей', 1]
['аккерхьуна', 1]
['кканхьехаб', 1]
['ахъамаркьа', 1]
['маллайилди', 1]
['хьебахъас', 1]
['закуни', 1]
['алийинаттаригі', 1]
['галилеяна', 1]
['деребурин', 1]
['хіурариасна', 1]
['гисади', 1]
['ачагъас', 1]
['сагъилдира', 1]
['гіачавес', 1]
['хулагъилди', 1]
['гъвад', 1]
['аладивуна', 1]
['иттаттис', 1]
['мидегьен', 1]
['аллагьсуз', 1]
['кіиркіав', 1]
['фацунаттис', 1]
['алде', 1]
['фадахъуна', 1]
['левияйи', 1]
['аркьаттарихъайна', 1]
['кеяттарихъай', 1]
['иттаттарис', 1]
['аяттарилди', 1]
['адинаяфе', 1]
['алдарк', 1]
['ученикарира', 1]
['гіулар', 1]
['хъучикаф', 1]
['ціакинил', 1]
['сивар', 1]
['гіаттиву', 1]
['кандикес', 1]
['кандил', 1]
['алатіас', 1]
['алатіухаб', 1]
['канна', 1]
['кандис', 1]
['хъудуьхьесра', 1]
['кьумашин', 1]
['агьартайдава', 1]
['агьатухаб', 1]
['чехири', 1]
['чурхъвас', 1]
['кечіар', 1]
['адавесе', 1]
['кіечіара', 1]
['бат', 1]
['агьатуна', 1]
['ухухаб', 1]
['ціаеф', 1]
['кканхьасттава', 1]
['ерсеф', 1]
['алдартіай', 1]
['кіетіар', 1]
['тіиршанди', 1]
['фарисеяригіас', 1]
['лишттинттар', 1]
['хуруфтту', 1]
['фикьуф', 1]
['ягъанна', 1]
['аркьайчугвас', 1]
['яіанилди', 1]
['джаллабурихъ', 1]
['дагъ', 1]
['дагъуная', 1]
['фарисеярисна', 1]
['алгъадиная', 1]
['илгуная', 1]
['ціеіуд', 1]
['андрей', 1]
['варфаламей', 1]
['матфей', 1]
['фума', 1]
['алфеян', 1]
['хъитіуна', 1]
['зилут', 1]
['искариут', 1]
['алайшуна', 1]
['майдандил', 1]
['гисал', 1]
['къирагъари', 1]
['сидуна', 1]
['тир', 1]
['шагьураринна', 1]
['аттвере', 1]
['кьувати', 1]
['ученикарихъ', 1]
['чвефе', 1]
['іешаяттар', 1]
['адикая', 1]
['беябур', 1]
['бахил', 1]
['дакканттарин', 1]
['пайгъамбарарихъайра', 1]
['элхъендеттар', 1]
['ав', 1]
['іешай', 1]
['пайгъамбарарина', 1]
['рукъалар', 1]
['суратин', 1]
['багулигіас', 1]
['чіепі', 1]
['гіадивучин', 1]
['кичикі', 1]
['кан', 1]
['фаттивуттис', 1]
['берхіемра', 1]
['гъушуттис', 1]
['гьегебурисра', 1]
['кеяттарисра', 1]
['ирціанттарис', 1]
['алеттин', 1]
['адаттарисра', 1]
['іаттарисра', 1]
['диванна', 1]
['чвакра', 1]
['кикіасттава', 1]
['гъуршанди', 1]
['чвааласра', 1]
['іуьрджанди', 1]
['кьуларилди', 1]
['алцанчин', 1]
['гьегишттинттарилди', 1]
['алцанасе', 1]
['хьасев', 1]
['сукъурафас', 1]
['къуйди', 1]
['архьастту', 1]
['ученикдифас', 1]
['мегіелимдилас', 1]
['хуруна', 1]
['агърукьасттава', 1]
['аргвафе', 1]
['веттиъ', 1]
['даргвахаб', 1]
['мезрухі', 1]
['аттив', 1]
['аттивайчин', 1]
['чіирхіе', 1]
['утіуф', 1]
['ягіарве', 1]
['емишарилди', 1]
['мерківарилас', 1]
['инджирар', 1]
['зазарилас', 1]
['лукар', 1]
['алдартіайдава', 1]
['фитти', 1]
['мезурал', 1]
['алвеф', 1]
['агъафе', 1]
['даркьагуна', 1]
['гъинахъай', 1]
['ягіав', 1]
['рукіуна', 1]
['тіушуна', 1]
['мехікамди', 1]
['алихьунаф', 1]
['дарукіуна', 1]
['арчіуная', 1]
['хулакес', 1]
['арчіу', 1]
['гъванарин', 1]
['пус', 1]
['илгунаф', 1]
['пехаб', 1]
['кафернагьумдиди', 1]
['аккихьуна', 1]
['тикес', 1]
['къуджабури', 1]
['лайикь', 1]
['халла', 1]
['къуджабурихъай', 1]
['душуф', 1]
['гьемихъас', 1]
['хіуькуматтис', 1]
['гъиликкра', 1]
['эскерар', 1]
['гьучаве', 1]
['гьеме-гьеме', 1]
['инсанарилди', 1]
['іизраилдира', 1]
['гьучархьуна', 1]
['наин', 1]
['къапубуригьди', 1]
['аттгъай', 1]
['бабахъ', 1]
['суьрик', 1]
['суьри', 1]
['гъая', 1]
['джигьил', 1]
['джаллабуриъ', 1]
['чагіди', 1]
['дерейиъра', 1]
['мукьвариъра', 1]
['ученикдис', 1]
['агуттара', 1]
['унихьуттара', 1]
['хъурунаттар', 1]
['карабурис', 1]
['кіинаттарик', 1]
['керхьая', 1]
['хъугъуф', 1]
['кулаки', 1]
['къамиш', 1]
['турттанчин', 1]
['ухьтанди', 1]
['паччагьарин', 1]
['къалабуриъ', 1]
['пайгъамбардиласра', 1]
['фаяф', 1]
['яхіъяйилас', 1]
['яхіъяйил', 1]
['аркьаттарира', 1]
['ният', 1]
['гьинахъай', 1]
['суманттар', 1]
['суьреті', 1]
['йирхіуне', 1]
['лихъундава', 1]
['іешалар', 1]
['іешундава', 1]
['іелдава', 1]
['ухайдава', 1]
['гиъ', 1]
['фунтай', 1]
['ухас', 1]
['аркьаттаринна', 1]
['фацунаттариъ', 1]
['къархьил', 1]
['ирхіуна', 1]
['хьирас', 1]
['іачин', 1]
['гаджини', 1]
['ккерхуна', 1]
['негъвар', 1]
['лекарилди', 1]
['джикай', 1]
['китіиршанди', 1]
['фарисеяйи', 1]
['кирхіая', 1]
['фарисеяс', 1]
['сайик', 1]
['гіифуверш', 1]
['сасрайик', 1]
['девехіела', 1]
['іударисра', 1]
['хуьлал', 1]
['хіуьлал', 1]
['акьуттис', 1]
['аргваяв', 1]
['йиндава', 1]
['іуьччанас', 1]
['негъварилди', 1]
['іуьччуна', 1]
['джикуне', 1]
['икіундава', 1]
['а', 1]
['гьайчіундава', 1]
['кіилик', 1]
['китіишиндава', 1]
['китіишине', 1]
['гьиналас', 1]
['гунагьариласра', 1]
['гъуландеф', 1]
['дишагьлира', 1]
['итталарикесра', 1]
['магдалина', 1]
['хъитіунаф', 1]
['югьана', 1]
['мулкарин', 1]
['хуза', 1]
['сусана', 1]
['джуьреттара', 1]
['дишагьлибури', 1]
['іисайинна', 1]
['гереквеларис', 1]
['усариас', 1]
['хьунагуна', 1]
['неджбер', 1]
['узас', 1]
['узагуна', 1]
['алишиная', 1]
['джакьварира', 1]
['кегъучіуная', 1]
['іаш', 1]
['кегъучіуттар', 1]
['рукъуная', 1]
['гіархьуная', 1]
['мерківар', 1]
['къалин', 1]
['гіагъучіуна', 1]
['вершпай', 1]
['мехісул', 1]
['сирар', 1]
['мисалабурилди', 1]
['ягіаяф', 1]
['архьай', 1]
['юркіуралас', 1]
['хъудугъурай', 1]
['духіас', 1]
['алархьуна', 1]
['меріер', 1]
['хъугъувелдихъ', 1]
['хъугьа', 1]
['четинвелар', 1]
['алчархьегуна', 1]
['йирхіа', 1]
['гіархьу', 1]
['девлетарихъ', 1]
['рехіетарихъ', 1]
['ахъихьуна', 1]
['ирціандава', 1]
['авадан', 1]
['сабур', 1]
['хъахіела', 1]
['бегьера', 1]
['алияндава', 1]
['ккараватин', 1]
['кіенаккра', 1]
['ккичикіайдава', 1]
['алиланде', 1]
['кьасал', 1]
['ашкара', 1]
['агъдархьаф', 1]
['хъаяттис', 1]
['хъудаваттифас', 1]
['верефра', 1]
['гіайчівас', 1]
['гьетебур', 1]
['хъучавереттар', 1]
['ученикарихъай', 1]
['алттвес', 1]
['лодкайи', 1]
['алттверегуна', 1]
['ахунигі', 1]
['хіуьлилди', 1]
['тіурфан', 1]
['лепебур', 1]
['гіагъархьуна', 1]
['лодкайиди', 1]
['бала', 1]
['кьадайикк', 1]
['кегъикуна', 1]
['кетіуна', 1]
['лепебурисра', 1]
['хіуьл', 1]
['гучіра', 1]
['муьхіталла', 1]
['хьеттисра', 1]
['буюрмишар', 1]
['гебура', 1]
['дерейис', 1]
['гіайчіугуна', 1]
['некьваригі', 1]
['миннате', 1]
['азият', 1]
['майиціана', 1]
['гъилара', 1]
['синджилариъ', 1]
['алгъузучира', 1]
['синджилара', 1]
['гъишай', 1]
['агьихьуна', 1]
['мукьвариди', 1]
['къушум', 1]
['ачушунахіела', 1]
['гьимика', 1]
['ккедава', 1]
['лудж', 1]
['учіас', 1]
['ваккариъ', 1]
