['са', 951]
['хквезвайла', 4]
['чiугвазвай', 4]
['иви', 4]
['сас', 4]
['чiар', 4]
['пачагьвал', 4]
['къужади', 4]
['агъузна', 4]
['жечни', 4]
['акъатай', 4]
['гьазура', 4]
['аватай', 4]
['гьан', 4]
['къулухъ', 4]
['тара', 4]
['къудгуна', 4]
['рангунин', 4]
['партал', 4]
['кеф', 4]
['кьел', 4]
['себеб', 4]
['кьунвай', 4]
['чiем', 4]
['рахана', 4]
['кiвачел', 4]
['гуж', 4]
['булах', 4]
['къув', 4]
['физвайбур', 4]
['пачагьни', 4]
['къалуриз', 4]
['кiвачиз', 4]
['бадедин', 4]
['чубанриз', 4]
['валара', 4]
['валарай', 4]
['вай', 4]
['шехьзавай', 4]
['жагъурна', 4]
['балаярни', 4]
['аллагьдин', 4]
['чирда', 4]
['вахтара', 4]
['палчух', 4]
['кирида', 4]
['къарачиди', 4]
['чилелай', 4]
['халуди', 4]
['уьленда', 4]
['туькiуьрна', 4]
['хгана', 4]
['гужлуди', 4]
['авунатiани', 4]
['куьчедай', 4]
['ибурни', 4]
['галчiурна', 4]
['стiал', 4]
['фенай', 4]
['хьтинди', 4]
['гатаз', 4]
['гьадан', 4]
['дердиниз', 4]
['ганвай', 4]
['аватда', 4]
['чунни', 4]
['гьей', 4]
['элбуран', 4]
['пудни', 4]
['19', 4]
['агъзур', 4]
['20', 4]
['ацiай', 4]
['гилани', 4]
['гадаяр', 4]
['къуйдиз', 4]
['юлдашри', 4]
['винелди', 4]
['явашдиз', 4]
['иесийри', 4]
['чуьнгуьр', 4]
['пагьливандиз', 4]
['итимар', 4]
['залан', 4]
['агьалияр', 4]
['туьрез', 4]
['хкатна', 4]
['самур', 4]
['халкьди', 4]
['таж', 4]
['пеленгди', 4]
['гьуьжет', 4]
['багьа', 4]
['стхайриз', 4]
['къвана', 4]
['акьалтна', 4]
['стхайрин', 4]
['стхадиз', 4]
['тажирдин', 4]
['жибиндай', 4]
['экуь', 4]
['гачалаз', 4]
['гевгьерар', 4]
['гевгьерни', 4]
['яда', 4]
['саягъ', 4]
['хутiуна', 4]
['пачагьдикай', 4]
['къиргьарамбашияр', 4]
['эцигиз', 4]
['кард', 4]
['мехъерик', 4]
['цаварилай', 4]
['чубанвилиз', 4]
['ракъурайтiа', 4]
['гьалчна', 4]
['пашманвал', 4]
['аквадай', 4]
['мулдин', 4]
['тазиди', 4]
['илигна', 4]
['бубадизни', 4]
['бубадини', 4]
['шуткьудин', 4]
['кесибдин', 4]
['куьлегар', 4]
['каркундай', 4]
['цiелхемар', 4]
['цiерекiвар', 4]
['чак', 4]
['кьабулнач', 4]
['стхани', 4]
['вал', 4]
['чинардин', 4]
['сандухда', 4]
['ракiарин', 4]
['цiикьвед', 4]
['йикь', 4]
['тухуз', 4]
['кхьенвай', 4]
['гьада', 4]
['эцигда', 4]
['хьайивал', 4]
['ивидин', 4]
['пепе', 4]
['ацукьнава', 4]
['мал', 4]
['муькъвелай', 4]
['чигалидин', 4]
['калар', 4]
['къу-къу', 4]
['нез-хъваз', 4]
['бибихатун', 4]
['хтай', 4]
['сурал', 4]
['чекме', 4]
['чуьхуьз', 4]
['талаш', 4]
['экъечiайла', 4]
['рушал', 4]
['кагьрабаяр', 4]
['хурмаяр', 4]
['къузни', 4]
['гуьрчек', 4]
['далдамрик', 4]
['садани', 4]
['мехъер', 4]
['чина', 4]
['камаллу', 4]
['илчияр', 4]
['гъилик', 4]
['кiвалериз', 4]
['сенфиз', 4]
['чарчелни', 4]
['цiининди', 4]
['ихтилат', 4]
['чилик', 4]
['патавай', 4]
['къаз', 4]
['ийиза', 4]
['къубудин', 4]
['хандай', 4]
['рекьел', 4]
['гими', 4]
['гьуьлдан', 4]
['гьатайла', 4]
['цiицiалидин', 4]
['угърийри', 4]
['руьгь', 4]
['угъривал', 4]
['ханума', 4]
['луту', 4]
['къуьнши', 4]
['чуьнуьхиз', 4]
['шалвар', 4]
['пияла', 4]
['спелрин', 4]
['абасдихъ', 4]
['карванчиди', 4]
['бада', 4]
['хуьруьнбур', 4]
['чилни', 4]
['руьгьди', 4]
['ахцегьиз', 4]
['кьиферни', 3]
['зурзун', 3]
['къугъунар', 3]
['кьиферин', 3]
['акъатзавай', 3]
['жезмачир', 3]
['кхьин', 3]
['ряятар', 3]
['инсаф', 3]
['тiалабзава', 3]
['теклиф', 3]
['катда', 3]
['регьятдиз', 3]
['кеспи', 3]
['ванцелди', 3]
['гъуд', 3]
['къени', 3]
['гьатайтiа', 3]
['хьанвачир', 3]
['экъечiнамазди', 3]
['тiиш', 3]
['кiанзавайла', 3]
['юзурна', 3]
['чилиз', 3]
['хьанани', 3]
['акунамазди', 3]
['кьарадай', 3]
['хуш', 3]
['атун', 3]
['вагьши', 3]
['хуьх', 3]
['вичикай', 3]
['чпар', 3]
['и-а', 3]
['тiеквен', 3]
['уях', 3]
['кумаз', 3]
['эвела', 3]
['элягъна', 3]
['сесиналди', 3]
['мяу', 3]
['кат', 3]
['ибурувай', 3]
['хелвет', 3]
['жугъун', 3]
['жанавурдизни', 3]
['яъ', 3]
['хьанвани', 3]
['тукiваз', 3]
['акъвазнава', 3]
['цiинин', 3]
['авунвайди', 3]
['чпи', 3]
['вучтинди', 3]
['сикiрехъ', 3]
['галтугна', 3]
['хейлин', 3]
['виликай', 3]
['чiугвамир', 3]
['жуьре', 3]
['багъ', 3]
['фалфараш', 3]
['ахун', 3]
['багъда', 3]
['кьулал', 3]
['акура', 3]
['гизаф', 3]
['бахт', 3]
['кьулухъди', 3]
['тач', 3]
['сабур', 3]
['икьрар', 3]
['уртах', 3]
['палагьмад', 3]
['гъута', 3]
['ахъаяйла', 3]
['тумунихъ', 3]
['шана', 3]
['къведалди', 3]
['уьмуьрда', 3]
['ракьара', 3]
['атайтiа', 3]
['гатана-гатана', 3]
['чубанди', 3]
['дагъдиз', 3]
['келишни', 3]
['няниз', 3]
['ругъвадин', 3]
['хийир', 3]
['жуьрэт', 3]
['чубандин', 3]
['хъийидай', 3]
['къулан', 3]
['келишаз', 3]
['пiир', 3]
['пiирел', 3]
['халис', 3]
['мулк', 3]
['зиди', 3]
['къерех', 3]
['паталай', 3]
['ахъайнач', 3]
['нефес', 3]
['амалдар', 3]
['галатнавай', 3]
['ажугълу', 3]
['гъайиди', 3]
['суд', 3]
['вучда', 3]
['види', 3]
['ктаб', 3]
['къанни', 3]
['кiандайди', 3]
['гатфар', 3]
['чiугваз', 3]
['сейрдиз', 3]
['куьз', 3]
['регъуьн', 3]
['акална', 3]
['ина-ана', 3]
['тiуьрди', 3]
['чiалахъ', 3]
['ацукь', 3]
['куткундиз', 3]
['куткундин', 3]
['чубанарни', 3]
['гад', 3]
['гьамбар', 3]
['хура', 3]
['фере', 3]
['амачир', 3]
['валарин', 3]
['хъипи', 3]
['жал', 3]
['магъарадай', 3]
['къаядал', 3]
['кичiевиляй', 3]
['сивяй', 3]
['гафни', 3]
['дарвал', 3]
['устiар', 3]
['кьурла', 3]
['гишилани', 3]
['мекьила', 3]
['суьгьбетар', 3]
['хразватiа', 3]
['шуькiуь', 3]
['къалабулух', 3]
['вини', 3]
['рехи', 3]
['недайла', 3]
['кьейитiани', 3]
['жаза', 3]
['чизва', 3]
['гала', 3]
['жемятдин', 3]
['аквазва', 3]
['муьгъ', 3]
['лашар', 3]
['эркек', 3]
['циф', 3]
['виниз', 3]
['муг', 3]
['халадин', 3]
['сухавди', 3]
['шехьзава', 3]
['амайди', 3]
['дингерал', 3]
['акьахзамазди', 3]
['кьакьандани', 3]
['кьукьра', 3]
['аршдиз', 3]
['вигьена', 3]
['крчарал', 3]
['жендекдал', 3]
['саки', 3]
['хьунухьиз', 3]
['крчаралди', 3]
['вакiар', 3]
['тахт', 3]
['жанавурри', 3]
['къарпузар', 3]
['магъарадив', 3]
['акъат', 3]
['амукьнач', 3]
['шадвилин', 3]
['гъилихъ', 3]
['гъизвай', 3]
['кьведани', 3]
['дамах', 3]
['чакъалдикай', 3]
['гьайвандин', 3]
['кьамалай', 3]
['акатай', 3]
['куьч', 3]
['мажбур', 3]
['тамай', 3]
['жгъанач', 3]
['агакьнава', 3]
['эхтилат', 3]
['рекьизвай', 3]
['тахтуна', 3]
['санани', 3]
['тамарин', 3]
['къведач', 3]
['эвера', 3]
['гьуьжетар', 3]
['тараз', 3]
['чiарар', 3]
['аквазвачир', 3]
['катиз', 3]
['тарай', 3]
['элкъвез', 3]
['эхкъечiна', 3]
['ранг', 3]
['лагьайтiани', 3]
['гьакьван', 3]
['фидач', 3]
['умуд', 3]
['мегъун', 3]
['аку', 3]
['кьилер', 3]
['икрамна', 3]
['хъвадай', 3]
['алудмир', 3]
['малум', 3]
['тухвай', 3]
['ягъизвай', 3]
['куьмекни', 3]
['тиртiани', 3]
['хцин', 3]
['чрана', 3]
['вахце', 3]
['багъишламиша', 3]
['нуькiни', 3]
['фахъ', 3]
['чандилай', 3]
['гьерерни', 3]
['атiайла', 3]
['свасни', 3]
['хъфидайла', 3]
['цiинг', 3]
['хуьзвайбур', 3]
['лежбер', 3]
['пакаман', 3]
['ягъайла', 3]
['физвайди', 3]
['заманада', 3]
['рахадай', 3]
['жедачир', 3]
['гьакъи', 3]
['эхцигна', 3]
['агъур', 3]
['куьгьне', 3]
['фенвай', 3]
['гьалал', 3]
['юкьва', 3]
['катзавай', 3]
['гадарай', 3]
['юлдашдин', 3]
['акiанвай', 3]
['тфенг', 3]
['вили', 3]
['мугьмандиз', 3]
['ацукьнаваз', 3]
['мугьманди', 3]
['экуьнахъ', 3]
['йисаралди', 3]
['йикъаралди', 3]
['сятералди', 3]
['къаридивай', 3]
['амачни', 3]
['гъуьр', 3]
['шешел', 3]
['карч', 3]
['чувал', 3]
['кiарасрин', 3]
['хуьряй', 3]
['чiалаз', 3]
['къазиди', 3]
['гададикай', 3]
['гьарма', 3]
['чатун', 3]
['устiардин', 3]
['хутiунна', 3]
['метр', 3]
['саламалейкум', 3]
['пудани', 3]
['къан', 3]
['илиф', 3]
['гъилерни', 3]
['экъична', 3]
['магьамадаз', 3]
['атiанал', 3]
['аламай', 3]
['къарагъ', 3]
['сад-садахъ', 3]
['куда', 3]
['тiада', 3]
['гьарайиз', 3]
['чилив', 3]
['инаг', 3]
['гьаятда', 3]
['метiел', 3]
['акъатайди', 3]
['женгиниз', 3]
['багъдиз', 3]
['хьайибур', 3]
['велед', 3]
['папани', 3]
['акалай', 3]
['дагъларанни', 3]
['ичерикай', 3]
['юкьвай', 3]
['сувар', 3]
['тiуьрдалай', 3]
['кiуьд', 3]
['йисан', 3]
['хуьрериз', 3]
['кьуьлер', 3]
['варцар', 3]
['кьеб', 3]
['чiехиди', 3]
['тiуьнал', 3]
['вире', 3]
['вирел', 3]
['хъуьрез', 3]
['суьруьдик', 3]
['къуьнел', 3]
['чуьлда', 3]
['чуьлдин', 3]
['квар', 3]
['сефердиз', 3]
['кьиса', 3]
['хуьруьнбуру', 3]
['атайбур', 3]
['пеленгдиз', 3]
['квекай', 3]
['викiиник', 3]
['чизвай', 3]
['пеленгдин', 3]
['къарагъиз', 3]
['валайни', 3]
['муькъвел', 3]
['атанва', 3]
['аждагьандихъ', 3]
['кьулухъай', 3]
['аждагьа', 3]
['гапур', 3]
['ватандиз', 3]
['жагьан', 3]
['тамашиз', 3]
['гьуьляй', 3]
['дакiан', 3]
['гъайитiа', 3]
['мир', 3]
['мефтiеда', 3]
['кiвалахна', 3]
['нуьквер', 3]
['пачагьдив', 3]
['жуьт', 3]
['кiвалахдал', 3]
['ибурухъ', 3]
['гьавиздай', 3]
['чiугу', 3]
['гьатдайвал', 3]
['гъаб', 3]
['къаб', 3]
['гададивай', 3]
['тухузва', 3]
['вацра', 3]
['вацран', 3]
['илична', 3]
['вахтундилай', 3]
['элдиз', 3]
['къакъудна', 3]
['итимдиз', 3]
['акьахиз', 3]
['къачагъар', 3]
['тевледа', 3]
['эл', 3]
['алахьнай', 3]
['гададал', 3]
['гуьзлемишзавай', 3]
['хвейи', 3]
['малайик', 3]
['гъам-хажалат', 3]
['гудайвал', 3]
['фикирлу', 3]
['акъатайла', 3]
['иесияр', 3]
['къвезвайди', 3]
['гададилай', 3]
['ксанвайла', 3]
['хъфидай', 3]
['бубадикай', 3]
['бейкеф', 3]
['санизни', 3]
['анра', 3]
['тазвачир', 3]
['кутiуннавай', 3]
['ракiарар', 3]
['ракъинин', 3]
['юлдашрихъ', 3]
['ахъай', 3]
['кьабулдач', 3]
['ракьун', 3]
['нехирбанди', 3]
['шткана', 3]
['михьна', 3]
['сандух', 3]
['жин', 3]
['ишез-ишез', 3]
['ваха', 3]
['хтар', 3]
['хат', 3]
['тарциз', 3]
['ишез', 3]
['юзуриз-юзуриз', 3]
['винелни', 3]
['вилаятдиз', 3]
['гьат', 3]
['пабвиле', 3]
['вахтарилай', 3]
['балкiандик', 3]
['гадайри', 3]
['балкiанрал', 3]
['хтайтiа', 3]
['аждагьанар', 3]
['дишегьлияр', 3]
['памбагар', 3]
['къазари', 3]
['тарарал', 3]
['пешерал', 3]
['векьерал', 3]
['чиг', 3]
['темягь', 3]
['карван', 3]
['ибрувай', 3]
['чамар', 3]
['къекъведай', 3]
['чандар', 3]
['аялдиз', 3]
['кьечин', 3]
['афарар', 3]
['таяр', 3]
['ибруни', 3]
['вахар', 3]
['зулумдик', 3]
['кiанзавачир', 3]
['кiарабар', 3]
['тiанурда', 3]
['варцариз', 3]
['къачуда', 3]
['кукiушар', 3]
['шаддиз', 3]
['свасан', 3]
['гетiедин', 3]
['хутахда', 3]
['яхун', 3]
['цаниз', 3]
['литинин', 3]
['пер', 3]
['къаравул', 3]
['кефина', 3]
['рушавай', 3]
['аялдик', 3]
['тiалабиз', 3]
['вичи-вичикди', 3]
['дустагъ', 3]
['аждагьандикай', 3]
['вилаятдин', 3]
['кукiваз', 3]
['пайдах', 3]
['хаталувилик', 3]
['кьейибур', 3]
['ажуз', 3]
['къагьриманаз', 3]
['къагьриман', 3]
['гузвайди', 3]
['тийин', 3]
['къурмишна', 3]
['вилаятрин', 3]
['шазанди', 3]
['чарчел', 3]
['гъавурдик', 3]
['вилаятра', 3]
['мух', 3]
['циз', 3]
['къаравуш', 3]
['сят', 3]
['везирриз', 3]
['гуьрчегвал', 3]
['ци', 3]
['шагьабасса', 3]
['данарбан', 3]
['кфилни', 3]
['макьамар', 3]
['рикiивай', 3]
['дурбуйрай', 3]
['ханумди', 3]
['жагъуриз', 3]
['сардарни', 3]
['везирни', 3]
['гьулдандин', 3]
['чахмахдин', 3]
['гуьцiна', 3]
['жибиндиз', 3]
['кiвалахни', 3]
['чурудилай', 3]
['геж', 3]
['ксун', 3]
['тирвиляй', 3]
['вав', 3]
['къази', 3]
['кiелна', 3]
['фекьидин', 3]
['чуьнуьхай', 3]
['чуьнуьхайбур', 3]
['кардилай', 3]
['цiицi', 3]
['шехьда', 3]
['вахкуда', 3]
['шейх', 3]
['муштулух', 3]
['хурхур', 3]
['сарарни', 3]
['къирда', 3]
['вичив', 3]
['чувалдин', 3]
['тухудай', 3]
['нуькерни', 3]
['чахъ', 3]
['цел', 3]
['багъишна', 3]
['юргъ', 3]
['къванерикай', 3]
['цлалай', 3]
['къаравулчидин', 3]
['зуьгьуьтбеган', 3]
['зуьгьуьтбегаз', 3]
['агъуна', 3]
['хешил', 3]
['ишена', 3]
['руьгьдин', 3]
['гъуц', 3]
['цiайлапандин', 3]
['алпана', 3]
['вацiар', 3]
['гудул', 3]
['гъуцраз', 3]
['гъуцран', 3]
['дагъдив', 3]
['девди', 3]
['девери', 3]
['устiарди', 3]
['веси', 3]
['кума', 3]
['ахцегьа', 3]
['бахтияр', 3]
['дурнаяр', 3]
['кацин', 2]
['югъди-йифди', 2]
['акъваздай', 2]
['кьифрез', 2]
['къуншийриз', 2]
['зиян', 2]
['цiарланп', 2]
['тiар', 2]
['хьунухь', 2]
['арза', 2]
['пишкешар', 2]
['гьал-агьвал', 2]
['дар', 2]
['инжикли', 2]
['серенжем', 2]
['рангар', 2]
['цал', 2]
['ряятриз', 2]
['гунуг', 2]
['куркурдин', 2]
['экъечiдач', 2]
['твадай', 2]
['акъатнач', 2]
['ччан', 2]
['экъечiмир', 2]
['тефте', 2]
['ттум', 2]
['базардиз', 2]
['финиф', 2]
['алабаш', 2]
['рикiиз', 2]
['кiекрен', 2]
['эйбежер', 2]
['ктад', 2]
['крчарни', 2]
['вичи-вичик', 2]
['тикрар', 2]
['жува-жув', 2]
['фейидалай', 2]
['бикедал', 2]
['руквада', 2]
['кiвачни', 2]
['ксанвай', 2]
['цiаругъвергъветi', 2]
['кьифрен', 2]
['зулар-зулар', 2]
['фейитiа', 2]
['аквар', 2]
['гьаларай', 2]
['хиялрик', 2]
['яваш', 2]
['гъалаба', 2]
['акъудун', 2]
['халкьариз', 2]
['севни', 2]
['кьуьд', 2]
['тукiван', 2]
['дели', 2]
['деведиз', 2]
['чуьллера', 2]
['векьни', 2]
['хъуьтiуьз', 2]
['мухни', 2]
['гиламаз', 2]
['хъуьтiуьн', 2]
['хкатда', 2]
['сикiрезни', 2]
['нен', 2]
['кими', 2]
['жузурла', 2]
['инавай', 2]
['гьинава', 2]
['гьисабна', 2]
['тiеквенда', 2]
['экъечiдай', 2]
['вучзава', 2]
['гьахьняй', 2]
['гва', 2]
['хажалат', 2]
['агакьда', 2]
['багъдай', 2]
['багъманчи', 2]
['ракьар', 2]
['эйиз', 2]
['акъвазра', 2]
['баладикай', 2]
['къалди', 2]
['фулан', 2]
['чика', 2]
['шун', 2]
['тiемил', 2]
['рикiал', 2]
['баба', 2]
['китабдиз', 2]
['китабда', 2]
['цiару', 2]
['вари', 2]
['китабдай', 2]
['чiура', 2]
['къекъвезвайла', 2]
['лагьая', 2]
['рекьидайла', 2]
['бабад', 2]
['авурай', 2]
['ву', 2]
['къалурин', 2]
['гьатра', 2]
['23', 2]
['тапан', 2]
['калай', 2]
['кала', 2]
['дустар', 2]
['мукъаят', 2]
['келиш', 2]
['куьнени', 2]
['сефил', 2]
['кефи', 2]
['къакъудиз', 2]
['хьанмазни', 2]
['къула', 2]
['инихъ-анихъ', 2]
['векь-кьал', 2]
['такурай', 2]
['шагьидар', 2]
['хъфенва', 2]
['таквадайвал', 2]
['хьана-тахьана', 2]
['дагълариз', 2]
['теклифда', 2]
['адак', 2]
['кьатiана', 2]
['бубайрин', 2]
['эхиримжи', 2]
['сикiер', 2]
['чилерал', 2]
['кiевидаказ', 2]
['шагьидриз', 2]
['секинвилелди', 2]
['илис', 2]
['хъиткьинна', 2]
['гъуьрчехъанди', 2]
['эцигнавай', 2]
['минетарна', 2]
['жазадив', 2]
['гьалда', 2]
['зибур', 2]
['тарс', 2]
['сикiрел', 2]
['хъицикьар', 2]
['айиб', 2]
['архайин', 2]
['сикiрени', 2]
['йикъа', 2]
['аяларни', 2]
['ата-бубадин', 2]
['пише', 2]
['регъуьз', 2]
['къад', 2]
['чира-тiун', 2]
['къванцик', 2]
['кiунтiал', 2]
['хурун', 2]
['уртахар', 2]
['гьалтайтiа', 2]
['къул', 2]
['жедайвал', 2]
['тушни', 2]
['шартi', 2]
['хармандал', 2]
['тирвал', 2]
['хъиб', 2]
['тайинарнавай', 2]
['хак', 2]
['саламалейк', 2]
['алейксалам', 2]
['къаншарда', 2]
['балайриз', 2]
['чидачир', 2]
['къецихъ', 2]
['шарагри', 2]
['кьисас', 2]
['кьетi', 2]
['акалзавай', 2]
['ажугъламиш', 2]
['магъарадихъ', 2]
['магъара', 2]
['хупi', 2]
['хъсанди', 2]
['пулдихъ', 2]
['верчер', 2]
['патар-патар', 2]
['хразва', 2]
['ферейрихъ', 2]
['верчерихъ', 2]
['таб', 2]
['тапарар', 2]
['къачузва', 2]
['вахтундани', 2]
['авахьна', 2]
['дагъларани', 2]
['акъвазун', 2]
['тiвалар', 2]
['далу', 2]
['элкъуьриз', 2]
['чириз', 2]
['къвердавай', 2]
['куткундай', 2]
['тежедайди', 2]
['хъия', 2]
['регьим', 2]
['гьатнавай', 2]
['дарихмиш', 2]
['каш-мекь', 2]
['иесидивай', 2]
['хквен', 2]
['иесидин', 2]
['илисиз-илисиз', 2]
['хьанвайди', 2]
['махар', 2]
['мах', 2]
['къве', 2]
['фадлай', 2]
['эхтилатар', 2]
['гамишдиз', 2]
['дегьне', 2]
['цуьк', 2]
['балади', 2]
['туькiуьриз', 2]
['кiамай', 2]
['хъвазвай', 2]
['галайди', 2]
['мирес', 2]
['ийизвайди', 2]
['физ-физ', 2]
['крчариз', 2]
['вилерай', 2]
['шикилдиз', 2]
['тамаша', 2]
['тiуьр', 2]
['мягькемдиз', 2]
['алукьиз', 2]
['тан', 2]
['свах', 2]
['къурунинди', 2]
['чакъулдинди', 2]
['аждагьандивай', 2]
['пад-пад', 2]
['къеняй', 2]
['чiив-чiирив', 2]
['крчарикай', 2]
['жугъуриз', 2]
['гатфарар', 2]
['чуьллер', 2]
['булахдин', 2]
['куц', 2]
['йикъалди', 2]
['гьарай-эвер', 2]
['къуьрер', 2]
['жейранар', 2]
['север', 2]
['гьатнани', 2]
['тахтунай', 2]
['яцра', 2]
['лавгъа', 2]
['зарафатар', 2]
['ибурук', 2]
['чакъалринни', 2]
['жанавуррин', 2]
['къаст', 2]
['рахунар', 2]
['гьайванарни', 2]
['чукiурна', 2]
['вилерикай', 2]
['тавур', 2]
['гьайбатдикай', 2]
['кутунвай', 2]
['чкiанвай', 2]
['сивин', 2]
['пешер', 2]
['хьанайтiани', 2]
['жанавурдикайни', 2]
['яхъ', 2]
['тамариз', 2]
['йикъар-йифер', 2]
['кумачир', 2]
['виликдай', 2]
['тенпел', 2]
['чиз', 2]
['ванер', 2]
['валариз', 2]
['ивидай', 2]
['алтiушнавай', 2]
['акъудзава', 2]
['саралай', 2]
['амайбурни', 2]
['тухванвай', 2]
['крчарихъ', 2]
['керим', 2]
['лагьанайтiани', 2]
['хесетар', 2]
['къужадиз', 2]
['хурал', 2]
['юкь', 2]
['кичiез', 2]
['кацивай', 2]
['суалдиз', 2]
['гъун', 2]
['акурвал', 2]
['ажугъ', 2]
['гвачиз', 2]
['веже', 2]
['гьабурни', 2]
['магъардиз', 2]
['къуьрез', 2]
['жезватiа', 2]
['акьахда', 2]
['куларин', 2]
['чуьнуьхда', 2]
['ханни', 2]
['цаз-цаз', 2]
['буй', 2]
['хиялди', 2]
['пешерин', 2]
['башламишда', 2]
['гузвачир', 2]
['кьилелни', 2]
['атурай', 2]
['кайи', 2]
['гуьгъуьнаваз', 2]
['чiакь', 2]
['ийидалди', 2]
['жуванди', 2]
['якъадаш', 2]
['тахьурай', 2]
['жедачни', 2]
['гужа-гуж', 2]
['руфун', 2]
['тухариз', 2]
['кiанчiунал', 2]
['къачумир', 2]
['карни', 2]
['ийидач', 2]
['буржи', 2]
['тамавай', 2]
['рахун', 2]
['агакьай', 2]
['ичiи', 2]
['савкьатарни', 2]
['играми', 2]
['такур', 2]
['буй-бухах', 2]
['инжиклу', 2]
['серенжемар', 2]
['гьурра', 2]
['чукiукi', 2]
['шейэри', 2]
['рахазватiа', 2]
['чанди', 2]
['вилера', 2]
['акъатнавай', 2]
['къуьрни', 2]
['уьлкведа', 2]
['ничхирри', 2]
['ийидайла', 2]
['кiаниди', 2]
['гьидан', 2]
['амайбуру', 2]
['къарар', 2]
['кьан', 2]
['хъуьрена', 2]
['частунин', 2]
['хуьрекдиз', 2]
['нисини', 2]
['жез-тежез', 2]
['адетдалди', 2]
['чал', 2]
['къуна', 2]
['къваз', 2]
['цикай', 2]
['аквазвайди', 2]
['аш', 2]
['ахкъудиз', 2]
['лифрен', 2]
['вилералди', 2]
['лагъана', 2]
['къарид', 2]
['вилериз', 2]
['регьят', 2]
['хьраз', 2]
['гехце', 2]
['нуькiрев', 2]
['хъвазва', 2]
['чанахар', 2]
['дагъдихъ', 2]
['вахгана', 2]
['кавха', 2]
['шашликар', 2]
['цавал', 2]
['мус', 2]
['кiвалел', 2]
['мехъериз', 2]
['женни', 2]
['гьарайзавай', 2]
['ягъиз-ягъиз', 2]
['идазни', 2]
['куьникайни', 2]
['цiив-цiирив', 2]
['нуькiренни', 2]
['вигьидач', 2]
['кичiерар', 2]
['авачни', 2]
['арабани', 2]
['туширди', 2]
['лугьудач', 2]
['хатур', 2]
['жагъай', 2]
['хиялдик', 2]
['лифер', 2]
['гайиди', 2]
['чиляй', 2]
['къачунач', 2]
['къарачи', 2]
['вугун', 2]
['бедбахтвилер', 2]
['залпанд', 2]
['къат', 2]
['алачир', 2]
['тухузвай', 2]
['гена', 2]
['шукур', 2]
['халудилай', 2]
['суруз', 2]
['деведивай', 2]
['рекьер', 2]
['эхи', 2]
['беябур', 2]
['къачудач', 2]
['гьалалвал', 2]
['фир-тефир', 2]
['гъуьрчехъанар', 2]
['азиз', 2]
['катайла', 2]
['миргивай', 2]
['катзава', 2]
['тийидай', 2]
['зверзавай', 2]
['тамамариз', 2]
['далда', 2]
['кьвалан', 2]
['кiаниз', 2]
['агакьиз', 2]
['амукьда', 2]
['хурукай', 2]
['рахаз', 2]
['пайиз', 2]
['чiугвазва', 2]
['литер', 2]
['архайиндиз', 2]
['зирек', 2]
['кьарай', 2]
['хуьзва', 2]
['вафалу', 2]
['ксус', 2]
['варцаралди', 2]
['къуншидални', 2]
['дидедивай', 2]
['гъуьрни', 2]
['экъуьрна', 2]
['гьаятдай', 2]
['ягъайди', 2]
['къуншиди', 2]
['гъуьруькай', 2]
['тамув', 2]
['къирмишна', 2]
['арабадик', 2]
['тарар', 2]
['къаф', 2]
['дагь', 2]
['серин', 2]
['чумурриз', 2]
['арабада', 2]
['нисинин', 2]
['цурун', 2]
['хуьр', 2]
['къари-дидени', 2]
['меслятна', 2]
['текьена', 2]
['багьна', 2]
['кьасухдай', 2]
['уф', 2]
['африкадин', 2]
['магьамадни', 2]
['тапшурмишай', 2]
['расна', 2]
['акваз-акваз', 2]
['гув-в-в…', 2]
['кьузуь', 2]
['душмандин', 2]
['ксар', 2]
['суткадин', 2]
['туькiвей', 2]
['яргъивал', 2]
['дагъларикай', 2]
['дуьзенар', 2]
['чазни', 2]
['къайгьу', 2]
['къажгъанни', 2]
['элбурана', 2]
['цяй', 2]
['жендекни', 2]
['ютур', 2]
['хкiан', 2]
['санихъ', 2]
['агакьариз', 2]
['хьанвач', 2]
['пакамлай', 2]
['гьазуриз', 2]
['хьаначни', 2]
['фейибур', 2]
['амукьнайтiа', 2]
['гьанал', 2]
['регъуьвилер', 2]
['жери', 2]
['ката-галтуг', 2]
['рагал', 2]
['цiилер', 2]
['метрдин', 2]
['багъдани', 2]
['аждагьанда', 2]
['магьамадал', 2]
['вичелни', 2]
['тадайди', 2]
['инани', 2]
['эцягъайла', 2]
['амазма', 2]
['гьяркьуь', 2]
['буйдин', 2]
['дагъларан', 2]
['чiавалай', 2]
['йисар', 2]
['суфрадихъ', 2]
['гъуцарин', 2]
['чкадихъ', 2]
['къурбанд', 2]
['буюр', 2]
['вужар', 2]
['такурбур', 2]
['цуькверан', 2]
['рикiяй', 2]
['манидин', 2]
['винизна', 2]
['ахкунач', 2]
['цуьквераз', 2]
['ухшар', 2]
['акала', 2]
['ацiанвай', 2]
['лугьунар', 2]
['ийфиз', 2]
['эхирдайни', 2]
['хзанда', 2]
['лезги', 2]
['кьебни', 2]
['аялри', 2]
['нехир', 2]
['бугъа', 2]
['бугъадик', 2]
['шарвилидал', 2]
['гьерекатна', 2]
['цазвай', 2]
['ялна', 2]
['гъуьлягь', 2]
['гъуьлягъ', 2]
['яцiу', 2]
['акатнава', 2]
['йигиндиз', 2]
['мегъуьн', 2]
['тарцел', 2]
['сефердани', 2]
['зиянар', 2]
['шарвилидивай', 2]
['банд', 2]
