['са', 98]
['эхтлатар', 1]
['хiекьдира', 1]
['бизарди', 1]
['атархьай', 1]
['аждагьайиас', 1]
['мегедайис', 1]
['кiибакас', 1]
['ккедаттархьа', 1]
['ярхiуб', 1]
['гьетте', 1]
['ативай', 1]
['къаяриас', 1]
['дивай', 1]
['гардандихъас', 1]
['жалла', 1]
['кiилар', 1]
['алархьай', 1]
['алгъадаркай', 1]
['инсанари', 1]
['шадвелар', 1]
['башламиш', 1]
['эхiмади', 1]
['турулди', 1]
['кiиларинна', 1]
['хъуьхъеринна', 1]
['мууларин', 1]
['бугар', 1]
['алататiуна', 1]
['чантайи', 1]
['хабардикас', 1]
['iеян', 1]
['гъалибвелдикас', 1]
['руша', 1]
['гедайплас', 1]
['алдатихьай', 1]
['мисс', 1]
['iежаликас', 1]
['ккетиву', 1]
['бегенмин', 1]
['найич', 1]
['жинди', 1]
['ии', 1]
['куруна', 1]
['деве', 1]
['гъадивуна', 1]
['хъатакьай', 1]
['накь', 1]
['iуьшелас', 1]
['рукьу', 1]
['эхiвалатар', 1]
['веефра', 1]
['iуьштира', 1]
['гъадархьу', 1]
['хъухьуфсуман', 1]
['iетенсеiьетти', 1]
['ахуни', 1]
['гiачавей', 1]
['чуварие', 1]
['къара', 1]
['бехiс', 1]
['учiай', 1]
['йиркiвари', 1]
['дакан', 1]
['акваймеври', 1]
['харг', 1]
['чантана', 1]
['атас', 1]
['гъархьунае', 1]
['чiиларилди', 1]
['лекар-хилара', 1]
['кетаве', 1]
['лепевур', 1]
['буран', 1]
['тiурфан', 1]
['угъае', 1]
['нецiулас', 1]
['ахъ', 1]
['гьикай', 1]
['ачадивасе', 1]
['ккетархьастава', 1]
['фикирдихъ', 1]
['цiуьппиди', 1]
['хъухуна', 1]
['чанта', 1]
['гiаттувуни', 1]
['бицiини', 1]
['учи', 1]
['гiас', 1]
['къушумин', 1]
['паша', 1]
['акьале', 1]
['вазиран', 1]
['гьачайини', 1]
['iимаратаригь', 1]
['къаравулчиврис', 1]
['аждахьа', 1]
['гедана', 1]
['адина', 1]
['12', 1]
['къапувур', 1]
['дахъай', 1]
['хiуьрматлу', 1]
['багьа', 1]
['хiалашувар', 1]
['къаршыламиш', 1]
['бугулигь', 1]
['гiадул', 1]
['iуьрдекенарил', 1]
['багагьин', 1]
['дадас', 1]
['iемалдар', 1]
['хьиличiанчи', 1]
['акьурай', 1]
['гiунар', 1]
['кiитин', 1]
['агвае', 1]
['яiупа', 1]
['чуйра', 1]
['халан', 1]
['ягунади', 1]
['че', 1]
['хилиф', 1]
['фа', 1]
['чин', 1]
['акьучни', 1]
['чул', 1]
['дакьучин', 1]
['чвас', 1]
['вереф', 1]
['13', 1]
['атасе', 1]
['гьемиса', 1]
['ккедетархьа', 1]
['iежалик', 1]
['кичихьу', 1]
['кiеф', 1]
['къархил', 1]
['алчдархьуничин', 1]
['ичира', 1]
['адибахъас', 1]
['йиркiура', 1]
['къалабулух', 1]
['архьуф', 1]
['хьетти', 1]
['агьал-агьал', 1]
['ачадивас', 1]
['фацай', 1]
['14', 1]
['кетiай', 1]
['ахуникасамма', 1]
['адархьай', 1]
['илгвай', 1]
['турна', 1]
['чантара', 1]
['андаваудигь', 1]
['жикiиничин', 1]
['файниничин', 1]
['виждансуз', 1]
['кьалп', 1]
['акьунаефгъавурди', 1]
['кьан', 1]
['iимаратти', 1]
['ушуб', 1]
['легьзейилас', 1]
['чуварифас', 1]
['iемалилди', 1]
['дахьу', 1]
['гужанилди', 1]
['алахъунае', 1]
['уса', 1]
['гьае', 1]
['усагьди', 1]
['къутурф', 1]
['иша', 1]
['15', 1]
['гемишти', 1]
['чухайпа', 1]
['гъадивай', 1]
['агьвар', 1]
['хьиличiан', 1]
['атархьуф', 1]
['ччуччуна', 1]
['кканекар', 1]
['ативуна', 1]
['хиларигiас', 1]
['гiатархьуна', 1]
['заарикас', 1]
['тiагариас', 1]
['гулай', 1]
['нурлу', 1]
['шагь', 1]
['ижвелин', 1]
['кiине', 1]
['лайикьлу', 1]
['бавас', 1]
['хуру', 1]
['хiетти', 1]
['карар', 1]
['iеянди', 1]
['геврис', 1]
['ирай', 1]
['16', 1]
['ахiаччуччукасна', 1]
['ччуччукас', 1]
['iеламатил', 1]
['хiейран', 1]
['удигьмиди', 1]
['инсанарис', 1]
['iеламатинди', 1]
['ав', 1]
['iимаратариас', 1]
['микас', 1]
['тахтунил', 1]
['икьуни', 1]
['хiекьвал', 1]
['дугъревел', 1]
['мифди', 1]
['ватан', 1]
['чапхунчивриккас', 1]
['вахтари', 1]
['хьуни57', 1]
['каванна', 1]
['хьирна', 1]
['хьундавагъай', 1]
['тихъ', 1]
['гьелидехiен', 1]
['iаетариласра', 1]
['яки', 1]
['ягъуй', 1]
['iуьшуй', 1]
['сакинвел', 1]
['дажикiей', 1]
['гьемиштин', 1]
['бизар', 1]
['гьиша', 1]
['ацiуна', 1]
['шиниквар', 1]
['iегвалди', 1]
['хiавахъи', 1]
['гьикуна', 1]
['малара', 1]
['хiур', 1]
['бугухъ', 1]
['уркiе', 1]
['къуй', 1]
['ихьас', 1]
['алатихьас', 1]
['хьуничин', 1]
['халади', 1]
['рукьуф', 1]
['алдамиш', 1]
['хiурин', 1]
['тисахъ', 1]
['къекъе', 1]
['сандукь', 1]
['фуркьуна', 1]
['учихъай', 1]
['къазигiуна', 1]
['ихьай', 1]
['кете', 1]
['балайикас', 1]
['ккетархьуне', 1]
['гъадиву', 1]
['ун-гьарай', 1]
['вершгалай', 1]
['алтухъ', 1]
['рукъаларилас', 1]
['багамистехiен', 1]
['гьукай', 1]
['атiай', 1]
['ерхе', 1]
['кiур', 1]
['бугди', 1]
['кiуранин', 1]
['кiекiв', 1]
['къуйдиди', 1]
['къуркьуне', 1]
['къуркьундава', 1]
['азман–', 1]
['гьишас', 1]
['iу', 1]
['акьу', 1]
['ижвелис', 1]
['васра', 1]
['ижвел', 1]
['ахьасе', 1]
['адигуна', 1]
['гьишасе', 1]
['йиркiурал', 1]
['сагалайдала', 1]
['гьишастава', 1]
['гьатикас', 1]
['пупа', 1]
['акьугуна', 1]
['дуьiуьтiуф', 1]
['къаривур', 1]
['iуьтiайдава', 1]
['анжагъ', 1]
['рушарин', 1]
['акьаф', 1]
['дуьiутiачин', 1]
['кiестехiера', 1]
['дуьiутiа', 1]
['кiиб', 1]
['гучiай', 1]
['гьарайилди', 1]
['зера', 1]
['айчiвагунас', 1]
['ккетивучин', 1]
['ушубас', 1]
['алатикубан', 1]
['рукьа', 1]
['шейъ-шуьйь', 1]
['гъушубас', 1]
['гальди', 1]
['ханлугъдин', 1]
['шагьурдиди', 1]
['усади', 1]
['халар-мукьари', 1]
['йиркiвар', 1]
['исалди', 1]
['жура', 1]
['шадвелара', 1]
['шагьудри', 1]
['къадагъа', 1]
['истемиш', 1]
['гис', 1]
['иб', 1]
['ицiая', 1]
['iуьтiуф', 1]
['алайчiуна', 1]
['инае', 1]
['мугьлат', 1]
['кетархьая', 1]
['суре', 1]
['хазинара', 1]
['ккетивутис', 1]
['эс', 1]
['дараматигьди', 1]
['ачатуб', 1]
['ачатай', 1]
['гафарил', 1]
['кьадарсуз', 1]
['гьетесеiетимиди', 1]
['хъитiай', 1]
['iуьтiубар', 1]
['гъархьас', 1]
['ахунаригi', 1]
['яракьара', 1]
['атишина', 1]
['агьаливрин', 1]
['шадвелдин', 1]
['илгундава', 1]
['кава', 1]
['халкьди', 1]
['iимаратиди', 1]
['цiакiин', 1]
['хазинайин', 1]
['къарисна', 1]
['шиникварис', 1]
['теврис', 1]
['гьуркiадехiен', 1]
['пулла', 1]
['амевей', 1]
['хьирахъай', 1]
['рушахъай', 1]
['къунши', 1]
['ханлугъди', 1]
['авал', 1]
['хiуькуматти', 1]
['авала', 1]
['ханлугъдил', 1]
['алесуман', 1]
['алчархьуна', 1]
['тисара', 1]
['аликьуна', 1]
['ае-адава', 1]
['дайидехiен', 1]
['агъацiас', 1]
['атайдава', 1]
['ханлугьдира', 1]
['айхьуни', 1]
['ккетивуф', 1]
['ччуччулди', 1]
['юлчивур', 1]
['язна', 1]
['гъайикуб', 1]
['жилугъдин', 1]
['аждагьайиккас', 1]
['бадалди', 1]
['девес', 1]
['чара', 1]
['хьижардадална', 1]
['хьирас', 1]
['хьухилди', 1]
['мумкин', 1]
['дуй', 1]
['ахира', 1]
['гьетин', 1]
['адини', 1]
['гъархiуни', 1]
['къапуйин', 1]
['къаншари', 1]
['халаас', 1]
['айчiугуна', 1]
['хъачушуни', 1]
['садпу', 1]
['хьирахъас', 1]
['кiвалди', 1]
['къавакахiарна', 1]
['гафар', 1]
['даллу', 1]
['угъас', 1]
['гьетиштин', 1]
['лап', 1]
['гъургъа', 1]
['эхтилатар', 1]
['дуз', 1]
['куьчайил', 1]
['куьчаврилла', 1]
['алгъихьай', 1]
['хъихьай', 1]
['верш', 1]
['паюнин', 1]
['хъачархьуна', 1]
['хъатархьуна', 1]
['аждагьайис', 1]
['алатикал', 1]
['алмахъа', 1]
['iейиб', 1]
['алчихь', 1]
['агъаф', 1]
['фие', 1]
['дуст', 1]
['алатикаф', 1]
['вул', 1]
['агваев', 1]
['гьукая', 1]
['къутурфуна', 1]
['жейнатин', 1]
['хiуьри', 1]
['пери', 1]
['гьиш', 1]
['ккетив', 1]
['хьастава', 1]
['аждагьайисра', 1]
['иврарихъра', 1]
['гъадивунае', 1]
['къал-макъал', 1]
['хъуркьай', 1]
['архьас', 1]
['хъачавей', 1]
['гучiаф', 1]
['рукъаларил', 1]
['йиркiв', 1]
['алихьуб', 1]
['хiисаб', 1]
['савкьатара', 1]
['хьиралди', 1]
['рушалди', 1]
['вей67', 1]
['семедин', 1]
['хьундахагъай', 1]
['касиб', 1]
['туфангна', 1]
['гедадала', 1]
['хъадавай', 1]
['тура', 1]
['вехiши', 1]
['хiейванар', 1]
['вахтуни', 1]
['итар', 1]
['кiееф', 1]
['гедайис', 1]
['кiея', 1]
['гьич', 1]
['дайис', 1]
['iелеф', 1]
['эссе', 1]
['икiуне', 1]
['некьвари', 1]
['дара', 1]
['кiуранил', 1]
['сумурхъуш', 1]
['туфанчин', 1]
['къаравулдик', 1]
['фацас', 1]
['хьугуна', 1]
['нахшири', 1]
['чiалалдн', 1]
['фамаца', 1]
['iеламатинф', 1]
['фацу', 1]
['чарасузди', 1]
['кiей', 1]
['зин', 1]
['малуькiве', 1]
['магь', 1]
['мурц', 1]
['ачира', 1]
['кумакис', 1]
['атуни', 1]
['гъушуне', 1]
['даран', 1]
['къирагъихъ', 1]
['чире', 1]
['кьудекьигьас', 1]
['пул', 1]
['батiарди', 1]
['дивас', 1]
['хъачуфуф', 1]
['чiалалди', 1]
['туфангилди', 1]
['малуькiеi', 1]
['фачикiуна', 1]
['бармакин', 1]
['рафуф', 1]
['чiарара', 1]
['идехилди', 1]
['фидехiен', 1]
['балавур', 1]
['хареф', 1]
['туфаиг', 1]
['жалайилас', 1]
['ижеф', 1]
['гуни', 1]
['iуьтiуб', 1]
['аквасе', 1]
['хiуьлигi', 1]
['хiуьлин', 1]
['къираргъ', 1]
['шагьурдихъ', 1]
['къумул', 1]
['алатархьунае', 1]
['балугъил', 1]
['алчархьуни', 1]
['рекъуьс', 1]
['ужас', 1]
['сасунилди', 1]
['гъургъуни', 1]
['рехiматлу', 1]
['хiулуьгi', 1]
['гiихь', 1]
['жандил', 1]
['сумантар', 1]
['са-iудар', 1]
['кетатi', 1]
['хiельди', 1]
['бугулигьди', 1]
['рукьасе', 1]
['хiуьлуьгъ', 1]
['рукьуне', 1]
['халахъ', 1]
['хъархiуна', 1]
['ачушуна', 1]
['хъалиха', 1]
['къуллугъчиди', 1]
['фаце', 1]
['ккнан', 1]
['халас', 1]
['къуллугъчи', 1]
['герекди', 1]
['ахьундава', 1]
['iуьтаф-ухаф', 1]
['гьихьуна', 1]
['хабарарихъас', 1]
['жалавур', 1]
['кьанди', 1]
['дуьяйи', 1]
['училас', 1]
['батiарф', 1]
['дишагьли', 1]
['гьинас', 1]
['хьучира', 1]
['сусди', 1]
['файшутистала', 1]
['вестава', 1]
['дахьутар', 1]
['дарагъаж', 1]
['шартiарилди', 1]
['гедавура', 1]
['кканар', 1]
['бегенмиш', 1]
['мифас', 1]
['гедавелди', 1]
['икьубан', 1]
['эхтилатил', 1]
['разивел', 1]
['гъушуни', 1]
['пула', 1]
['устайин', 1]
['шукiуртвел', 1]
['суьхуiуьрчи', 1]
['хумбетин', 1]
['атикуни', 1]
['найичьра', 1]
['душуна', 1]
['дузди', 1]
['гуьзел', 1]
['халахъбугу', 1]
['агуфсуман', 1]
['аквас', 1]
['раван', 1]
['мил', 1]
['элхъуьни', 1]
['жигьилар', 1]
['алучiуни', 1]
['сайифасра', 1]
['хьимцiурна', 1]
['ярчiуд', 1]
['жиликк', 1]
['ккечушуна', 1]
['ягъцiур', 1]
['шартi', 1]
['хьибугалай', 1]
['загьас', 1]
['вафас', 1]
['атуркьучин', 1]
['хьибударгалай', 1]
['жикiичин', 1]
['алдавай', 1]
['шагьурдигьас', 1]
['варха', 1]
['сумуркъушдин', 1]
['угуни', 1]
['кардин', 1]
['хъатакьуни', 1]
['сумуркъушди', 1]
['мурцiари', 1]
['гiикiуна', 1]
['къириврилас', 1]
['варт', 1]
['алгъушуни', 1]
['якьу', 1]
['жилил', 1]
['нандира', 1]
['агундава', 1]
['акьае', 1]
['гьекь', 1]
['алдаваф', 1]
['суьхiурчи', 1]
['идефра', 1]
['алавей', 1]
['къавахъ', 1]
['къирагъихъди', 1]
['балугъин', 1]
['ирк', 1]
['угуна', 1]
['балугъис', 1]
['кьуллугъихъас', 1]
['акъугуна', 1]
['балугъи', 1]
['алгьатуна', 1]
['кiена', 1]
['рущ', 1]
['ягъара', 1]
['хъачатуна', 1]
['айчiвай', 1]
['балугъиас', 1]
['угай', 1]
['чiьрар', 1]
['сулакас', 1]
['суьхiуьрчис', 1]
['кiичира', 1]
['акьуне', 1]
['ативуне', 1]
['къарт-хiабав', 1]
['хъачикуна', 1]
['палтум', 1]
['палтумикас', 1]
['кетатiай', 1]
['чiид', 1]
['кiилигi', 1]
['семедахъай', 1]
['хiеятигьас', 1]
['гьатавесе', 1]
['тифас', 1]
['хаятiна', 1]
['ру', 1]
['кихьас', 1]
['загьди', 1]
['гьачайигуна', 1]
['алатиш', 1]
['чiараригi', 1]
['вечин', 1]
['жикiирай', 1]
['пухилди', 1]
['къариф', 1]
['руна', 1]
['хаятiра', 1]
['фачайина', 1]
['семедахъас', 1]
['аруцас', 1]
['улар', 1]
['ярхiуни', 1]
['заварил', 1]
['хiуьларил', 1]
['жикiиндава', 1]
['мажбур', 1]
['гъалиб', 1]
['вейдава', 1]
['чiидуракас', 1]
['буржлу', 1]
['цiакiинар', 1]
['гьалла', 1]
['вея', 1]
['хiекаят', 1]
['гьемисалди', 1]
['киркiвая', 1]
