['саб', 301]
['гъадабгъ', 3]
['дахънайи', 3]
['эйвал', 3]
['мяъли', 3]
['завариан', 3]
['духьназа', 3]
['канчi', 3]
['гьяйванатарин', 3]
['яркьу', 3]
['гамдигъ', 3]
['кьяни', 3]
['машар', 3]
['шейтiнари', 3]
['хьпан', 3]
['апiидихьай', 3]
['аькъинай', 3]
['гъахи', 3]
['сабшвнуб', 3]
['сундукь', 3]
['кьял', 3]
['тягьнийир', 3]
['гъахну', 3]
['игьиъ', 3]
['дугъ', 3]
['дилигди', 3]
['чуччун', 3]
['бихъдар', 3]
['хьайир', 3]
['микiлахъ', 3]
['хъивну', 3]
['кьяляхъди', 3]
['дабгну', 3]
['габни', 3]
['хямир', 3]
['биши', 3]
['гавагьилар', 3]
['улчiвмар', 3]
['гьафи', 3]
['алахъну', 3]
['духьнайир', 3]
['мукьмар', 3]
['марччлихъан', 3]
['марччлихъни', 3]
['аьж', 3]
['ви', 3]
['ляхинра', 3]
['мицдар', 3]
['гъятiнихъ', 3]
['нивкiукди', 3]
['фу-вуш', 3]
['язал', 3]
['сумчриан', 3]
['дадайин', 3]
['элдеъну', 3]
['алдабхъну', 3]
['штук', 3]
['мици', 3]
['дабалгнайи', 3]
['и', 3]
['биябур', 3]
['агъзур', 3]
['гъахьи', 3]
['гьелелиг', 3]
['чру', 3]
['нурар', 3]
['ипiрубра', 3]
['шубред', 3]
['шубредра', 3]
['шубари', 3]
['вак', 3]
['ипни', 3]
['аьгъдайи', 3]
['фикрарик', 3]
['гьяйвнихьна', 3]
['угъри', 3]
['йиварза', 3]
['далдабу', 3]
['аьшкьламиш', 3]
['шинтак', 3]
['хю', 3]
['дукiнайи', 3]
['балхьан', 3]
['инсанарин', 3]
['дубкiну', 3]
['инти', 3]
['хялар', 3]
['кьюред', 3]
['улукьу', 3]
['темпел', 3]
['тувуйи', 3]
['йикiураза', 3]
['гьюрбйириъ', 3]
['сарира', 3]
['хьаду', 3]
['улерин', 3]
['бабра', 3]
['палат', 3]
['аьраба', 3]
['гуннагь', 3]
['ма', 3]
['хъапiри', 3]
['дугъахъ', 3]
['увкан', 3]
['адлу', 3]
['итiуз', 3]
['гагьсана', 3]
['хъюгъну', 3]
['пулихъ', 3]
['убхъури', 3]
['гъапiунза', 3]
['бахтлу', 3]
['гьахьну-гьахьундар', 3]
['сакьюдар', 3]
['гъивнийи', 3]
['ракури', 3]
['кьабир', 3]
['саягъниинди', 3]
['аллагь', 3]
['гъафундайи', 3]
['аьгьмадди', 3]
['гъарзарикк', 3]
['гъуландари', 3]
['садакьа', 3]
['кивру', 3]
['ургцiур', 3]
['кьюци', 3]
['йислан', 3]
['хъайивал', 3]
['камализ', 3]
['дийигъ', 3]
['узуна', 3]
['хпирихъ', 3]
['гъапiнуш', 3]
['тавра', 3]
['гъужайи', 3]
['адмийири', 3]
['валлагь', 3]
['айи-адру', 3]
['дюняйиъ', 3]
['лигуза', 3]
['аьяндар', 3]
['гъизилра', 3]
['зиин', 3]
['дарс', 3]
['машнан', 3]
['гъапунза', 3]
['киврайиган', 3]
['гъахьунза', 3]
['булагътiин', 3]
['тiараш', 3]
['хъубкьру', 3]
['кабхъру', 3]
['лаваш', 3]
['дипру', 3]
['кьурсум', 3]
['айвандин', 3]
['жилиина', 3]
['цал', 3]
['бегбала', 3]
['гъатху', 3]
['килисасиб', 3]
['накьвдикан', 3]
['ккудубкiган', 3]
['ляхниз', 3]
['мистаъ', 3]
['апiуруш', 3]
['гъюр', 3]
['зиярат', 3]
['ччилар', 3]
['кiарар', 3]
['дурчар', 3]
['гьярам', 3]
['баярра', 3]
['леэф', 3]
['швеъран', 3]
['дахъну', 3]
['бегбалайи', 3]
['азайиз', 3]
['бачкiиъ', 3]
['чвуккаъ', 3]
['хон', 3]
['шев', 3]
['гъэжгъу', 3]
['эн', 3]
['пушой', 3]
['чой', 3]
['хьэлов', 3]
['эри', 3]
['эну', 3]
['яркврар', 3]
['умчариз', 3]
['завариъ', 3]
['зунжур', 3]
['чiварчiвар', 3]
['шлиз', 3]
['аьгъ', 3]
['ккилибгури', 2]
['кьюлан', 2]
['парт', 2]
['рябкъюйи', 2]
['мукь', 2]
['кьюлу', 2]
['варж', 2]
['манат', 2]
['кьадарсуз', 2]
['гашра', 2]
['дубхьнайиб', 2]
['либцурайи', 2]
['хатiа', 2]
['аьгъдарди', 2]
['гашу', 2]
['дуфнайиб', 2]
['даккунди', 2]
['кьилан', 2]
['ижми', 2]
['дирбаш', 2]
['рягьятди', 2]
['аьгъдарзуз', 2]
['уф', 2]
['асланди', 2]
['ярхлаз', 2]
['гьудубчiвну', 2]
['гъерхьу', 2]
['гъирагъдиин', 2]
['ражнура', 2]
['пучiу', 2]
['ниризди', 2]
['кудубчiвну', 2]
['йибкiурайи', 2]
['гавур', 2]
['ицциб', 2]
['сулахьинди', 2]
['йиккун', 2]
['кьаназ', 2]
['гъубзру', 2]
['наънан-вуш', 2]
['йибхь', 2]
['либгуру', 2]
['тики', 2]
['айиб', 2]
['гьибтуз', 2]
['гъябгъюрава', 2]
['тухъ', 2]
['хъубгъну', 2]
['тинаси', 2]
['дибисназа', 2]
['кялхъру', 2]
['гъибтава', 2]
['сабтiан', 2]
['сулура', 2]
['кадахьну', 2]
['ккабхъу', 2]
['кьюридди', 2]
['ипiиди', 2]
['ухькан', 2]
['фунуб', 2]
['йисар', 2]
['багъдиз', 2]
['гьапiуз', 2]
['масляаьт', 2]
['гьацiйишварин', 2]
['гвачiинган', 2]
['гъяркънийиш', 2]
['ашар', 2]
['пеэр', 2]
['гъармйир', 2]
['аьламатар', 2]
['ругъул', 2]
['рижвра', 2]
['гъягъюхьа', 2]
['къадар', 2]
['кьалу', 2]
['сирнав', 2]
['ккарабгуз', 2]
['кiубан', 2]
['яз', 2]
['баяри', 2]
['кiваълан', 2]
['дарапiарза', 2]
['кiурза', 2]
['гьамкьан', 2]
['улупа', 2]
['гафари', 2]
['гьяракатниинди', 2]
['битiран', 2]
['адабхъну', 2]
['абгури', 2]
['мукьаъ', 2]
['минди-тинди', 2]
['шилар', 2]
['ккабхъру', 2]
['жанаврилан', 2]
['гюнейин', 2]
['кiакiниина', 2]
['тiуларра', 2]
['жанаврин', 2]
['апiурава', 2]
['гьебграйи', 2]
['кiура', 2]
['лигурва', 2]
['жанвари', 2]
['пеъна', 2]
['датт', 2]
['гьадушв', 2]
['убхури', 2]
['фтинкiа', 2]
['къанмаз', 2]
['мугаъ', 2]
['ахмакь', 2]
['кiанаъ', 2]
['абйир-бабарин', 2]
['хилариъ', 2]
['марччлихънар', 2]
['талаф', 2]
['гъапiунва', 2]
['читинвалиъ', 2]
['хуйирин', 2]
['алдабгъ', 2]
['гъузри', 2]
['учвук', 2]
['кучуз', 2]
['ктабхъу', 2]
['хъуркьну', 2]
['лайикь', 2]
['фтин-вуш', 2]
['гьяйванатдин', 2]
['деебтуру', 2]
['абхьру', 2]
['илбижну', 2]
['дюдер', 2]
['дарва', 2]
['хюрчабниз', 2]
['битiраз', 2]
['сулахьна', 2]
['кьюреддин', 2]
['аьжликкан', 2]
['гъахьнуйиштiан-гъахьундайиштiан', 2]
['къаби', 2]
['йицiишубуб', 2]
['адрукьан', 2]
['дидихъ', 2]
['варди', 2]
['чiявар', 2]
['рабгури', 2]
['багхьан', 2]
['чирккварихъди', 2]
['раккнарихъна', 2]
['дюд', 2]
['уьбхюз', 2]
['эйсийин', 2]
['абгбан', 2]
['гьялнаан', 2]
['тiапiну', 2]
['идипну', 2]
['гъярайи', 2]
['нирихъна', 2]
['гьарар', 2]
['гъахуб', 2]
['гьадмукьан', 2]
['убгурайи', 2]
['гъубхъу', 2]
['яваш-явашди', 2]
['ликрихъ', 2]
['абхъну', 2]
['жюжейин', 2]
['пеэрин', 2]
['душман', 2]
['гьеле', 2]
['ужуди', 2]
['разивалин', 2]
['чки-чкиди', 2]
['жвар', 2]
['удубчiвурайи', 2]
['лижгъян', 2]
['сесери', 2]
['кючйириъ', 2]
['урклар', 2]
['халкьдиз', 2]
['дарин', 2]
['мидкан', 2]
['гьяштйир', 2]
['гъапiундайи', 2]
['даттар', 2]
['инжик', 2]
['адапiуру', 2]
['антина', 2]
['гъивси', 2]
['арццу', 2]
['кентхудайин', 2]
['кiулар', 2]
['накь', 2]
['мурччвягъ', 2]
['ккебехъну', 2]
['хъюлу', 2]
['чиркквран', 2]
['аьхъиз', 2]
['гъибихъу', 2]
['келле', 2]
['абгарза', 2]
['ибтну', 2]
['чiививал', 2]
['гъафибси', 2]
['йивуйи', 2]
['абхъу', 2]
['гьебгру', 2]
['гьяйвнариин', 2]
['улубкьу', 2]
['гъабхи', 2]
['дерин', 2]
['кьастар', 2]
['учуз', 2]
['гъараваш', 2]
['аьхникк', 2]
['фалчийи', 2]
['гъабшиб', 2]
['гьюлерин', 2]
['мич', 2]
['гъаравашариз', 2]
['гьюлихъ', 2]
['дисури', 2]
['адабхъуру', 2]
['рижв', 2]
['гъябкъюб', 2]
['лигурайиган', 2]
['гьюлериз', 2]
['йикiуру', 2]
['сузйир', 2]
['ккипру', 2]
['фикурлу', 2]
['везирин', 2]
['гафарихъ', 2]
['утiурккуру', 2]
['кiваинди', 2]
['гьюжат', 2]
['хилариан', 2]
['дугъахъди', 2]
['тягьна', 2]
['хъуркьри', 2]
['алахъуру', 2]
['йикьрар', 2]
['гъабшишра', 2]
['девришар', 2]
['паччагьдикан', 2]
['ипну', 2]
['паччагьвалин', 2]
['гьацiра', 2]
['швнурсар', 2]
['паччагьра', 2]
['жигьилар', 2]
['ляхнилан', 2]
['увуси', 2]
['вуйинхъа', 2]
['дибиснайи', 2]
['мухриъ', 2]
['амриан', 2]
['тахтайиин', 2]
['адахлуйиз', 2]
['бегдиз', 2]
['йицiихьуд', 2]
['чиб-чпин', 2]
['фендигар', 2]
['шула', 2]
['ханжал', 2]
['убччвну', 2]
['ергуру', 2]
['везирар', 2]
['гъалайиан', 2]
['гъилигган', 2]
['ляхнарихъ', 2]
['хъпекъуз', 2]
['дердлу', 2]
['цалик', 2]
['утiубччвру', 2]
['эллешмиш', 2]
['пну', 2]
['жюре', 2]
['йисаз', 2]
['гьарайнахъ', 2]
['ясдин', 2]
['разири', 2]
['гьамуз', 2]
['шюшкке', 2]
['гагайихьна', 2]
['падишагьдихьна', 2]
['айза', 2]
['дурарихьан', 2]
['дуланмиш', 2]
['гъачiи', 2]
['гъарахай', 2]
['ухьхьан', 2]
['абайихъ', 2]
['гъябгъруб', 2]
['дубгну', 2]
['жвув', 2]
['хяларихьна', 2]
['гъапiишра', 2]
['гъашдар', 2]
['аьгъюр', 2]
['гъитдар', 2]
['фунур', 2]
['сариз', 2]
['ккадапiну', 2]
['улариз', 2]
['гъадабгъу', 2]
['хябяхъ', 2]
['хъадак', 2]
['гъуз', 2]
['деебхьну', 2]
['гьюрматар', 2]
['деънайиган', 2]
['гъумаркьан', 2]
['шартiниинди', 2]
['башюста', 2]
['ар', 2]
['гъубху', 2]
['гъашнийи', 2]
['вазли', 2]
['гьяфтайилан', 2]
['юрдариз', 2]
['илдицури', 2]
['шурахъди', 2]
['картар', 2]
['уьмриъ', 2]
['кiурва', 2]
['уьъйир', 2]
['кайиб', 2]
['инсафсуз', 2]
['халкь', 2]
['вуйибси', 2]
['сагъди', 2]
['хъебекъ', 2]
['душван', 2]
['аьгъя', 2]
['сагълугънаан', 2]
['ибшривуз', 2]
['вилаятдиз', 2]
['увура', 2]
['хянаъ', 2]
['зигарза', 2]
['таза', 2]
['дубсру', 2]
['хъубкьдайи', 2]
['хъипну', 2]
['дийигънийи', 2]
['айитiна', 2]
['зина', 2]
['гъачiиганси', 2]
['лампайин', 2]
['жили', 2]
['хъапiру', 2]
['гъяркъюбси', 2]
['лал', 2]
['гафариинди', 2]
['машгъул', 2]
['адапiу', 2]
['шурура', 2]
['иштагь', 2]
['айиз', 2]
['гъитри', 2]
['улубкьну', 2]
['гъягъюб', 2]
['хъайишван', 2]
['рякъюз', 2]
['даахнайиган', 2]
['ккатiабхьну', 2]
['алапiу', 2]
['аьян', 2]
['сагъ-саламатди', 2]
['гъягъидихъа', 2]
['гъуйи', 2]
['адабгъуз', 2]
['даршлуган', 2]
['шубариз', 2]
['кьюрид', 2]
['шубарра', 2]
['кьушмар', 2]
['алахъундайи', 2]
['кадабтiну', 2]
['гъюрайиган', 2]
['чюллериъ', 2]
['гъибихънийи', 2]
['дугълан', 2]
['гъубшган', 2]
['гъуйдиан', 2]
['адагъуру', 2]
['гьапiрур', 2]
['гъапнийики', 2]
['швушварра', 2]
['гъадабгъарза', 2]
['гъапнушра', 2]
['вуйивал', 2]
['гьацiйишваризди', 2]
['гъитнайи', 2]
['дерднаъ', 2]
['20', 2]
['архьу', 2]
['аькьюллу', 2]
['палтарра', 2]
['гьергну', 2]
['хпирна', 2]
['сабси', 2]
['зегьмет', 2]
['зигбахъ', 2]
['хъайир', 2]
['айир', 2]
['думуна', 2]
['гьахьнийи', 2]
['яйиан', 2]
['имийи', 2]
['хътрур', 2]
['хьайизра', 2]
['уьмрин', 2]
['хасият', 2]
['гъитрадайи', 2]
['шлубкьан', 2]
['яраб', 2]
['ккадабгъуз', 2]
['янгрин', 2]
['руздигь', 2]
['гъардшиз', 2]
['сабансан', 2]
['гъюрза', 2]
['къисханумди', 2]
['гъалиб', 2]
['гьапiруб', 2]
['алдабтiу', 2]
['гьергу', 2]
['кьюбиб', 2]
['иц', 2]
['удубзу', 2]
['гъипiу', 2]
['рузи', 2]
['саб-кьюб', 2]
['тiибх', 2]
['ахникк', 2]
['жакьвариз', 2]
['укiу', 2]
['тiирхну', 2]
['гъерхьган', 2]
['гафариз', 2]
['эргвал', 2]
['ккипу', 2]
['гъаахган', 2]
['гаркiли', 2]
['ккадабтiну', 2]
['дубхьнайиган', 2]
['гъузнайи', 2]
['душнава', 2]
['дагълариъ', 2]
['атiабгу', 2]
['ккивну', 2]
['пузавуз', 2]
['гьайи', 2]
['ккабцiу', 2]
['тiубкiурайи', 2]
['илтiикiну', 2]
['чiвяркънахъди', 2]
['кiурайи', 2]
['камшар', 2]
['шейтiнар', 2]
['илигъу', 2]
['рягъниккан', 2]
['палтари', 2]
['гьабши', 2]
['дит', 2]
['кючйиригъ', 2]
['девлету', 2]
['буцiу', 2]
['интiи', 2]
['гъушур', 2]
['рягъниккна', 2]
['кадахъу', 2]
['ражарира', 2]
['илтiибкiуру', 2]
['дитру', 2]
['гъиди', 2]
['яки', 2]
['дарпиди', 2]
['гъибтуза', 2]
['кiурбартiан', 2]
['гъафири', 2]
['гъараг', 2]
['йивру', 2]
['гьауйи', 2]
['деебтну', 2]
['микiлу', 2]
['гьялнаъ', 2]
['бихъидивуз', 2]
['апiурайидар', 2]
['яркур', 2]
['раццаз', 2]
['гъубшнуш', 2]
['канчiликк', 2]
['кка', 2]
['аьлейкум', 2]
['саламдиз', 2]
['набшиш', 2]
['угурайиз', 2]
['хьараъ', 2]
['битiар', 2]
['гьязурди', 2]
['табшуругъ', 2]
['яртуз', 2]
['гьитiикiу', 2]
['жуккмиъ', 2]
['гъалайихъ', 2]
['жикiуз', 2]
['писписарикан', 2]
['кадатуз', 2]
['писписар', 2]
['кiурусир', 2]
['гъизилар', 2]
['шейъдиз', 2]
['укi', 2]
['ккуртдик', 2]
['кубччвну', 2]
['хюндихъ', 2]
['гюрчег', 2]
['завуъ', 2]
['гьамлинтина', 2]
['терефназди', 2]
['адахъуру', 2]
['адмйири', 2]
['айханумдиз', 2]
['дугъгьан', 2]
['адабкну', 2]
['даринхъа', 2]
['нюкьнар', 2]
['лигухьа', 2]
['дубг', 2]
['мургул', 2]
['хъюгъган', 2]
['муганайиз', 2]
['унтiаъ', 2]
['кiарч', 2]
['кьамкьар', 2]
['духьнава', 2]
['абхьну', 2]
['кьил', 2]
['хъуркьган', 2]
['адмйириз', 2]
['ялгъуз', 2]
['ялхъванна', 2]
['кьяллансина', 2]
['эрхну', 2]
['гъидкьин', 2]
['хъюхъяриан', 2]
['пурхар', 2]
['гъирмаж', 2]
['тiилисимдинди', 2]
['пашман-пашманди', 2]
['убхъуз', 2]
['булагъдиккан', 2]
['чавшариз', 2]
['кюлфет', 2]
['дуснайи', 2]
['фейтундиъ', 2]
['уь-уь-уь-уь', 2]
['итна', 2]
['дийигъна', 2]
['гьапiрушра', 2]
['дархьбан', 2]
['сабур', 2]
['луфраз', 2]
['ккумриин', 2]
['луфру', 2]
['гъу-гъу', 2]
['дубккну', 2]
['вушра-даршра', 2]
['ккатiахьу', 2]
['нарат', 2]
['гьартiан', 2]
['гьава', 2]
['кьул', 2]
['лисун', 2]
['лисунган', 2]
['ипiру', 2]
['йишвра', 2]
['дапiнади', 2]
['гьитiикiну', 2]
['кiюгъялди', 2]
['дапiнайир', 2]
['юрт', 2]
['илипуру', 2]
['гъудужвган', 2]
['гагайина', 2]
['вичарихьна', 2]
['адагъуз', 2]
['дишну', 2]
['мурарикан', 2]
['гъал', 2]
['гъвал', 2]
['гьадабхъну', 2]
['ахъизди', 2]
['кегьер', 2]
['мухна', 2]
['ун', 2]
['илдицну', 2]
['гъаахнийи', 2]
['хъадабцiну', 2]
['дугъура', 2]
['бицiунур', 2]
['йикi', 2]
['аьхъин', 2]
['апiдар', 2]
['бисуру', 2]
['пилав', 2]
['лигуйи', 2]
['гъяркъиган', 2]
['мурччвахъ', 2]
['ипiурайиган', 2]
['муччвур', 2]
['имийиз', 2]
['чиб-чпиин', 2]
['хуларра', 2]
['урчiвуб', 2]
['гъягъюйи', 2]
['хилариин', 2]
['икриъ', 2]
['гъардин', 2]
['ккунибкьан', 2]
['гъайибх', 2]
['гьаригъ', 2]
['мишан', 2]
['шадди', 2]
['алахьуру', 2]
['кьабивали', 2]
['иставутна', 2]
['аьбкъин', 2]
['теебтуру', 2]
['гъутiурччвнийи', 2]
['гъабкiнийи', 2]
['агъю', 2]
['деуз', 2]
['суфрайихъ', 2]
['швушваз', 2]
['гьивру', 2]
['люкьнар', 2]
['хъадабтiну', 2]
['интiиди', 2]
['ничхир', 2]
['ишурава', 2]
['гьапiза', 2]
['шубубан', 2]
['меъли', 2]
['ипiузра', 2]
['чiалназ', 2]
['биргъ', 2]
['хутiлиъ', 2]
['пич', 2]
['мани', 2]
['учiвган', 2]
['мясляаьт', 2]
['жюрейин', 2]
['гьядисйир', 2]
['чпихъди', 2]
['гъушнушул', 2]
['кив', 2]
['хъуркьиган', 2]
['жилиин', 2]
['чухара', 2]
['хъергру', 2]
['ерина', 2]
['йигъарилан', 2]
['жарадиз', 2]
["дюн'яйиин", 2]
['шурахъ', 2]
['дарзуз', 2]
['гъашиш', 2]
['хъирсбан', 2]
['увусириз', 2]
['дицдар', 2]
['гьерхри', 2]
['гъабшдар', 2]
['хюра', 2]
['даршлуб', 2]
['арда', 2]
['гьауз', 2]
['увугьна', 2]
['гъафунза', 2]
['йивурза', 2]
['гъапундайин', 2]
['сабнуб', 2]
['тикмиш', 2]
['хуларикан', 2]
['баярна', 2]
['кьюркьлин', 2]
['тiилисим', 2]
['уйинар', 2]
['тiибхури', 2]
['гамдианзина', 2]
['артухъси', 2]
['дизигну', 2]
['эпла', 2]
['кучiал', 2]
['гъушрахъ', 2]
['хъебгу', 2]
['чавуш', 2]
['бисайчва', 2]
['базариз', 2]
['эйсийи', 2]
['касибрихьна', 2]
['адмийин', 2]
['балихъ', 2]
['хулариз', 2]
['ишлетмиш', 2]
['вуш-дарш', 2]
['балхундихъ', 2]
['гъашири', 2]
['гъилицнациз', 2]
['гъилицнаци', 2]
['аллагьдиз', 2]
['дукiун', 2]
['гашун', 2]
['зигури', 2]
['гъудужву', 2]
['хуттлар', 2]
['балихь', 2]
['гъузнийи', 2]
['жаради', 2]
['хизанар', 2]
['марццшин', 2]
['аьгь', 2]
['кьабири', 2]
['аьгьмаддина', 2]
['аьрабайиъ', 2]
['зиихъ', 2]
['гьюру', 2]
['авай', 2]
['дишагьлийириз', 2]
['дурарира', 2]
['майит', 2]
['аьгьмадна', 2]
['лицурайир', 2]
['камал', 2]
['гъузуйи', 2]
['камалин', 2]
['чакди', 2]
['камали', 2]
['сикинвал', 2]
['дапiна', 2]
['гъапiнийза', 2]
['дуфна', 2]
['дугьаз', 2]
['гъарина', 2]
['касибди', 2]
['са-сабтiан', 2]
['гъягъюза', 2]
['гъужайин', 2]
['дуст-кас', 2]
['мусурман', 2]
['гъужайиз', 2]
['хиликк', 2]
['гьахьну', 2]
['гъягъюрайиган', 2]
['ккебгьру', 2]
['явуб', 2]
['суалар', 2]
['вая', 2]
['хъугъдарш', 2]
['ебц', 2]
['хярар', 2]
['дуз', 2]
['ебхьури', 2]
['зав', 2]
['тувубси', 2]
['шубурпири', 2]
['гьарури', 2]
['бицiинури', 2]
['учкан', 2]
['адруб', 2]
['рангар', 2]
['дигиш', 2]
['дийигъуз', 2]
['алдакну', 2]
['дахъунза', 2]
['аьхниин', 2]
['иццрурихьан', 2]
['дулмйир', 2]
['шулинхъа', 2]
['ушвниъ', 2]
['жярягь', 2]
['иццура', 2]
['адагъну', 2]
['ккудубкiну', 2]
['агьузар', 2]
['тялимари', 2]
['цалихъ', 2]
['зийнарин', 2]
['лишнар', 2]
['гъашидар', 2]
['тялимариз', 2]
['учiвуз', 2]
['гъилицунза', 2]
['гъабхьнийиз', 2]
['штукк', 2]
['гьапну', 2]
['дишагьлийир', 2]
['аьгьмадрин', 2]
['гьафиган', 2]
['кавхайин', 2]
['кьадийин', 2]
['кьади', 2]
['халкьди', 2]
['заан', 2]
['тяин', 2]
['хпариз', 2]
['малла-цiарцiри', 2]
['вахтнан', 2]
['маллйир', 2]
['паччагьдихьна', 2]
['икрам', 2]
['йигъандин', 2]
['гамдихъна', 2]
['башчийи', 2]
['гъачагъар', 2]
['пулра', 2]
['йишванна', 2]
['майдан', 2]
['ляхнарикан', 2]
['шагьристан', 2]
['йишвариъ', 2]
['гарцiликкан', 2]
['таж', 2]
['гьяятдизди', 2]
['дисай', 2]
['цалихъинди', 2]
['гъабхьиган', 2]
['чюлиз', 2]
['лицурайиган', 2]
['гъабхьундар', 2]
['абхъдарва', 2]
['абццну', 2]
['гъузгъун', 2]
['гьаур', 2]
['гъивган', 2]
['табасарандиъ', 2]
['ахьтiарин', 2]
['бегбалайиз', 2]
['жарадин', 2]
['кьюд', 2]
['салам-калам', 2]
['карастивал', 2]
['йиччв', 2]
['гья-гья', 2]
['кьимат', 2]
['гъачiиган', 2]
['дажира', 2]
['бистин', 2]
['гьапiрудар', 2]
['дугъриданна', 2]
['накьвдихъ', 2]
['гьяфтайин', 2]
['хяннаъ', 2]
['ккилигуз', 2]
['шихдикан', 2]
['дис', 2]
['шихдихьан', 2]
['йисандин', 2]
['шихдихъ', 2]
['ургудпи', 2]
['нивкiан', 2]
['инна', 2]
['севдюграри', 2]
['шлин', 2]
['сеснинди', 2]
['шихдиз', 2]
['садакьади', 2]
['зияратдиз', 2]
['рякьюъ', 2]
['кiулихъ', 2]
['ахю', 2]
['малари', 2]
['марччари', 2]
['уркил', 2]
['хъайгъан', 2]
['ярквараз', 2]
['ктитуру', 2]
['са-саб', 2]
['кьал', 2]
['мургликк', 2]
['йихуру', 2]
['наану', 2]
['кьюбеб', 2]
['илдицуз', 2]
['швеъди', 2]
['швеъдин', 2]
['люлерра', 2]
['алаъну', 2]
['иван', 2]
['гежехайир', 2]
['юлдаш', 2]
['ухти', 2]
['кьаблиин', 2]
['аларснайи', 2]
['швеъра', 2]
['гъардашли', 2]
['гюлле', 2]
['дусру', 2]
['адмийириз', 2]
['ккунир', 2]
['чиркариз', 2]
['пеэриз', 2]
['гъуллугъ', 2]
['тiагъру', 2]
['гъулхьан', 2]
['муртйир', 2]
['йицiуб', 2]
['бякьялайиъ', 2]
['абснайи', 2]
['хилиз', 2]
['халайин', 2]
['халайи', 2]
['утiурччвну', 2]
['гьяжимустафайи', 2]
['дере', 2]
['гье', 2]
['кинле', 2]
['эдембу', 2]
['гъэд', 2]
['гъэжгъуре', 2]
['вегуьрде', 2]
['пэхьни', 2]
['сохд', 2]
['гъуногъэ', 2]
['дешенд', 2]
['нун', 2]
['суьзме', 2]
['хурде', 2]
['бэгъдо', 2]
['ю', 2]
['хов', 2]
['миёв', 2]
['гьингъэревоз', 2]
['у', 2]
['диворгьоре', 2]
['ён', 2]
['гъозе', 2]
['тогъор', 2]
['мерд', 2]
['туь', 2]
['ме', 2]
['гъэлей', 2]
['чуь', 2]
['гьюлер', 2]
['адам', 2]
['адамдиз', 2]
['жи-лиин', 2]
['йицран', 2]
['удубччвуру', 2]
['айина', 2]
['завариина', 2]
['абайина', 2]
['тулайи', 2]
['жюлгар', 2]
['my', 2]
['ерхьуру', 2]
['даимлу', 2]
['кьюрд', 2]
['хьад', 2]
['гъахьундар', 2]
['тупут', 2]
['ригъдиз', 2]
['яндар', 2]
['дерккучiимириккан', 2]
['аьгъдар', 2]
['майдандиина', 2]
['гъуландариз', 2]
['хъаъну', 2]
['лиж', 2]
['марччлихъниз', 2]
['марччлихънин', 2]
['швутiрам', 2]
['нагагьан', 2]
['гатуна', 1]
['удубчiвайиз', 1]
['урхънахъ', 1]
['азабгну', 1]
['гъябкъси', 1]
['гатiабхьуз', 1]
['апiну', 1]
['мукъазди', 1]
['адабкуйи', 1]
['азабгнайиб', 1]
['гатдиз', 1]
['алабхьуз', 1]
['дубгуйи', 1]
['кудрубчiвруб', 1]
['гатди', 1]
['кьюлаз', 1]
['цiи-цiи', 1]
['рябкъюравуз', 1]
['рябкъюразуз', 1]
['мукъаз', 1]
['даршулвухьан', 1]
['кiубниб', 1]
['гъарабха', 1]
['тувурзавуз', 1]
['цiибтiан', 1]
['макур', 1]
['адайиш', 1]
['хьибдайи', 1]
['гъябгъидарза26', 1]
['гъабхьнийиштiан', 1]
['гъабхьундаийштiан', 1]
['алабхъуруш', 1]
['гьлибкъганси', 1]
['дийибгъу', 1]
['майдандиин', 1]
['даабхнайи', 1]
['хабардарди', 1]
['гъубзрушра', 1]
['дийибгъуру', 1]
['асландиз', 1]
['йибкiуразу', 1]
['гъюб', 1]
['хялижвди', 1]
['ккилибгурайза', 1]
['кьюридин', 1]
['абйир', 1]
['улдукьу', 1]
['пут', 1]
['гъипiну', 1]
['йихъ', 1]
['гъапiунзуз', 1]
['валарикан', 1]
['тярифнан', 1]
['ихтилатлар', 1]
['гужли', 1]
['гьунарлу', 1]
['гъирагъдилан', 1]
['гъирагъдиина', 1]
['тамашисира', 1]
['ебгури', 1]
['пучiубра', 1]
['гъабхьундарин', 1]
['кiубанвал', 1]
['каш-кадарш', 1]
['чiурдин', 1]
['нахшрарин', 1]
['явра', 1]
['апiубсира', 1]
['дардуз', 1]
['гъудубжвну', 1]
['хъажабгъну', 1]
['гъажабгъну', 1]
['яркьуб', 1]
['агьа', 1]
['ихтилатариинди', 1]
['абайизра', 1]
['увузси', 1]
['ккучi', 1]
['хъадабкну', 1]
['хъжабгъну', 1]
['кiакiниин', 1]
['абайихьанра', 1]
['ултiубччвуз', 1]
['псинчiси', 1]
['дубснийи', 1]
['дархьиди', 1]
['хъжабгъуру', 1]
['дурубкъди', 1]
['жяргълариласина', 1]
['абхърну', 1]
['лепйири', 1]
['исинаси', 1]
['ктипу', 1]
['жилгъайикансина', 1]
['асландин', 1]
['жвукьарихъан', 1]
['улигьна', 1]
['жвукьаринтiан', 1]
['мухрин', 1]
['читинвалиинди', 1]
['мухурра', 1]
['гъубзруб', 1]
['дидихънара', 1]
['хъуркьарза', 1]
['ккудубкiну27', 1]
['тки', 1]
['рукъар', 1]
['хюрчабни', 1]
['ккивнайидар', 1]
['ниъриинди', 1]
['губчiури', 1]
['гъядябхъюру', 1]
['тинси', 1]
