['да', 1311]
['жувунуп', 3]
['чачларына', 3]
['сюртюп', 3]
['жума', 3]
['вазирине', 3]
['къолундан', 3]
['гьюнеринг', 3]
['гьюнерим', 3]
['дюгю', 3]
['гёрейим', 3]
['адатына', 3]
['кёкден', 3]
['башдан-аякъ', 3]
['къайтса', 3]
['амалынг', 3]
['хомуз-теп', 3]
['япракълары', 3]
['харс', 3]
['бутакълары', 3]
['бутакъ', 3]
['чанчып', 3]
['къоймасман', 3]
['айтгъанны', 3]
['итге', 3]
['пакъыр', 3]
['янгы', 3]
['бакъа', 3]
['ичейим', 3]
['къаларсан', 3]
['патиматгъа', 3]
['оьлгюнче', 3]
['къонакъгъа', 3]
['хортманы', 3]
['къамучусу', 3]
['йылкъысы', 3]
['буйругъуна', 3]
['кёрюкге', 3]
['тасма', 3]
['байталны', 3]
['гьабижай', 3]
['ялын', 3]
['борчгъа', 3]
['борчумну', 3]
['маънасын', 3]
['токъташалар', 3]
['тамазаны', 3]
['дедим', 3]
['сорады', 3]
['къуллукъчулары', 3]
['гелмеген', 3]
['къоркъмакълыгъындан', 3]
['гетгенни', 3]
['гьюсенни', 3]
['сюегин', 3]
['бажара', 3]
['юрюгюз', 3]
['хомуз', 3]
['ма', 3]
['жамият', 3]
['ярланы', 3]
['оьзюгюз', 3]
['арбагъа', 3]
['пеймаханымны', 3]
['йиберермен', 3]
['етишгендокъ', 3]
['кертлеп', 3]
['билсенг', 3]
['гьакъыл', 3]
['ерингни', 3]
['тилемей', 3]
['къонакъны', 3]
['элтерсен', 3]
['машаны', 3]
['боламысан', 3]
['этебиз', 3]
['тюмен', 3]
['сойгъан', 3]
['къоймассан', 3]
['къутулмассан', 3]
['къарны', 3]
['яп-яшыл', 3]
['хыяр', 3]
['ухлагъанда', 3]
['затгъа', 3]
['къолумну', 3]
['елкесине', 3]
['ченгертки-къади', 3]
['турса', 3]
['тойдан', 3]
['ченгерткиге', 3]
['къутулайым', 3]
['къолгъа', 3]
['къолтукъ', 3]
['китабын', 3]
['этилеген', 3]
['йыгъылып', 3]
['уруну', 3]
['урлагъанны', 3]
['атылдынг', 3]
['кюйню', 3]
['этдирген', 3]
['юрютюп', 3]
['сёйлеген', 3]
['гесген', 3]
['къумачланы', 3]
['талап', 3]
['сатыв', 3]
['савдюгерчилер', 3]
['тюкенни', 3]
['вазирин', 3]
['гьакъда', 3]
['байрамалини', 3]
['ес', 3]
['агъанг', 3]
['яшлагъа', 3]
['чархны', 3]
['яртысы', 3]
['сабурлукъ', 3]
['чыгъарайыкъ', 3]
['балагьлагъа', 3]
['гьагъын', 3]
['гесе', 3]
['этдинг', 3]
['сегиз', 3]
['бузукъ', 3]
['къалгъанман', 3]
['тийишли', 3]
['малын', 3]
['баммат', 3]
['сойсам', 3]
['девлетгерей', 3]
['сутур', 3]
['гечеликге', 3]
['гюргюрню', 3]
['гетдим', 3]
['эдигиз', 3]
['лагь', 3]
['къайдагъы', 3]
['тёшек', 3]
['гирейим', 3]
['думну', 3]
['бешикге', 3]
['къызыл', 3]
['къангъа', 3]
['айландырмагъа', 3]
['уьйдеги', 3]
['оьлю', 3]
['гетмей', 3]
['айланасындан', 3]
['аякълары', 3]
['къатып', 3]
['айтмадыммы', 3]
['багъа', 3]
['пал', 3]
['эндирейге', 3]
['арзгъа', 3]
['къура', 3]
['яя', 3]
['уручу', 3]
['юрюмей', 3]
['ессинден', 3]
['тилеме', 3]
['сорарман', 3]
['алагъан', 3]
['увуч', 3]
['арзын', 3]
['кюлбайдан', 3]
['ашлар', 3]
['тюйре', 3]
['делбе', 3]
['жибин', 3]
['бердагъы', 3]
['гелсем', 3]
['гесеклер', 3]
['терезелени', 3]
['къувурма', 3]
['харалны', 3]
['ону-муну', 3]
['сувда', 3]
['кериван', 3]
['купецни', 3]
['тонкъуллакълар', 3]
['алтынгъа', 3]
['анамны', 3]
['гунай', 3]
['гьаман', 3]
['етишмей', 3]
['гунайны', 3]
['айырып', 3]
['умарны', 3]
['чокъуп', 3]
['ногъай', 3]
['авул', 3]
['тереклер', 3]
['тюшеми', 3]
['белгисиз', 3]
['шекер', 3]
['яшмын', 3]
['гётериле', 3]
['сайки', 3]
['каф', 3]
['муюзлари', 3]
['коп', 3]
['бари', 3]
['затни', 3]
['янги', 3]
['чечек', 3]
['олани', 3]
['биша', 3]
['ичина', 3]
['гирган', 3]
['уланкъардашны', 3]
['къызкъардашны', 3]
['узукъари', 3]
['балтатёш', 3]
['учгъунлар', 3]
['арекде', 3]
['тюшюнде', 3]
['ту-руп', 3]
['уьфюрюп', 3]
['унанайны', 3]
['орнунда', 3]
['албаслыны', 3]
['башладым', 3]
['аягъи', 3]
['вайкут-майкъут', 3]
['минчакълар', 3]
['боламу', 3]
['озенге', 3]
['арвани', 3]
['тураганда', 3]
['суткъатун', 3]
['алип', 3]
['заза', 3]
['найнат', 3]
['асси', 3]
['чигъа', 3]
['ажий', 3]
['акъсакъ', 3]
['орманина', 3]
['ати', 3]
['бакъдим', 3]
['басдирикъ', 3]
['эней', 3]
['алевдин', 3]
['болмасмы', 2]
['ярашынгъан', 2]
['экмеклер', 2]
['къойсакъ', 2]
['болурбуз', 2]
['будайны', 2]
['ашарбыз', 2]
['гьюрбечни', 2]
['дорбадагъы', 2]
['къойдунг', 2]
['токъташдырмай', 2]
['битди', 2]
['къурсагъым', 2]
['англагъан', 2]
['тоюнда', 2]
['тойда', 2]
['тирменден', 2]
['бёрю-акъай', 2]
['къарты', 2]
['чавушу', 2]
['кютюп', 2]
['къойчубуз', 2]
['чавушубуз', 2]
['тавшанны', 2]
['къабангъа', 2]
['ябушуп', 2]
['сокъмакъ', 2]
['къуйрукъгъа', 2]
['тузакъ', 2]
['гёргенмен', 2]
['оразаман', 2]
['тузакъгъа', 2]
['тузакъны', 2]
['тоюп', 2]
['сыпкъырылып', 2]
['тюсюн', 2]
['яшайым', 2]
['яшайман', 2]
['тилин', 2]
['чабакълар', 2]
['турма', 2]
['тербетип', 2]
['орта', 2]
['шайлы', 2]
['болгъанмы', 2]
['тартма', 2]
['этегенин', 2]
['одаманы', 2]
['тюлкюден', 2]
['темиравулдан', 2]
['черен', 2]
['урлайым', 2]
['бийип', 2]
['тазалап', 2]
['майны', 2]
['туврап', 2]
['башгъалар', 2]
['тюлкю-акъайгъа', 2]
['туварып', 2]
['гелирбиз', 2]
['мююшюне', 2]
['ашайгъанда', 2]
['онгарылып', 2]
['онгарыла', 2]
['тутугъуз', 2]
['тавушну', 2]
['отламагъа', 2]
['араларда', 2]
['къангъынча', 2]
['яп-янгыз', 2]
['отлавдан', 2]
['тюклер', 2]
['мююзлер', 2]
['оьлет', 2]
['ажжал', 2]
['сюзюп', 2]
['къарнын', 2]
['агъачлыкъдагъы', 2]
['жанланы', 2]
['тынглагъан', 2]
['хырындан', 2]
['къартыллап', 2]
['ярамаймы', 2]
['ялым', 2]
['турдуму', 2]
['турду', 2]
['учу', 2]
['айланамы', 2]
['атланы', 2]
['сёйлейген', 2]
['тебип', 2]
['аврувлу', 2]
['уьйренген', 2]
['ашлыкъ', 2]
['эшегин', 2]
['ашлыкъны', 2]
['етишдирип', 2]
['тёбеден', 2]
['тилевюм', 2]
['атлары', 2]
['гёнделентогъас', 2]
['тикчюй', 2]
['кёпбилген', 2]
['сыр', 2]
['эшекден', 2]
['улуй', 2]
['бузаву', 2]
['болгъанын', 2]
['сокъ', 2]
['жанлардыр', 2]
['къачайыкъ', 2]
['къачды', 2]
['таяйыкъ', 2]
['тёледе', 2]
['тюшсенг', 2]
['семизин', 2]
['энгилигим', 2]
['сенгилигим', 2]
['бийикге', 2]
['мююзю', 2]
['ичеги', 2]
['тюбю', 2]
['оьлеген', 2]
['елинин', 2]
['балаларынг', 2]
['уьюм', 2]
['бирине', 2]
['бирисине', 2]
['атларыгъызны', 2]
['сорагъанда', 2]
['айтарсыз', 2]
['чюйню', 2]
['ошатып', 2]
['аягъын', 2]
['билегим', 2]
['мююзлерин', 2]
['къалкъымда', 2]
['тапур-тупур', 2]
['чанг', 2]
['чыкъсана', 2]
['балаларынгны', 2]
['къурсагъын', 2]
['къозусуна', 2]
['отлар', 2]
['ачмайман', 2]
['палас', 2]
['жувгъан', 2]
['салырман', 2]
['таракъны', 2]
['чонкъайып', 2]
['сыпгъырылып', 2]
['къайнап', 2]
['къычыв', 2]
['тавдан', 2]
['ёлдашы', 2]
['сюзе', 2]
['къанмай', 2]
['ариден', 2]
['тюшмедими', 2]
['уьчев', 2]
['атасын', 2]
['йыртып', 2]
['къырхораз', 2]
['мажлис', 2]
['къалдынг', 2]
['минген', 2]
['терекде', 2]
['терегингни', 2]
['элтермен', 2]
['герегингни', 2]
['йылайсан', 2]
['балтанг', 2]
['элтмеге', 2]
['арбанг', 2]
['арбагюн', 2]
['ачгъанда', 2]
['оькюре', 2]
['сынамакъ', 2]
['токътатып', 2]
['йылама', 2]
['бакъгъан', 2]
['пайла', 2]
['къубагийикни', 2]
['агъайгъа', 2]
['арсланкъаплангъа', 2]
['юрню', 2]
['яхшылыкъгъа', 2]
['яманлыкъ', 2]
['жувмагъа', 2]
['гиччирек', 2]
['санныкъ', 2]
['оьзенге', 2]
['багь', 2]
['къаркъарасына', 2]
['ачувумну', 2]
['гёрмеймисен', 2]
['тавугъу', 2]
['нени', 2]
['гиреми', 2]
['инанмайман', 2]
['сандыкъны', 2]
['къапгъачын', 2]
['сёзюме', 2]
['боламанмы', 2]
['уьлкюню', 2]
['гелсенг', 2]
['ортанчысына', 2]
['беклеп', 2]
['пелен', 2]
['ханындан', 2]
['ортасына', 2]
['чыгъажакъман', 2]
['болар', 2]
['сёзюне', 2]
['тюшерсен', 2]
['мияв', 2]
['таза', 2]
['болайыкъ', 2]
['ханыны', 2]
['гийинип', 2]
['исбайы', 2]
['шулайлыкъ', 2]
['аза', 2]
['кепин', 2]
['болмаймысан', 2]
['къызынга', 2]
['ончакъы', 2]
['гюнден-гюн', 2]
['уландан', 2]
['гелечи', 2]
['чалынып', 2]
['ерлер', 2]
['айтмасанг', 2]
['гиргендокъ', 2]
['тахтамекни', 2]
['ошайсан', 2]
['чычкъан', 2]
['тойну', 2]
['уьйлю-уьюне', 2]
['кююн', 2]
['хоразы', 2]
['къувалайсан', 2]
['къазны', 2]
['табалар', 2]
['уьчевю', 2]
['ишлеме', 2]
['тикленип', 2]
['юрюме', 2]
['къоркъмай', 2]
['ашарман', 2]
['къала113', 2]
['аягъына', 2]
['чыгъарма', 2]
['тюнгюлюкден', 2]
['чыгъарайым', 2]
['тегенекни', 2]
['тегенегимни', 2]
['гетмесем', 2]
['сейлей', 2]
['экмегим', 2]
['сизде', 2]
['тавукъларым', 2]
['десем', 2]
['этежек', 2]
['экмегимни', 2]
['биразгъа', 2]
['дермен', 2]
['тавугъумну', 2]
['къозунгну', 2]
['ютгъандай', 2]
['ойнатагъанда', 2]
['салынгъан', 2]
['аламатдай', 2]
['этербиз', 2]
['гючюклер', 2]
['пара-пара', 2]
['чашал', 2]
['аллагьисен', 2]
['болмагъанда', 2]
['инсангъа', 2]
['заманымда', 2]
['покълукъ', 2]
['шулай-шулай', 2]
['озокъда', 2]
['гиремен', 2]
['гьа', 2]
['урлагъан', 2]
['экев', 2]
['энейни', 2]
['саврусуна', 2]
['бащдагъы', 2]
['къаплан', 2]
['тёлеге', 2]
['такъ', 2]
['хужу', 2]
['тулукъну', 2]
['покъгъа', 2]
['гёргенни', 2]
['аралардагъы', 2]
['болмайгъан', 2]
['гьарсыз', 2]
['къуллукъгъа', 2]
['инисине', 2]
['ябагъылы', 2]
['ёкъму', 2]
['гелгенигиз', 2]
['оьзюме', 2]
['ябагъылыны', 2]
['жувуп', 2]
['тумарлап', 2]
['айгъыры', 2]
['ойнамагъа', 2]
['ортадан', 2]
['тюртюп', 2]
['бережек', 2]
['онгарса', 2]
['тайдырайыкъ', 2]
['сакъла', 2]
['бизинки', 2]
['хуржун', 2]
['ямучусун', 2]
['билигиз', 2]
['гечивден', 2]
['къылычын', 2]
['девлеге', 2]
['магъыз', 2]
['йылны', 2]
['ясагъын', 2]
['сакълайгъан', 2]
['къайтгъан', 2]
['ёкъдур', 2]
['болмасмысан', 2]
['къутулдукъ', 2]
['оьрленип', 2]
['гелмеге', 2]
['гетер', 2]
['ягъа', 2]
['хош', 2]
['башмагъы', 2]
['этмегиз', 2]
['къолларын', 2]
['тутдуруп', 2]
['йипни', 2]
['бир-бири', 2]
['къыржанлар', 2]
['тавлагъа', 2]
['аманатдан', 2]
['йыртыллайгъан', 2]
['буз', 2]
['атав', 2]
['шонуки', 2]
['къалалары', 2]
['насибибиз', 2]
['чыкъмагъан', 2]
['шынжыр', 2]
['талчыгъып', 2]
['гюзгюге', 2]
['жаза', 2]
['къуллукъчуларына', 2]
['оьлтюрермен', 2]
['кисесиндеги', 2]
['чырмай', 2]
['ёкъну', 2]
['этмеген', 2]
['атама', 2]
['дюньядан', 2]
['этежекмен', 2]
['тёлесини', 2]
['азиз', 2]
['сорашалар', 2]
['гёремен', 2]
['юрегим', 2]
['бережекге', 2]
['къатынынга', 2]
['берирсен', 2]
['токъташдыра', 2]
['атыны', 2]
['тилленип', 2]
['бурул', 2]
['оьбейим', 2]
['ачгъынча', 2]
['шагьарына', 2]
['шагьарда', 2]
['къыдырагъанда', 2]
['уьйлеге', 2]
['юрегинден', 2]
['гьакъындан', 2]
['чыгъайыкъ', 2]
['къызмы', 2]
['уланмы', 2]
['огъу', 2]
['юрегингден', 2]
['ичмеймен', 2]
['ичерсен', 2]
['турарман', 2]
['яйыла', 2]
['папахыны', 2]
['дейген', 2]
['пикру', 2]
['балалар', 2]
['язылып', 2]
['гелинин', 2]
['ёймасанг', 2]
['язылгъан', 2]
['майданда', 2]
['гёнюмню', 2]
['гённю', 2]
['уьстюнге', 2]
['гёрюрсен', 2]
['къулагъына', 2]
['шиша', 2]
['яшлары', 2]
['къаравашлар', 2]
['негьакъ', 2]
['женнетге', 2]
['язмагъанман', 2]
['язгъан', 2]
['алышдырып', 2]
['язгъанны', 2]
['тайы', 2]
['бийкесине', 2]
['элтелер', 2]
['яшамагъа', 2]
['межитге', 2]
['намазын', 2]
['бирисини', 2]
['табыла', 2]
['шере', 2]
['агьвалатын', 2]
['бердинг', 2]
['бетине', 2]
['инжитип', 2]
['межитден', 2]
['барамы', 2]
['этгенге', 2]
['болажакъман', 2]
['пысып', 2]
['тешигинден', 2]
['къызардашын', 2]
['артын', 2]
['буваргъан', 2]
['шек', 2]
['дюньягъа', 2]
['юзюкню', 2]
['гелгенни', 2]
['англата', 2]
['бир-биринден', 2]
['къоймасын', 2]
['къырдан', 2]
['этсин', 2]
['гюнлени', 2]
['этмес', 2]
['пайдалы', 2]
['янгур', 2]
['сибирилип', 2]
['себилип', 2]
['ишлер', 2]
['ястыкълар', 2]
['мая', 2]
['терсине', 2]
['онгуна', 2]
['биченни', 2]
['завх', 2]
['агъыздыр', 2]
['агъыздырмайман', 2]
['инелер', 2]
['тёшюне', 2]
['сав-саламат', 2]
['гелинни', 2]
['батып', 2]
['къыл-къап', 2]
['ачылмай', 2]
['чабалар', 2]
['аждагьалар', 2]
['чалт', 2]
['ювукълашгъанда', 2]
['токътамай', 2]
['эшеклер', 2]
['гелегенни', 2]
['тузлу', 2]
['батмакълар', 2]
['яраланып', 2]
['минмеге', 2]
['къызардашны', 2]
['янчып', 2]
['тул', 2]
['ойнап', 2]
['оьбюп', 2]
['яталар', 2]
['йымырткъа', 2]
['къыбла', 2]
['ябушдурулуп', 2]
['бавдан', 2]
['уьчюсю', 2]
['атабыз', 2]
['турабыз', 2]
['ялкъмай', 2]
['вёре-вёре', 2]
['мююшде', 2]
['ташдан', 2]
['канзилер', 2]
['бавда', 2]
['эси', 2]
['гелтирген', 2]
['савгъатларын', 2]
['сёйлеме', 2]
['турагъанын', 2]
['юрегимден', 2]
['этежекге', 2]
['уьстде', 2]
['тёбелеме', 2]
['берсе', 2]
['айландырса', 2]
['анама', 2]
['уьюнге', 2]
['татувлу', 2]
['гьамамгъа', 2]
['къаравашы', 2]
['къараваш', 2]
['вазирлерин', 2]
['гертилей', 2]
['къалырсан', 2]
['къайтгъандокъ', 2]
['гёзлеринден', 2]
['бёттебен', 2]
['ачыла', 2]
['28', 2]
['тийме', 2]
['тюгюлесе', 2]
['29', 2]
['болгъансан', 2]
['30', 2]
['31', 2]
['пус', 2]
['32', 2]
['къавум', 2]
['орманлыкъда', 2]
['челтирден', 2]
['буту', 2]
['къутулма', 2]
['орманлыкъдан', 2]
['33', 2]
['атындан', 2]
['айтгъанын', 2]
['шагьар', 2]
['ибрагьимден', 2]
['дюрмю', 2]
['оьлтюрюр', 2]
['акъчачны', 2]
['къолума', 2]
['37', 2]
['тамам', 2]
['салдырып', 2]
['жинни', 2]
['къурбан', 2]
['жанымны', 2]
['чыгъартып', 2]
['гёнге', 2]
['къаламы', 2]
['алмакъ', 2]
['узатылгъан', 2]
['арекге', 2]
['беш-алты', 2]
['билгенде', 2]
['тиеген', 2]
['пайын', 2]
['йылайгъан', 2]
['билегине', 2]
['суратдагъы', 2]
['къулгъа', 2]
['юкленген', 2]
['гамишни', 2]
['силлесем', 2]
['айланагъан', 2]
['чокъмар', 2]
['таягъы', 2]
['аркъагъа', 2]
['столлар', 2]
['аривлюгюнден', 2]
['айыкъгъан', 2]
['суратына', 2]
['барысын', 2]
['къыздырып', 2]
['тилеген', 2]
['чачындан', 2]
['бугъавгъа', 2]
['ирип', 2]
['тийдире', 2]
['отлукъну', 2]
['биченлени', 2]
['жаны', 2]
['бил', 2]
['вакъти', 2]
['къоясан', 2]
['айтсам', 2]
['къурухбаштавну', 2]
['тулукъ', 2]
['тулукъланы', 2]
['жаным', 2]
['яшына', 2]
['оьмюрюм', 2]
['аны', 2]
['багьасына', 2]
['янгысын', 2]
['гёрмесин', 2]
['мамукъгъа', 2]
['яба', 2]
['табажакъсан', 2]
['къарагъан', 2]
['ачмай', 2]
['къойса', 2]
['яза', 2]
['этмесенг', 2]
['ювугъунг', 2]
['таныйман', 2]
['азыкъ', 2]
['къолну', 2]
['къыйынлыкълар', 2]
['билемисен', 2]
['усталыгъы', 2]
['къалмажакъ', 2]
['ойнайгъан', 2]
['заманынг', 2]
['гечеге', 2]
['баргъандокъ', 2]
['оьтген', 2]
['экевю', 2]
['сакъламаса', 2]
['сёзге', 2]
['турмай', 2]
['сёйледи', 2]
['къонакълар', 2]
['атасы-анасы', 2]
['уланъяшы', 2]
['тийдирсе', 2]
['тирилежек', 2]
['яшыбыз', 2]
['хоншусунда', 2]
['тувар', 2]
['малны', 2]
['борчлу', 2]
['учуруп', 2]
['хошгелдинг', 2]
['тизине', 2]
['аса', 2]
['гьалтама', 2]
['сугъа', 2]
['бармагъы', 2]
['бармагъынгны', 2]
['хапдым', 2]
['башыны', 2]
['батгъан', 2]
['къыйналма', 2]
['гьавдан', 2]
['пышгъырып', 2]
['ташланып', 2]
['сатагъан', 2]
['затлардыр', 2]
['башлыкъ', 2]
['этдирме', 2]
['бизде', 2]
['алыр', 2]
['къызыгъызны', 2]
['эл', 2]
['абур', 2]
['атагъызгъа', 2]
['етишдирелер', 2]
['жува', 2]
['авруймусан', 2]
['авланып', 2]
['себеби', 2]
['гёрюнмейген', 2]
['бутакълар', 2]
['уьч-дёрт', 2]
['кажин', 2]
['уьчюгюз', 2]
['кажинни', 2]
['турсакъ', 2]
['къаза', 2]
['сакълангъан', 2]
['сакълата', 2]
['билдирген', 2]
['бирин', 2]
['инеге', 2]
['йымырткъаны', 2]
['къабугъуна', 2]
['тапмагъа', 2]
['баланы', 2]
['бояп', 2]
['берсин', 2]
['эрши', 2]
['таймайгъан', 2]
['онгара', 2]
['ата-анасы', 2]
['такъгъан', 2]
['рас', 2]
['жанны', 2]
['ургъан', 2]
['алмайман', 2]
['къарайгъан', 2]
['жинчи', 2]
['тиштайпа', 2]
['табайым', 2]
['илинген', 2]
['сесгенип', 2]
['эре', 2]
['заманым', 2]
['къоймас', 2]
['ялкъмаймысан', 2]
['абзар', 2]
['къуйма', 2]
['къаратып', 2]
['бутларындан', 2]
['бешинчи', 2]
['этни', 2]
['сизден', 2]
['темир', 2]
['тутмас', 2]
['къанына', 2]
['сувсап', 2]
['тамагъына', 2]
['хош-беш', 2]
['олтуралар', 2]
['етимлени', 2]
['гюню', 2]
['етген', 2]
['уьстевюне', 2]
['хорлама', 2]
['яшагъынча', 2]
['уланкъардашын', 2]
['тапса', 2]
['емиш', 2]
['юрюте', 2]
['сувсапдан', 2]
['йибек', 2]
['ичмей', 2]
['туягъы', 2]
['басылгъан', 2]
['сюзюк', 2]
['ичемен', 2]
['турсунлар', 2]
['сакъласын', 2]
['соймажакъгъа', 2]
['кёл', 2]
['къырыйы', 2]
['айланмагъа', 2]
['тавкеге', 2]
['нетер', 2]
['туврасына', 2]
['гьакъын', 2]
['чапгъан', 2]
['къучагъында', 2]
['эчги', 2]
['тюнегюн', 2]
['тюкен', 2]
['гесегин', 2]
['тюзню', 2]
['чарс', 2]
['ашавунг', 2]
['гюйшеп', 2]
['бабиш', 2]
['юлкъар', 2]
['вазирлени', 2]
['къарасакъ', 2]
['бийибиз', 2]
['бийигиз', 2]
['англатып', 2]
['тиш', 2]
['тартына', 2]
['гёрюнме', 2]
['къазаплы', 2]
['къыйнала', 2]
['биргине-бир', 2]
['керенлер', 2]
['сакъ', 2]
['къычыргъан', 2]
['йибергени', 2]
['атлагъа', 2]
['излегиз', 2]
['къайнатылгъан', 2]
['сылама', 2]
['буюргъан', 2]
['чачылып', 2]
['башлагъанлар', 2]
['къуллукъчуланы', 2]
['алини', 2]
['авзуна', 2]
['къойсувну', 2]
['ярларын', 2]
['алгъаны', 2]
['бел', 2]
['нетсе', 2]
['ботаюртгъа', 2]
['токъайгъа', 2]
['союлмагъан', 2]
['жамиятны', 2]
['терилер', 2]
['терилерин', 2]
['къайтыгъыз', 2]
['эрикге', 2]
['ийлеп', 2]
['бичип', 2]
['затым', 2]
['ишим', 2]
['йиберсин', 2]
['тонну', 2]
['сорайым', 2]
['чыкъгъанлы', 2]
['абат', 2]
['гьайда', 2]
['гьармутму', 2]
['барсанг', 2]
['олтурурсан', 2]
['ишингни', 2]
['айтмассан', 2]
['сёйлемежекге', 2]
['ятма', 2]
['ят', 2]
['ишара', 2]
['тюрте', 2]
['алдым', 2]
['ашагъанда', 2]
['айтдыммы', 2]
['къутулмагъа', 2]
['сорарсан', 2]
['этемисиз', 2]
['душманымны', 2]
['къоймайман', 2]
['маслагьат', 2]
['тюменни', 2]
['тебине', 2]
['тюменин', 2]
['тюменден', 2]
['унутма', 2]
['къырпакъ', 2]
['старшинагъа', 2]
['инанмас', 2]
['къарарбыз', 2]
['къышда', 2]
['абзарынгдан-уьюнгден', 2]
['тийдирген', 2]
['шагьатларыгъыз', 2]
['батгъыч', 2]
['минемен', 2]
['тутар', 2]
['ёюл', 2]
['затда', 2]
['абур-сый', 2]
['барсам', 2]
['бурлугъуп', 2]
['болмайгъанны', 2]
['тюелери', 2]
['тюелерим', 2]
['герексен', 2]
['тапмасанг', 2]
['гесежекмен', 2]
['тюелени', 2]
['табажакъ', 2]
['азыгъын', 2]
['къолда', 2]
['тикленген', 2]
['айтылып', 2]
['тойларда', 2]
['къоркъалар', 2]
['яшавну', 2]
['урлангъан', 2]
['ченгерткилени', 2]
['языкъсын', 2]
['шагьарны', 2]
['анакъгъа', 2]
['анакъда', 2]
['сый', 2]
['билмейген', 2]
['тергейик', 2]
['тутайым', 2]
['тая', 2]
['балагьгъа', 2]
['къутулдунг', 2]
['энниден', 2]
['яйылгъан', 2]
['уру', 2]
['тюзелип-онгуп', 2]
['сёйлегенигиз', 2]
['гьукму', 2]
['чепгенин', 2]
['опракъларын', 2]
['гьакъ', 2]
['торбадан', 2]
['аласан', 2]
['ун', 2]
['уьлкесине', 2]
['сёйлейлер', 2]
['билдирелер', 2]
['артымдан', 2]
['таный', 2]
['гирмеге', 2]
['сурсат', 2]
['гиргенде', 2]
['яллагъан', 2]
['къажар', 2]
['чыкъмагъа', 2]
['ёлугъуп', 2]
['тергеп', 2]
['агъасыны', 2]
['къурбаналини', 2]
['иниси', 2]
['гелини', 2]
['соя', 2]
['къаш', 2]
['къаралып', 2]
['ягъадан', 2]
['эртенден', 2]
['ярахсыз', 2]
['уьюмню', 2]
['акъыргъан', 2]
['гьалны', 2]
['дюнья', 2]
['къайтар', 2]
['уяла', 2]
['биширме', 2]
['савун', 2]
['юрюсюн', 2]
['гесдирермен', 2]
['къурманали', 2]
['тёречи', 2]
['гесдирме', 2]
['агъама', 2]
['ямучу', 2]
['тавлугъа', 2]
['къаршылаша', 2]
['эшегимни', 2]
['эшегингни', 2]
['къуйругъу', 2]
['бийтемирни', 2]
['агъасы', 2]
['токътавсуз', 2]
['савдугерчи', 2]
['тирилтмесенг', 2]
['бийтемирден', 2]
['душманларымны', 2]
['къойчумну', 2]
['тувуп', 2]
['тёре', 2]
['арзынг', 2]
['къоркъутуп', 2]
['оьлдю', 2]
['байлар', 2]
['хоншум', 2]
['байланы', 2]
['ёлдашларына', 2]
['айтагъангъа', 2]
['артынгдан', 2]
['малайик', 2]
['этдилер', 2]
['битдире', 2]
['биригиз', 2]
['чабагъан', 2]
['айландыра', 2]
['ёлавчуну', 2]
['аякъларым', 2]
['мин', 2]
['елдей', 2]
['этден', 2]
['агьмакъланы', 2]
['алдатмагъа', 2]
['дюгюню', 2]
['къуюп', 2]
['рагьатлан', 2]
['машгъул', 2]
['шашгъандай', 2]
['сыйырыбыз', 2]
['къазаны', 2]
['къойсана', 2]
['базарда', 2]
['зухгъа', 2]
['дум', 2]
['артдагъы', 2]
['тахтадан', 2]
['зухну', 2]
['къатындан', 2]
['шишип', 2]
['явлукъну', 2]
['бийй', 2]
['гёргюнче', 2]
['иржая', 2]
['бутларын', 2]
['бычгъыны', 2]
['бутларына', 2]
['эртенине', 2]
['яшдан', 2]
['затын', 2]
['къатынындан', 2]
['чомачаны', 2]
['боса', 2]
['арып-талып', 2]
['этежегин', 2]
['бешикдеги', 2]
['ювургъанны', 2]
['гьуя-гьарай', 2]
['яс', 2]
['билегин', 2]
['дав', 2]
['буюгъуп', 2]
['сёйлеше', 2]
['гьазирлик', 2]
['гетегенде', 2]
['етишген', 2]
['къонагъы', 2]
['ёлуна', 2]
['уьйдегилер', 2]
['эрин', 2]
['осал', 2]
['гьалгъа', 2]
['шайы', 2]
['багьасын', 2]
['гьаракъы', 2]
['акъчалыкъдан', 2]
['бир-бирлетип', 2]
['гюмюш', 2]
['билмесин', 2]
['къуран', 2]
['салдырагъанлар', 2]
['палчыгъа', 2]
['салма', 2]
['аставпирулла', 2]
['къайтмай', 2]
['яллап-гююп', 2]
['илли-инсан', 2]
['гьызын', 2]
['эндирейдеги', 2]
['пристопдан', 2]
['гьалеклене', 2]
['яшайыкъ', 2]
['боран', 2]
['алайкум', 2]
['пристопгъа', 2]
['къат', 2]
['опурагъым', 2]
['пристоп', 2]
['уьстюме', 2]
['пристопну', 2]
['къувуп', 2]
['уялып', 2]
['гечелер', 2]
['яхсайда', 2]
['нёкер', 2]
['шереге', 2]
['чачаман', 2]
['бюртюк', 2]
['неден', 2]
['картоп', 2]
['хум', 2]
['гьакъылсыз', 2]
['майын', 2]
['ерини', 2]
['таймаса', 2]
['картопчуну', 2]
['багъыр', 2]
['къазайыкъ', 2]
['къазмайман', 2]
['къазма', 2]
['юрюдю', 2]
['танадай', 2]
['табар', 2]
['болгъаны', 2]
['тургъузуп', 2]
['уражакъман', 2]
['къойгъанман', 2]
['къутгъарып', 2]
['халчаны', 2]
['иштаны', 2]
['юртдагъы', 2]
['оьлтюрелер', 2]
['саламы', 2]
