['буго', 638]
['рукiа', 2]
['гордунисан', 2]
['берги', 2]
['авлахъалда', 2]
['гъолде', 2]
['вахъизе', 2]
['кiичiги', 2]
['кiичiица', 2]
['вахъила', 2]
['кьуранила', 2]
['чоде', 2]
['гъадароберги', 2]
['анцiабизе', 2]
['гьитiинавги', 2]
['йикiинчiила', 2]
['кiудиявги', 2]
['тiарамагъада', 2]
['рахас', 2]
['лъималазда', 2]
['рачине', 2]
['гьезги', 2]
['нужеего', 2]
['гьавуни', 2]
['хутiани', 2]
['цого-цо', 2]
['гьадигiан', 2]
['гьавго', 2]
['бакъвазабунила', 2]
['бицунев', 2]
['жубанила', 2]
['васандулев', 2]
['гiадалав', 2]
['гiеретiгун', 2]
['лъугьингун', 2]
['гирун', 2]
['лъаларел', 2]
['вукiани', 2]
['нахъаса', 2]
['бицинчiони', 2]
['инсуцаги', 2]
['сахлъи', 2]
['гьабидал', 2]
['ватичiила', 2]
['рештiараб', 2]
['гьездаса', 2]
['гьезулалдаса', 2]
['хвалчадул', 2]
['цiикiкiараб', 2]
['бергьун', 2]
['цогияв', 2]
['лъабабилев', 2]
['лъутизе', 2]
['кiанцiулаго', 2]
['ботiрол', 2]
['тiагiа', 2]
['живгун', 2]
['рилълъине', 2]
['рохьги', 2]
['гъурун', 2]
['жинди-жиндир', 2]
['росгун', 2]
['эбел-инсухъе', 2]
['кутакаб', 2]
['хъаладул', 2]
['хъалаялъул', 2]
['гъарим', 2]
['гъадароберас', 2]
['мачiуги', 2]
['ролъ', 2]
['кола', 2]
['пири', 2]
['сукiизабун', 2]
['бухьарав', 2]
['бицинилан', 2]
['дунни', 2]
['мехалдасан', 2]
['дагьалъги', 2]
['цеве-цеве', 2]
['рещтiанила', 2]
['бахчун', 2]
['ханзабазул', 2]
['улка-ракь', 2]
['чiоларел', 2]
['релъанхъулел', 2]
['халаса', 2]
['тiубала', 2]
['балагьизабун', 2]
['рахсаз', 2]
['рахсал', 2]
['вугоанила', 2]
['рахсалги', 2]
['нахъегiан', 2]
['биххун', 2]
['рахъине', 2]
['тайпаялъул', 2]
['гьалмагълъиялда', 2]
['диде', 2]
['жайранал', 2]
['бергьараб', 2]
['векерухъанги', 2]
['цощинав', 2]
['гiинчiвалев', 2]
['рукъун', 2]
['аваданлъиялда', 2]
['гьагъал', 2]
['чараги', 2]
['релълъаралда', 2]
['ралъадги', 2]
['ворчiулев', 2]
['анкь', 2]
['гьайизе', 2]
['цiализе', 2]
['гьаналъ', 2]
['рехулеб', 2]
['картiинисан', 2]
['гьабго', 2]
['гьасухъе', 2]
['мугiалим', 2]
['киса-кибего', 2]
['ракiарулел', 2]
['килщида', 2]
['килщиде', 2]
['тiубан', 2]
['пачалихъалдехун', 2]
['бегьилищан', 2]
['бегьилин', 2]
['букiанин', 2]
['яцалъул', 2]
['чiухiарав', 2]
['вагъизе', 2]
['тiагiинабулеб', 2]
['жидеца', 2]
['кьелилан', 2]
['гьадай', 2]
['регулеб', 2]
['гьанибехун', 2]
['бачiани', 2]
['йихьарай', 2]
['руччабазе', 2]
['бетiергьанлъи', 2]
['гьабуларо', 2]
['ватулев', 2]
['гьецiокъал', 2]
['исмагiилицаги', 2]
['разилъулей', 2]
['чiезарун', 2]
['барабго', 2]
['кьололеб', 2]
['рахъунел', 2]
['рещтiине', 2]
['бугищилан', 2]
['регизе', 2]
['чуязе', 2]
['херги', 2]
['цебехун', 2]
['гали', 2]
['йихьарайго', 2]
['ахирисеб', 2]
['гiуни', 2]
['чiолел', 2]
['радалго', 2]
['раккун', 2]
['цевехун', 2]
['церехун', 2]
['регун', 2]
['жиндихъаго', 2]
['васасдаса', 2]
['кванида', 2]
['ратiлида', 2]
['къазе', 2]
['толел', 2]
['хiайваназул', 2]
['ватiа', 2]
['гiодойги', 2]
['ханасдаги', 2]
['ярагъгун', 2]
['ячiа', 2]
['къотiе', 2]
['вачiунаго', 2]
['халкъгун', 2]
['толей', 2]
['кьурдизе', 2]
['кiулалги', 2]
['гьоркьохъеб', 2]
['мина', 2]
['ведро', 2]
['щибин', 2]
['гьанжесалаги', 2]
['жул', 2]
['чiартаз', 2]
['жанибгийищ', 2]
['велъун', 2]
['сундукi', 2]
['кканиги', 2]
['лъугьуна', 2]
['мокърукьа', 2]
['цiунцiрабазул', 2]
['дуде', 2]
['рекъезабун', 2]
['лъугiун', 2]
['ччугiа', 2]
['рагiалдаса', 2]
['масъала', 2]
['кваназеги', 2]
['цiунцiрабаз', 2]
['чiаниги', 2]
['бакъанил', 2]
['гiужалде', 2]
['наяз', 2]
['кьили-къайги', 2]
['рахъалдехунги', 2]
['ччугiил', 2]
['жаниса', 2]
['хоноги', 2]
['васасдаги', 2]
['дагьавго', 2]
['гьардон', 2]
['радалалде', 2]
['батулаанила', 2]
['къинлъизе', 2]
['русснив', 2]
['вацго', 2]
['щвеларедухъ', 2]
['щван', 2]
['лахiзаталда', 2]
['васасухъ', 2]
['нолъ', 2]
['хъирщун', 2]
['чанго', 2]
['тату', 2]
['гьанир', 2]
['рилълъинин', 2]
['кьодасан', 2]
['кьодухъ', 2]
['гъоркьчiелги', 2]
['тагьидул', 2]
['кьвагьараб', 2]
['гъажалда', 2]
['чодехун', 2]
['гьанивги', 2]
['дуцайищ', 2]
['толарев', 2]
['гьенисаги', 2]
['гьелдаги', 2]
['вачiуневин', 2]
['гъажалде', 2]
['ккарай', 2]
['къоялдасан', 2]
['вокьанила', 2]
['хъаравуллъун', 2]
['гьасухъ', 2]
['бахiри', 2]
['къун', 2]
['рукiанин', 2]
['рукiараб', 2]
['ретiел-хьитгун', 2]
['муинил', 2]
['кiалтiу', 2]
['кьижараб', 2]
['нилъги', 2]
['ишги', 2]
['гьабунин', 2]
['вацалгун', 2]
['чiвалилан', 2]
['кiалтiеги', 2]
['нохъоялда', 2]
['кидагоялъе', 2]
['досги', 2]
['гьевго', 2]
['заманго', 2]
['толарого', 2]
['магiишат', 2]
['бецасда', 2]
['рекiарал', 2]
['хiукмуялда', 2]
['чiужу-гiадан', 2]
['тира-сверулел', 2]
['ругони', 2]
['хъваштiан', 2]
['киналгоги', 2]
['сун', 2]
['рикiкiадаб', 2]
['йилъанила', 2]
['хiурматалъе', 2]
['ахiвал-хiал', 2]
['щинаб', 2]
['къойил', 2]
['ячiин', 2]
['къойидаса', 2]
['къойиде', 2]
['лъазабизе', 2]
['гьадинай', 2]
['бецук', 2]
['вукiаниги', 2]
['цогидав', 2]
['лагiун', 2]
['хъарталъул', 2]
['чiвазеги', 2]
['ссуссун', 2]
['лага', 2]
['хiухьелги', 2]
['аян', 2]
['меседуца', 2]
['къоролалда', 2]
['магь', 2]
['бицатабгiадаб', 2]
['магьги', 2]
['инаро', 2]
['борохьги', 2]
['борхьил', 2]
['къадада', 2]
['кiийиде', 2]
['эбелалъухъе', 2]
['тiойитiизе', 2]
['зинкiкiун', 2]
['гiодулев', 2]
['ралъдалъ', 2]
['тiегь', 2]
['гiодое', 2]
['витiулев', 2]
['мацiалъ', 2]
['камизарурал', 2]
['макьица', 2]
['витiизейилан', 2]
['абулел', 2]
['гiадамил', 2]
['къотi-къотiун', 2]
['рокъосеб', 2]
['тiубазабун', 2]
['ххвелги', 2]
['къвал', 2]
['садакъа', 2]
['къагiида', 2]
['тiубалеб', 2]
['регiун', 2]
['квана-гьекъезе', 2]
['къинай', 2]
['дагьайги', 2]
['щиб-кинали', 2]
['кканин', 2]
['батилилан', 2]
['хьвадулел', 2]
['рохьоб', 2]
['хъаравулзаби', 2]
['хъалаялъуве', 2]
['кiварав', 2]
['рехеян', 2]
['кiалгiабахъ', 2]
['сверулаго', 2]
['гьве', 2]
['дунин', 2]
['гьоркьосан', 2]
['рачiги', 2]
['улка-ракьги', 2]
['газаргъоги', 2]
['ганчiидаса', 2]
['нах', 2]
['нахул', 2]
['натiухi', 2]
['гiунтiун', 2]
['нахги', 2]
['лълъарал', 2]
['лълъар', 2]
['сурпаялда', 2]
['бадибе', 2]
['кепалда', 2]
['рахiат', 2]
['жидер', 2]
['квана-гьекъей', 2]
['сукiун', 2]
['бихьизабизе', 2]
['къулун', 2]
['кiалъанила', 2]
['нижедаса', 2]
['вачiани', 2]
['вачiинилан', 2]
['квешезе', 2]
['нукарги', 2]
['гьечiоанила', 2]
['тiагiамал', 2]
['хьолбохъ', 2]
['кванай', 2]
['рати', 2]
['рукiинчiел', 2]
['хаган', 2]
['вукiинавунила', 2]
['киндай', 2]
['ахир', 2]
['битiизабун', 2]
['бихьизабунила', 2]
['хiулараб', 2]
['бачине', 2]
['шагьи-кепекалде', 2]
['гъобго', 2]
['тiилги', 2]
['ккезабунила', 2]
['къваригiаниги', 2]
['гьабилебан', 2]
['кусачиясул', 2]
['азбаралъуве', 2]
['вокьуларев', 2]
['рекiее', 2]
['вереха', 2]
['тоге', 2]
['гьод', 2]
['хiамица', 2]
['хiамил', 2]
['гьоболасе', 2]
['гiедегiун', 2]
['лъида', 2]
['мал', 2]
['бичулеб', 2]
['нужее', 2]
['багьаги', 2]
['тiепун', 2]
['щвечiониги', 2]
['гiадамаздаса', 2]
['миккиялда', 2]
['тiилалгун', 2]
['вугелъул', 2]
['тiилазда', 2]
['гьардезе', 2]
['ахiдолев', 2]
['вукiаян', 2]
['щваралго', 2]
['кусаги', 2]
['чiужуялъулги', 2]
['бахъарабго', 2]
['буюранила', 2]
['къваригiани', 2]
['лъицаниги', 2]
['гьагьал', 2]
['хьоп', 2]
['валагье', 2]
['гъотiодеги', 2]
['бусенги', 2]
['жийгоги', 2]
['хъвезе', 2]
['алмасги', 2]
['лъухьун', 2]
['кваназавунила', 2]
['щоларого', 2]
['цiалкiуги', 2]
['гiурухъе', 2]
['хiетi-бетiерги', 2]
['кекебагiарил', 2]
['хъартида', 2]
['лъилъун', 2]
['гiолеб', 2]
['хинкiал', 2]
['цiахаялда', 2]
['хеч', 2]
['чучараб', 2]
['гьейго', 2]
['таргьаги', 2]
['юссараб', 2]
['хварал', 2]
['тiирабаз', 2]
['ццидаханила', 2]
['бичасхiа', 2]
['дагьай', 2]
['маян', 2]
['сахi', 2]
['кiодо', 2]
['тiохдеги', 2]
['бахъинабун', 2]
['нагiана', 2]
['жемун', 2]
['гьабулей', 2]
['хiалалде', 2]
['махщел', 2]
['миккил', 2]
['балагьулеб', 2]
['духъ', 2]
['гъамасгун', 2]
['дагьалъ', 2]
['таргьа', 2]
['лъималги', 2]
['жоялда', 2]
['жоялде', 2]
['бигьа-гьавун', 2]
['лъараб', 2]
['хадувги', 2]
['цевесан', 2]
['картiалги', 2]
['бахъунеб', 2]
['бокьичiого', 2]
['рекiинавун', 2]
['квералъ', 2]
['гьаркьал', 2]
['хiинкъунги', 2]
['щваравго', 2]
['сверизабун', 2]
['къоно', 2]
['ккарабилан', 2]
['чiана', 2]
['рокъовехун', 2]
['цебеса', 2]
['лъабго-ункъо', 2]
['вилълъа', 2]
['доба', 2]
['къватiивехун', 2]
['чирмакъали', 2]
['рукiинчiого', 2]
['босизехъин', 2]
['хiалихъе', 2]
['кутакалъ', 2]
['рахазда', 2]
['чiалу', 2]
['ичiавго', 2]
['гьабизеги', 2]
['бегьулин', 2]
['тiолалго', 2]
['рачлида', 2]
['рагiарабго', 2]
['бажарани', 2]
['инкар', 2]
['кiвечiев', 2]
['цоцаде', 2]
['хинкiалги', 2]
['гьазухъ', 2]
['кванихъ', 2]
['гьанахъ', 2]
['кунеб', 2]
['кiалъаге', 2]
['лъадиги', 2]
['яле', 2]
['аллагь', 2]
['лъабабизе', 2]
['канаб', 2]
['гьерекiдерил', 2]
['жамагiаталъул', 2]
['азайни', 2]
['гьагьалги', 2]
['бахъа-тараб', 2]
['ретiел-хьит', 2]
['партал', 2]
['балагьилин', 2]
['вахъунев', 2]
['жалазул', 2]
['дандчiванила', 2]
['нухлуласда', 2]
['биче', 2]
['бичиларо', 2]
['азайниса', 2]
['мугiрузде', 2]
['тира-сверизе', 2]
['хъизаналъе', 2]
['берцинго', 2]
['разиго', 2]
['балелде', 2]
['ругониги', 2]
['кьечiо', 2]
['гьавизе', 2]
['бахъе', 2]
['чодагун', 2]
['гiачивехьасда', 2]
['кьуни', 2]
['куцалда', 2]
['нукарасе', 2]
['щивали', 2]
['хисанила', 2]
['гьадинав', 2]
['рекъай', 2]
['мискинчиясда', 2]
['щибилан', 2]
['къуралъубе', 2]
['бортулареб', 2]
['малълъухъе', 2]
['гiакъилай', 2]
['мачiу', 2]
['цойидасан', 2]
['ханазул', 2]
['тiанчiиги', 2]
['ханалги', 2]
['ясалде', 2]
['гiинтiамичiила', 2]
['ханасдаса', 2]
['расандулел', 2]
['гугарулел', 2]
['чiарай', 2]
['ихтилат-кеп', 2]
['къецалде', 2]
['къецалъе', 2]
['гьелъулги', 2]
['лъеда', 2]
['спичкаялъул', 2]
['чаран', 2]
['тiинчiаб', 2]
['халкъалда', 2]
['цiаралдасан', 2]
['гiакъилзабазул', 2]
['цiодорав', 2]
['гьурмада', 2]
['чiухiун', 2]
['тiагiамаб', 2]
['жавабалъ', 2]
['ккелин', 2]
['тiадегiанав', 2]
['кидаха', 2]
['ургъичiого', 2]
['хiурхiида', 2]
['божарав', 2]
['бугебан', 2]
['кьварараб', 2]
['тiубазе', 2]
['хiурмат', 2]
['хiубиги', 2]
['магiидаса', 2]
['хiиллаялъе', 2]
['гiорцiизегiан', 2]
['хiуби', 2]
['ассалам', 2]
['буссинабунила', 2]
['бекьулеб', 2]
['бичизе', 2]
['тейин', 2]
['хъизам', 2]
['бицина', 2]
['жояли', 2]
['болоца', 2]
['гьудулав', 2]
['цадахъго', 2]
['мохмохги', 2]
['бащдаб', 2]
['бихьула', 2]
['вукiуна', 2]
['хьвадизе', 2]
['гiака', 2]
['инегiан', 2]
['малъараб', 2]
['рагьдателас', 2]
['гъосул', 2]
['бетiергьанчияс', 2]
['вачiунарев', 2]
['бачараб', 2]
['гiадамазухъ', 2]
['роцiцiараб', 2]
['ракъуца', 2]
['чiезавун', 2]
['балъголъиялъул', 2]
['мискинчиясе', 2]
['гьалеха', 2]
['гьелдасаги', 2]
['хирияб', 2]
['цогияб', 2]
['хiапара', 2]
['гiантав', 2]
['эркен', 2]
['буюрухъ', 2]
['жиндасаго', 2]
['кьолаанила', 2]
['рехсараб', 2]
['хiисабалда', 2]
['гьаюралъухъ', 2]
['кинабалиго', 2]
['мадугьалихъ', 2]
['дибирасда', 2]
['бесдаласул', 2]
['шагьаразде', 2]
['хiайваналги', 2]
['кколила', 2]
['устарасухъе', 2]
['нахъбуссун', 2]
['аварагасул', 2]
['чиясухъа', 2]
['кiулал', 2]
['васищ', 2]
['бокьила', 2]
['ругьунлъизе', 2]
['кьунани', 2]
['устарги', 2]
['вегизеги', 2]
['рихьун', 2]
['гьадинал', 2]
['вакьадасда', 2]
['туснахъалъув', 2]
['ханжарги', 2]
['гьабигьан', 2]
['гьабихъе', 2]
['тiохтiа', 2]
['вачiарас', 2]
['боси', 2]
['гiантаб', 2]
['иццда', 2]
['рагiабазе', 2]
['кiкiвинаан', 2]
['гьелъухъги', 2]
['ахiила', 2]
['унго-унго', 2]
['кiалъани', 2]
['мугъзадаса', 2]
['чiоло', 2]
['балагьанагури', 2]
['цiергун', 2]
['балагьана', 2]
['хiинкъарал', 2]
['гiащтiи', 2]
['гiадада', 2]
['дицаго', 2]
['кванана', 2]
['рана', 2]
['гвангвараялда', 2]
['най', 2]
['ахiи-хiуралда', 2]
['кинал', 2]
['байбихьана', 2]
['мугъ', 2]
['хвечiого', 2]
['кидаялиго', 2]
['щапун', 2]
['гьардей', 2]
['хехлъи', 2]
['ккве', 2]
['гiадамазул', 2]
['инехъин', 2]
['вахъаравго', 2]
['чиясухъ', 2]
['чiикiулеб', 2]
['лъавудаса', 2]
['хасел', 2]
['хiукмуги', 2]
['бихьарабго', 2]
['къади', 2]
['вукiанищ', 2]
['намус', 2]
['киналъего', 2]
['нукарзаби', 2]
['аскiоре', 2]
['хъуй', 2]
['церги', 2]
['рагъиде', 2]
['жанавараз', 2]
['бокьулеб', 2]
['рагьдателалъ', 2]
['кагътида', 2]
['гордухъа', 2]
['дуегоги', 2]
['эбелалъеги', 2]
['гiагарлъиги', 2]
['кисадай', 2]
['рохалида', 2]
['шкафалда', 2]
['бачiине', 2]
['гьединго', 2]
['вокзалалде', 2]
['бегьуларо', 2]
['мадугьалалда', 2]
['кидадай', 2]
['лъукъарай', 2]
['гьечiей', 2]
['жиндицаго', 2]
['рокьиги', 2]
['йикiина', 2]
['бакизе', 2]
['цiулада', 2]
['ракiарун', 2]
['тiавус', 2]
['гьаюн', 2]
['руччабазул', 2]
['гъозда', 2]
['чагiаца', 2]
['портреталда', 2]
['саяхъ', 2]
['ханасухе', 2]
['гьанжесала', 2]
['гъовги', 2]
['ахираталдаса', 2]
['хъизаналъ', 2]
['бикьизе', 2]
['данделъанила', 2]
['гiод-гiодун', 2]
['бихьинал', 2]
['киназего', 2]
['базаралдаса', 2]
['лълъел', 2]
['цiолеб', 2]
['чуризе', 2]
['тамашалъи', 2]
['лъабнусго', 2]
['букiарабилан', 2]
['гьезухъе', 2]
['босаралъухъ', 2]
['гьенибго', 2]
['хинлъун', 2]
['бахiарасда', 2]
['тiимугъги', 2]
['хантiан', 2]
['къинавгийищ', 2]
['бихьинчи', 2]
['бацiицаги', 2]
['гьудулас', 2]
['бахiарасул', 2]
['бечеги', 2]
['анин', 2]
['минаялъул', 2]
['гьараразеги', 2]
['оцол', 2]
['гьарарасе', 2]
['буртинагун', 2]
['букiарабани', 2]
['йитiун', 2]
['тiадруссун', 2]
['чумартие', 2]
['чiварас', 2]
['тiагъуралъухъ', 2]
['лъеца', 2]
['чумартги', 2]
['ричарухъабаз', 2]
['кьурда', 2]
['кибе', 2]
['лъадуца', 2]
['цебего', 2]
['дад', 2]
['щар', 2]
['дадги', 2]
['балебан', 2]
['гъозги', 2]
['босарав', 2]
['тай', 2]
['битiаги', 2]
['хiалица', 2]
['гьабейин', 2]
['щарги', 2]
['буссине', 2]
['бесдалас', 2]
['чiоларого', 2]
['цiумалъ', 2]
['бегьиларин', 2]
['бесдалавги', 2]
['унтараб', 2]
['тiогъронир', 2]
['гьоболалъул', 2]
['гьудулги', 2]
['эхебе', 2]
['зилуве', 2]
['чiичiидилаго', 2]
['кiанцiе', 2]
['къвачiил', 2]
['гьабилаян', 2]
['жоялъ', 2]
['жиб', 2]
['бакканила', 2]
['иналде', 2]
['щукру', 2]
['ракагiат', 2]
['гьабиги', 2]
['цiер', 2]
['кутакав', 2]
['рии', 2]
['кутакабги', 2]
['базеги', 2]
['гiазу', 2]
['гьединлъидалин', 2]
['хiанчiаз', 2]
['куркьби', 2]
['рекiеда', 2]
['ччугiбиниги', 2]
['инсанасда', 2]
['царада', 2]
['щванилан', 2]
['бацi', 2]
['хiинчiги', 2]
['хъвай-къадар', 2]
['рохьое', 2]
['магiарухъ', 2]
['ганчiиде', 2]
['гiолохъанал', 2]
['цояз', 2]
['цогидаз', 2]
['тiабигiаталда', 2]
['базабулаанила', 2]
['ихтияр', 2]
['тiабигiат', 2]
['тiабигiаталъул', 2]
['тiалаб-агъаз', 2]
['зина-хатiа', 2]
['хъубаб', 2]
['мукiурлъизе', 2]
['ахир-къадги', 2]
['рещтiуна', 2]
['росабазе', 2]
['авараг', 2]
['мачiчiабиги', 2]
['аварагги', 2]
['буссун', 2]
['цiияв', 2]
['чiужугiаданалъул', 2]
['рачлихъа', 2]
['бахчараб', 2]
['бахарганги', 2]
['модуги', 2]
['циндаго', 2]
['ворхатав', 2]
['чвердолей', 2]
['яхъараб', 2]
['егун', 2]
['бижула', 2]
['ккечiого', 2]
['бахъула', 2]
['цiобас', 2]
['гiарз', 2]
['васаз', 2]
['берцинлъиялдаса', 2]
['тiагiинабун', 2]
['дагьа-дагьабккун', 2]
['тiурччиги', 2]
['рекiарасда', 2]
['жибгоги', 2]
['букiарабила', 2]
['самудилал', 2]
['самудиял', 2]
['рахчун', 2]
['гiаздал', 2]
['букiунилан', 2]
['садилал', 2]
['цiикiкiун', 2]
['кьуру', 2]
['тухумазул', 2]
['цiадуца', 2]
['чилавил', 2]
['чiужугiадамалъул', 2]
['бурутi', 2]
['яцгiал', 2]
['вегараб', 2]
['рагiидал', 2]
['лъалкiалда', 2]
['циялда', 2]
['будулааз', 2]
['вехьлъи', 2]
['ясалаз', 2]
['сордо-къоялъ', 2]
['рукьби', 2]
['таргьинир', 2]
['гъоба', 2]
['цiадуда', 2]
['гiолил', 2]
['жидехъего', 2]
['гье-лда', 2]
['бицунге', 2]
['хiориниб', 2]
['хiориний', 2]
['лъедолей', 2]
['вакьадас', 2]
['дургъула', 2]
['темирхьоясал', 2]
['мучари', 2]
['гiиявехьас', 2]
['ахiдолей', 2]
['квас-рас', 2]
['дургъун', 2]
['захiматго', 2]
['сахлъун', 2]
['гьавизеги', 2]
['чiахiиял', 2]
['бусса', 2]
['гiали', 2]
['киниялда', 2]
['нохъодаса', 2]
['дагiние', 2]
['бачiунилан', 2]
['патiимат', 2]
['бахiараб', 2]
['йикiарайила', 1]
['гъаравушгун', 1]
['ясалгун', 1]
['бокьа-бокьараб', 1]
['пихъги', 1]
['чiалгiинегiан', 1]
['расандизеги', 1]
['расандун', 1]
['махсара-кепги', 1]
['руссунаанила', 1]
['махсара-хочiалда', 1]
['ясазде', 1]
['чiичiидулаго', 1]
['мокъокъил', 1]
['хъархъалъе', 1]
['гiундул', 1]
['ккарал', 1]
['гьание', 1]
['кiалъаялда', 1]
['вилълъинаро', 1]
['циялдаса', 1]
['камилареб', 1]
['рокъоехун', 1]
['вилълънила', 1]
['ахiдолаго', 1]
['шагьарулъул', 1]
['пиша', 1]
['пишаги', 1]
['гучги', 1]
['хутiиларо', 1]
['хьихьила', 1]
['гьалдаса', 1]
['хъазахъ', 1]
['дудаго', 1]
['хъазахъги', 1]
['дагьа-макъаб', 1]
['къваригун', 1]
['кваназабе', 1]
['гiарщ-кварги', 1]
['вачiинчiони', 1]
['цилгiиницаги', 1]
['квар-гiарщги', 1]
['гiарщги', 1]
['нусабго', 1]
['эбги', 1]
['къед', 1]
['тiезабулебгун', 1]
['цогидасул', 1]
['гордо', 1]
['речiчiизабулебгун', 1]
['каву', 1]
['гiатiид', 1]
['рохьалъ', 1]
['тiурканила', 1]
['цилгiинго', 1]
['вуссунареб', 1]
['некiогоялдаса', 1]
['гьалил', 1]
['гьоцiий', 1]
['лалда', 1]
['хъата-масан', 1]
['бегьея', 1]
['ехъерхъун', 1]
['чiая', 1]
['рукъгiанасеб', 1]
['тiалъелги', 1]
['борхизабун', 1]
['нахъехунги', 1]
['габурги', 1]
['югiа-юсун', 1]
['къазаюнила', 1]
['йиччаларо', 1]
['диргун', 1]
['гьабиго', 1]
['мугъзаде', 1]
['бахъарабищ', 1]
['налъул', 1]
['гьологи', 1]
['бакьан', 1]
['якьан', 1]
['бичасе', 1]
['йикiаралъуе', 1]
['рукiалидеги', 1]
['мугъзалъ', 1]
['малги', 1]
['йихьизе', 1]
['йикiунге', 1]
['чiезабила', 1]
['гаргадулев', 1]
['добцояб', 1]
['аздагьодул', 1]
['кьея', 1]
['перхезабулаго', 1]
['бехъерхъанила', 1]
['цилгiиниде', 1]
['жужахi', 1]
['гьалъиеги', 1]
['вукiинев', 1]
['хъарталги', 1]
['аздагьабиги', 1]
['рукiа-рукiаралъуре', 1]
['щвезарулев', 1]
['цiилгиница', 1]
['аздагьогун', 1]
['хъамураб', 1]
['тiамах', 1]
['нухаса', 1]
['дандчiвараб', 1]
['рехьедги', 1]
['хинкi', 1]
['къулчiанила', 1]
['мугъго', 1]
['беканила', 1]
['дарманги', 1]
['лъугiанила', 1]
['вуссунге', 1]
['рекiараб-лъелаб', 1]
['вагъаранила', 1]
['боца', 1]
['бихъулаанила', 1]
['толарила', 1]
['чiотiоца', 1]
['гьалаг', 1]
['гьавулев', 1]
['речiчiулел', 1]
['чiораз', 1]
['цiуне', 1]
['ворчiулаяли', 1]
['бодулъан', 1]
['гьенивищ', 1]
['кьабгiун', 1]
['ункъиде', 1]
['зунизабун', 1]
['кiиазаргояв', 1]
['гьедигiанго', 1]
['бо', 1]
['цiакълъи', 1]
['гьаюрав', 1]
['гiодовги', 1]
['ххенезабулев', 1]
['бачарав', 1]
['гьабигьанас', 1]
['гъоре', 1]
['шуршуди', 1]
['рекъаб', 1]
['гiанкiидаги', 1]
['рекъ-щинкiанги', 1]
['рокьо', 1]
['бихъаги', 1]
['квинчiони', 1]
['вихьизавулев', 1]
['гъалмагъзаби', 1]
['вичанила', 1]
['гьасиеги', 1]
['гьалмагъзабиги', 1]
['хьагиниса', 1]
['бахъулев', 1]
['квайги', 1]
['гiанкiидасаги', 1]
['бихъизе', 1]
['рохтиги', 1]
['гъотiоца', 1]
['бакъинегiанги', 1]
['къасиги', 1]
['къалъилалде', 1]
['жаниса-жанибе', 1]
['чинариги', 1]
['бакьулъаги', 1]
['гьабигьанасги', 1]
['гъутiбираччицаги', 1]
['вегьанила', 1]
['вухiун', 1]
['чiарбида', 1]
['нуралъухъе', 1]
['юкъарулей', 1]
['гьумералъул', 1]
['яс-гiаданги', 1]
['мегежкiодоги', 1]
['барахщарай', 1]
['бичасухъ', 1]
['хвел-рахъиналъул', 1]
['гьаракъги', 1]
['ссуризе', 1]
['речiчун', 1]
['панкъ', 1]
['мегежкiодолги', 1]
['рокъосаги', 1]
['яхъила', 1]
['гьайила', 1]
['пурман', 1]
['ячiайин', 1]
['абилаан', 1]
['ячiунарей', 1]
['вакьан', 1]
['кверщаликьагiаги', 1]
['яхъарай', 1]
['цевеккун', 1]
['яхани', 1]
['гьанивго', 1]
['телаян', 1]
['гьабуларого', 1]
['кинги', 1]
['нагагьлъун', 1]
['рогьун', 1]
['куй', 1]
['рехулев', 1]
['кiанцiани', 1]
['уневин', 1]
['бахиналде', 1]
['цiазе', 1]
['гьалмагъзабазул', 1]
['ламартлъи', 1]
['мукъулукъаде', 1]
['ццинги', 1]
['рогьанила', 1]
['дунан', 1]
['куйги', 1]
['кiанцiулеван', 1]
['хехдариялъ', 1]
['хъатамасан', 1]
['гьоркьеги', 1]
['дургъулей', 1]
['къечоца', 1]
['дунялалдасагiаги', 1]
['гьезего', 1]
['лъимго', 1]
['букiунаребищ', 1]
['лъимни', 1]
['букiиналъе', 1]
['лъагiалидаса', 1]
['лъагiалиде', 1]
['росдаца', 1]
['элъие', 1]
['биччала', 1]
['лъагiалил', 1]
['цоцазде', 1]
['гiунтiизегiан', 1]
['биччаларебали', 1]
['унге', 1]
['тiадвуссунаро', 1]
['къадарал', 1]
['бахiарзал', 1]
['рукiинчiо', 1]
['чiварал', 1]
['чiвани', 1]
['чiвачiони', 1]
['гурхiун', 1]
['телев', 1]
['рихьея', 1]
['хералъухъа', 1]
['цiезабунила', 1]
['гiертiалги', 1]
['цiезарунила', 1]
['шагьаралдаго', 1]
['пачахiасде', 1]
['къоркьа', 1]
['дунялалъул', 1]
['гьукъулеб', 1]
['тiубазабила', 1]
['кiвезеги', 1]
['кiоларебани', 1]
['инароан', 1]
['кiочонге', 1]
['буртинадул', 1]
['гiундузда', 1]
['ххун', 1]
['гiертiалгун', 1]
['гьоболан', 1]
['гьудулан', 1]
['нечезегiагийищ', 1]
['нечоларев', 1]
['рухiалдагiагийищ', 1]
['барахщуларев', 1]
['къаяб', 1]
['нечолареб', 1]
['гьукъизе', 1]
['чiагого', 1]
['болжалалде', 1]
['буртиндул', 1]
['мегежкiодол', 1]
['алмас', 1]
['тахiанкан', 1]
['майилан', 1]
['гьаглъизе', 1]
['цоцалъцин', 1]
['рохиялъ', 1]
['хiамул', 1]
['бачал', 1]
['таманав', 1]
['кьоялъ', 1]
['цоцаца', 1]
