['буго', 300]
['мухiамадин', 2]
['бахараб', 2]
['мугiруздеги', 2]
['рахарал', 2]
['кiкiалабахъги', 2]
['щущарал', 2]
['рекiелъеги', 2]
['кочiохъанасда', 2]
['яшавалъул', 2]
['лъачiо', 2]
['бичiчiичiо', 2]
['тарихалъулъ', 2]
['кунчiун', 2]
['бижун', 2]
['гучго', 2]
['къуватго', 2]
['рагiад', 2]
['рехизе', 2]
['хiасратлъунги', 2]
['мисаллъунги', 2]
['бугеблъи', 2]
['къисматлъун', 2]
['биценалда', 2]
['васасда', 2]
['чiаян', 2]
['къалам', 2]
['заманалдасан', 2]
['бегьила', 2]
['пашманлъиги', 2]
['рокъиги', 2]
['бегiерав', 2]
['махсаро', 2]
['ракiалдаса', 2]
['жугьабиян', 2]
['сариназул', 2]
['лъунин', 2]
['хъвалаандай', 2]
['вукъилалде', 2]
['камилал', 2]
['къасидаталги', 2]
['магiабиги', 2]
['гiелалде', 2]
['ирсилазде', 2]
['ботiролъги', 2]
['течiел', 2]
['къиматалъул', 2]
['хiажатал', 2]
['гiелалъ', 2]
['цоцахъе', 2]
['регун', 2]
['загьирлъизе', 2]
['тарихалъ', 2]
['хiаракатчагiаз', 2]
['анкьабилеб', 2]
['сарин', 2]
['цебетiезе', 2]
['шагiираз', 2]
['гiаймакиса', 2]
['абубакарица', 2]
['кудалиса', 2]
['хiасаница', 2]
['сагiидица', 2]
['хьаргабиса', 2]
['ругъжаса', 2]
['бакьагьечiиса', 2]
['щивас', 2]
['гъварилъи', 2]
['гiурхъаби', 2]
['расулица', 2]
['хур', 2]
['бигьаяб', 2]
['ратани', 2]
['захiмат', 2]
['тушман', 2]
['гьайгьай', 2]
['тiобитiана', 2]
['кочiохъанасги', 2]
['цогияб', 2]
['хутiаралъул', 2]
['бицунагоги', 2]
['рокьулъги', 2]
['бахчана', 2]
['цогиязе', 2]
['цiунана', 2]
['сангаралъ', 2]
['чiелищ', 2]
['кверщаликьа', 2]
['борчiун', 2]
['цiаялъ', 2]
['речiчiун', 2]
['йикiин', 2]
['гьайбатлъи', 2]
['гьечiей', 2]
['руччабазе', 2]
['тiадегiанабги', 2]
['къиматабги', 2]
['гьайбатабги', 2]
['гьецiо', 2]
['бухiилаан', 2]
['гьабунщинаб', 2]
['биххилаан', 2]
['дуй', 2]
['чiанани', 2]
['чвахи', 2]
['гiаламатал', 2]
['чiолел', 2]
['рехъалъа', 2]
['чiвалел', 2]
['ритiухълъи', 2]
['гьечiолъиялъул', 2]
['къадруялъул', 2]
['къосараб', 2]
['къватiахъ', 2]
['квешлъи', 2]
['цiикiкiарасул', 2]
['нацi', 2]
['цогияв', 2]
['лъугiичiого', 2]
['данделъулеб', 2]
['напсалда', 2]
['хасияталда', 2]
['тiабигiаталда', 2]
['квешлъигун', 2]
['ццингун', 2]
['тушманзабигун', 2]
['тiадчагiигун', 2]
['дунялгун', 2]
['пашманго', 2]
['хутiанин', 2]
['жив-жив', 2]
['назму', 2]
['вагiза', 2]
['пачазаби', 2]
['ургъелалъ', 2]
['бакiарун', 2]
['каламалъ', 2]
['ярагъ', 2]
['гьудулзабазе', 2]
['марьям', 2]
['кутакаб', 2]
['рукь', 2]
['чергес', 2]
['ццидалав', 2]
['мукъсанаб', 2]
['кодоб', 2]
['гьаве', 2]
['святая', 2]
['квералги', 2]
['тушманги', 2]
['босен', 2]
['тiагiарав', 2]
['чiухiараб', 2]
['хъваян', 2]
['данд', 2]
['ратiалъун', 2]
['руссинаруна', 2]
['цiидасан', 2]
['лъалин', 2]
['хъахiабросолъа', 2]
['гьавун', 2]
['рекъарай', 2]
['гьабеян', 2]
['бицинеб', 2]
['ахiичiо', 2]
['партизанахъе', 2]
['витiун', 2]
['хъачагъаз', 2]
['бичiчiун', 2]
['отрядин', 2]
['туснахъалда', 2]
['ин', 2]
['цебесеб', 2]
['гiагарлъиялъ', 2]
['азбаралде', 2]
['дагьида', 2]
['хiалтiуде', 2]
['вукiунаанила', 2]
['бокьани', 2]
['баниги', 2]
['лъугьине', 2]
['яккарай', 2]
['восун', 2]
['ракiал', 2]
['анищазул', 2]
['гъазихiумил', 2]
['патiинал', 2]
['эбел-инсуца', 2]
['гьалбадерил', 2]
['цаби', 2]
['гiисинал', 2]
['хутiулароан', 2]
['берталъ', 2]
['эбелалда', 2]
['ахiараб', 2]
['чугун', 2]
['хадувги', 2]
['абулелги', 2]
['вихьун', 2]
['кiияйго', 2]
['гьудулалъ', 2]
['нухалда', 2]
['хъамурай', 2]
['ккечiев', 2]
['кьварараб', 2]
['зигараялъ', 2]
['жалгун', 2]
['патiимат', 2]
['гiаданалъ', 2]
['гормендо', 2]
['балагьани', 2]
['ругьунаб', 2]
['цiазе', 2]
['бибулат', 2]
['лъутун', 2]
['нахъияб', 2]
['батiа', 2]
['бичiчiарав', 2]
['щоларей', 2]
['йихьизе', 2]
['судалде', 2]
['бахiарчи', 2]
['бичулеб', 2]
['гъурущ', 2]
['диргун', 2]
['ахiарабго', 2]
['вахъизе', 2]
['гiакъил', 2]
['кечi-бакъан', 2]
['нуха', 2]
['махсароги', 2]
['бицинеги', 2]
['сверизабун', 2]
['бичiчiизабулеб', 2]
['ваккун', 2]
['чiоро', 2]
['анищан', 2]
['бижизабулаан', 2]
['пасихiлъи', 2]
['камил', 2]
['бегiерлъи', 2]
['чiанкiадасан', 2]
['къокъ', 2]
['унтул', 2]
['бицунев', 2]
['гьезде', 2]
['роценги', 2]
['курхьаби', 2]
['букiарабали', 2]
['з', 2]
['мацiалъ', 2]
['гьоцiо', 2]
['рокьани', 2]
['букiинилан', 2]
['гьабги', 2]
['шамсузухiаялъухъ', 2]
['рииндал', 2]
['абизин', 2]
['гiинтiаме', 2]
['булбул', 2]
['кiолев', 2]
['щобде', 2]
['гьечiищ', 2]
['гiемерлъани', 2]
['каранлъ', 2]
['унтиялъе', 2]
['самаалда', 2]
['исана', 2]
['тiезе', 2]
['гiелалда', 2]
['кучiдулгун', 2]
['гьайизе', 2]
['цiаралдасан', 2]
['хiамзатовас', 2]
['бачiиндал', 2]
['лъе', 2]
['ракiалъ', 2]
['гьаюраб', 2]
['хiалтiизабуна', 2]
['район', 2]
['накiкiил', 2]
['тiагiамал', 2]
['дагъистаналъе', 2]
['генуб', 2]
['революционер', 2]
['ахiулаго', 2]
['хiунсана', 2]
['магiарулаз', 2]
['къуватаз', 2]
['къадру', 2]
['дир-', 2]
['лъалароан', 2]
['бокьоб', 2]
['панз', 2]
['лъухьизе', 2]
['каранзуй', 2]
['кепаб', 2]
['гьуриялъул', 2]
['вацлъиялъул', 2]
['рагьарав', 2]
['ахiмадов', 2]
['2008', 2]
['кьоларев', 2]
['бахiарчилъиялъул', 2]
['чигун', 2]
['полкалъул', 2]
['гiалхулаб', 2]
['дивизия', 2]
['ленинилаб', 2]
['бахъинчiого', 2]
['вокьун', 2]
['революциялъул', 2]
['гьездаги', 2]
['хiасратай', 2]
['гьабидал', 2]
['хьвадулаго', 2]
['лъечiого', 2]
['лебалав', 2]
['кiалзул', 2]
['гьунаралъе', 2]
['ахiулей', 2]
['мал', 2]
['хiалалъул', 2]
['унгояв', 2]
['баяналги', 2]
['жигар', 2]
['бахъулел', 2]
['жабрагiил', 2]
['унсоколоса', 2]
['мехалдаго', 2]
['рекiине', 2]
['бокьаниги', 2]
['бокьичiониги', 2]
['кiола', 2]
['цудунго', 2]
['мехалъго', 2]
['чураяв', 2]
['гiазизов', 2]
['пазлудиновас', 2]
['гiалимзаби', 2]
['бадави', 2]
['i984', 2]
['макъалаялда', 2]
['росулъги', 2]
['кьезеги', 2]
['данделъулел', 2]
['тира', 2]
['бечедав', 2]
['семула', 2]
['щайтiан', 2]
['тiагiине', 2]
['хьихьизе', 2]
['арай', 2]
['чехь', 2]
['мунго', 2]
['роол', 2]
['риидал', 2]
['куйдул', 2]
['хъантiарав', 2]
['вукiинесев', 2]
['гьединлъидалин', 2]
['батi-батiиял', 2]
['гiалимзабаз', 2]
['тажудин', 2]
['шигiруялъе', 2]
['хазина', 2]
['гьелго', 2]
['суалалги', 2]
['лачен', 2]
['гьелги', 2]
['гiанса', 2]
['таманаб', 2]
['кiиго-лъабго', 2]
['балеб', 2]
['ясалъ', 2]
['дурго', 2]
['хьул', 2]
['бакараб', 2]
['гь', 2]
['ц', 2]
['щвалде', 2]
['истамбул', 2]
['читалъул', 2]
['хъахiал', 2]
['гiуцiараб', 2]
['васасулги', 2]
['халкъиял', 2]
['гiалхул', 2]
['рагъидул', 2]
['къватiул', 2]
['инилан', 2]
['къед', 2]
['релълъуна', 2]
['мухъалги', 2]
['лирик', 2]
['александр', 2]
['i927', 2]
['бихьулареб', 2]
['хiалтiизарун', 2]
['хiамзатицаги', 2]
['гiид', 2]
['бертинилан', 2]
['мекъаб', 2]
['гiалиевас', 2]
['байтал', 2]
['бегьулареб', 2]
['гъоркьа', 2]
['гiадатлъун', 2]
['руччабазда', 2]
['бихьараб', 2]
['куцалъ', 2]
['рехсезе', 2]
['гiицго', 2]
['гуревги', 2]
['гiарахъ', 2]
['лъел', 2]
['къварилъиги', 2]
['кумекалъе', 2]
['цiорорал', 2]
['иццал', 2]
['цiулал', 2]
['чiаголъи', 2]
['росабалъго', 2]
['бакiги', 2]
['телаан', 2]
['махiачхъалаялда', 2]
['кибехун', 2]
['гьорол', 2]
['кколилан', 2]
['яхi', 2]
['намус', 2]
['цiуна', 2]
['добго', 2]
['хъвайги', 2]
['нижеца', 2]
['вацгiал', 2]
['ятараб', 2]
['хiикматал', 2]
['гьимана', 2]
['гiизудин', 2]
['хiанчiун', 2]
['тiехьалдасан', 2]
['ккеларо', 2]
['кiалги', 2]
['лъугьанила', 2]
['танила', 2]
['къварилъи', 2]
['вацасул', 2]
['хьвадулев', 2]
['цiарал', 2]
['гiелмуялде', 2]
['шагiирлъиялъул', 2]
['асаралъе', 2]
['жамагiаталъеги', 2]
['магiишатги', 2]
['пишаги', 2]
['танилан', 2]
['росабалъгицин', 2]
['ралеб', 2]
['гьевилан', 2]
['унго–унгояв', 2]
['ритiухъав', 2]
['ругинги', 2]
['гурездеги', 2]
['туркаби', 2]
['кицаби', 2]
['абиял', 2]
['каламалда', 2]
['бачинеги', 2]
['ккаралъуб', 2]
['рокьулаан', 2]
['ахiулароан', 2]
['рекъелищха', 2]
['якьад', 2]
['макъалаби', 2]
['кьурав', 2]
['и', 2]
['мустахiикъавлъун', 2]
['даражаялде', 2]
['букiинчiилан', 2]
['уяб', 2]
['дагьабищ', 2]
['школалда', 2]
['рикiкiун', 2]
['диналъул', 2]
['гiуцiулеб', 2]
['ккелилан', 2]
['халкъ', 2]
['кьолаго', 2]
['таниги', 2]
['илан', 2]
['цого', 2]
['рукiаниги', 2]
['кiияздаго', 2]
['гiатiидаб', 2]
['баракат', 2]
['балев', 2]
['ватиларо', 2]
['суалал', 2]
['камуларев', 2]
['тiахьазда', 2]
['вукiиналъе', 2]
['бегьуларин', 2]
['хiужжа', 2]
['киназго', 2]
['классикияб', 2]
['чiванин', 2]
['гiадамаздаги', 2]
['бусада', 2]
['магьдилавги', 2]
['мадрасаялда', 2]
['соналдасан', 2]
['шагiирги', 2]
['хiамзатги', 2]
['бана', 2]
['бахъизегiан', 2]
['махiмудгун', 2]
['тохлъукье', 2]
['хъвай-хъвагiай', 2]
['абурав', 2]
['щолей', 2]
['къоялъги', 2]
['гьадабго', 2]
['мехалдасан', 2]
['риххун', 2]
['ралагьана', 2]
['гiабдулбегица', 2]
['рокьулел', 2]
['батилин', 2]
['буголъи', 2]
['рукъалда', 2]
['букiанила', 2]
['сандусиеги', 2]
['къарнусиеги', 2]
['кьунила', 2]
['гьабунила', 2]
['ригьнада', 2]
['лъималги', 2]
['микки', 2]
['сверухълъиялда', 2]
['игьалире', 2]
['рачiине', 2]
['жанисеб', 2]
['хьвадилел', 2]
['бичiулев', 2]
['бетiергьан', 2]
['къулгiадухъ', 2]
['раккана', 2]
['гьелдехун', 2]
['чiвазе', 2]
['ражабгун', 2]
['тiубан', 2]
['лъалей', 2]
['разилъарал', 2]
['эбел-эмен', 2]
['рохун-хинлъун', 2]
['цеберагiи', 2]
['бергьарав', 2]
['гiел', 2]
['элъие', 2]
['наслабаз', 2]
['шагiирзабазда', 2]
['мiахiмудил', 2]
['сундулго', 2]
['идеал', 2]
['цойги', 2]
['поэтасухъе', 2]
['кколеблъи', 2]
['бергьун', 2]
['абурабги', 2]
['рокьийин', 2]
['хьвада-чiвадиги', 2]
['музыкалияб', 2]
['батана', 2]
['жиндиеги', 2]
['щайха', 2]
['мунагь', 2]
['къал', 2]
['бутiрул', 2]
['алжанал', 2]
['моцiалъ', 2]
['дурги', 2]
['талихiги', 2]
['лъаларого', 2]
['бахiарчиял', 2]
['дунялалдаго', 2]
['ккечiеб', 2]
['тiиритiун', 2]
['дандчiвана', 2]
['лъазабуна', 2]
['агьлуялъ', 2]
['магiарухъе', 2]
['къоязда', 2]
['рищарал', 2]
['бугони', 2]
['чiухiиги', 2]
['херлъун', 2]
['чамас', 2]
['кочiолъа', 2]
['лъугiел', 2]
['гiола', 2]
['лъади', 2]
['гiодой', 2]
['загьирлъичiо', 2]
['тамашалъи', 2]
['ккей', 2]
['кiалъазе', 2]
['диеги', 2]
['дагiбадизе', 2]
['досие', 2]
['хъачiаб', 2]
['йикiаниги', 2]
['хiалтiуда…', 2]
['сахав', 2]
['къайи-цiа', 2]
['гiашураца', 2]
['бачiинчiо', 2]
['гiусманил', 2]
['батiалъарай', 2]
['батiалъарав', 2]
['патiиматица', 2]
['гiалахалдаги', 2]
['рицани', 2]
['бихьичiел', 2]
['ясаз', 2]
['батилаан', 2]
['кiоченчiого', 2]
['тiохда', 2]
['рахь', 2]
['вукiаго', 2]
['вай', 2]
['лъолеб', 2]
['гъвел', 2]
['бакiалдасан', 2]
['гьабеха', 2]
['муилгун', 2]
['рокьуде', 2]
['инжит', 2]
['дозул', 2]
['гьейгун', 2]
['генуса', 2]
['рукъалъ', 2]
['кумекги', 2]
['чагiазухъе', 2]
['жамилатица', 2]
['гiебеде', 2]
['рукiаралали', 2]
['гiусман', 2]
['лъималазе', 2]
['вугелдаса', 2]
['рагьда', 2]
['росуго', 2]
['ругьунлъун', 2]
['хьвадизе', 2]
['написатги', 2]
['гъой', 2]
['рекiее', 2]
['букiарабищ', 2]
['квасги', 2]
['хiакъалъулъги', 2]
['кiудиябги', 2]
['гуроанила', 2]
['гiумарицаги', 2]
['щолаан', 2]
['гьенибе', 2]
['къоялъул', 2]
['бакъанида', 2]
['гiемериселъ', 2]
['хабар-кiалалда', 2]
['валагьи', 2]
['йихьун', 2]
['ахiи-хiур', 2]
['какде', 2]
['тiобитiизе', 2]
['кiудиял', 2]
['гiолилазул', 2]
['камун', 2]
['лъида', 2]
['чагiазул', 2]
['кьижизе', 2]
['бегьичiо', 2]
['якьадалъе', 2]
['гьудулзабиги', 2]
['мадрасалде', 2]
['аллагьасда', 2]
['руго…', 2]
['балагь', 2]
['аскiое', 2]
['цее-цее', 2]
['рицун', 2]
['гiакъилав', 2]
['чiужуйилан', 2]
['батилаха', 2]
['чiужугун', 2]
['сундуе', 2]
['чiужуялде', 2]
['чiужуялда', 2]
['кучiдузде', 2]
['гъосие', 2]
['инчiей', 2]
['муидаги', 2]
['бекьдерица', 2]
['гьабиларилан', 2]
['бегьун', 2]
['рагъде', 2]
['инчiо', 2]
['ражабихъе', 2]
['гiабдулагьил', 2]
['лъималазеги', 2]
['ругьунав', 2]
['чагур', 2]
['къалиги', 2]
['гьудул-гьалмагъзабаз', 2]
['инкiвалитiаса', 2]
['мухiамадгiали', 2]
['бесдал', 2]
['сезе', 2]
['хъамизе', 2]
['гiакъилай', 2]
['цiодорай', 2]
['йикiинчiо', 2]
['гьарадерихъа', 2]
['букiинабизе', 2]
['херай', 2]
['жамилатида', 2]
['язихълъана', 2]
['хунзахъа', 2]
['аргъвани', 2]
['къаде', 2]
['аргъваниве', 2]
['хъалаялда', 2]
['полк', 2]
['чуги', 2]
['i882', 2]
['нужер', 2]
['ункъоялда', 1]
['анцiгоялдасаги', 1]
['гъесул', 1]
['рагiа-ракьанде', 1]
['лъазабиялда', 1]
['ричiчiизаризе', 1]
['поэталги', 1]
['хъвадарухъабиги', 1]
['литературоведалги', 1]
['журналисталги', 1]
['щвеялги', 1]
['бичiчiуна', 1]
['дунялъулго', 1]
['жанивцин', 1]
['поэзиялъ', 1]
['батiи-батiияб', 1]
['ракiалдещвеял', 1]
['хиялазул', 1]
['рекъечiев', 1]
['кьечiеб', 1]
['кьоял', 1]
['тiубалареб', 1]
['гiишкъуялъул', 1]
['вихьула', 1]
['зодивехун', 1]
['бакъалдехун', 1]
['моцiалдехун', 1]
['цiвабзаздехун', 1]
['къулгьудай', 1]
['сверараб', 1]
['саяхъаб', 1]
['гьава', 1]
['гьундухъе', 1]
['бахуна', 1]
['халкъги', 1]
['гiазаблъаяб', 1]
['тiубангутiи', 1]
['мугьру', 1]
['социалиял', 1]
['ккунгутiияз', 1]
['эхетизабураб', 1]
['сангар', 1]
['ратiалъарал', 1]
['бегьулин', 1]
['мехалъцин', 1]
['рахъунаро', 1]
['къадаралде', 1]
['инкъилабалъ', 1]
['рачiиндал', 1]
['поэзиялъулъги', 1]
['лъимерцин', 1]
['биччазе', 1]
['лъалкiлъун', 1]
['рикiкiен', 1]
['гiолезе', 1]
['ругеблъи', 1]
['лъалароян', 1]
['бахинабулеб', 1]
['тiахьалги', 1]
['рахъулеб', 1]
['халкъаз', 1]
['рачiинилан', 1]
['чiаголъана', 1]
['ккаразе', 1]
['тiехьлъун', 1]
['магомедов', 1]
['исаевич', 1]
['–директор', 1]
['школы', 1]
['кахабросо', 1]
['хiалтiухъабазулги', 1]
['хзъвадарухъабазулги', 1]
['гiумруялдехунги', 1]
['пагьму-гьунаралдехунги', 1]
['-рокьул', 1]
['хъала', 1]
['шапаниги', 1]
['хiассан-ханил', 1]
['гiарацгiан', 1]
['бецiцiулеб', 1]
['жубачiеб', 1]
['ччурал', 1]
['лъар', 1]
['балалъан', 1]
['тiамуралъул', 1]
['бакънал', 1]
['гiинтiе', 1]
['базабун', 1]
['хъурайсингун', 1]
['хъвалаго', 1]
['тiамургун', 1]
['михъалъе', 1]
['гьимулев', 1]
['хутiуларо', 1]
['щванщинахъе', 1]
['росабазде', 1]
['щайдай', 1]
['абулебали', 1]
['лъеялъул', 1]
['ризал', 1]
['хъахiавилан', 1]
['хъахiасул', 1]
['гiагардехун', 1]
['щулалъул', 1]
['гочун', 1]
['жидеего', 1]
['барабила', 1]
['тiамурал', 1]
['археологиялъулал', 1]
['лъалкiаз', 1]
['шулалъул', 1]
['кiанцiулездаса', 1]
['расалъиялда', 1]
['гьабулезул', 1]
['цебегоялдаса', 1]
['гiи-боцiухъанлъи', 1]
['хурухъанлъи', 1]
['рукiа-рахъин', 1]
['кутакал', 1]
['рагъал', 1]
['ккечiониги', 1]
['бодулъ', 1]
['тiибитiарал', 1]
['рахъинчiониги', 1]
['росабазулго', 1]
['рагъулги', 1]
['хъвай-хъвагiаязда', 1]
['хiалтiабазулъ', 1]
['щвеязулъ', 1]
['хъахiабросдалги', 1]
['дандчiвалеб', 1]
['лъарагi', 1]
['буйнакск', 1]
['церегосел', 1]
['хъвай-хъвагiаяздаги', 1]
['цiаралде', 1]
['гiахьаллъи', 1]
['пачаяс', 1]
['цiикiкiараб', 1]
['бугиланги', 1]
['россия', 1]
['рагъизе', 1]
['гiабдулвахiид', 1]
['хiанза', 1]
['исхiакъ', 1]
['бугелъулха', 1]
['марям', 1]
['хис-бас', 1]
['ккечiин', 1]
['совет', 1]
['власталъе', 1]
['къеркьолел', 1]
['къватiисел', 1]
['интервентазде', 1]
['щулаго', 1]
['большевиказул', 1]
['отрядалда', 1]
['хiасанханов', 1]
['гiалихiажи', 1]
['хiусейнов', 1]
['бухьенчи', 1]
['тiуразарулаго', 1]
['бандаз', 1]
['ккунгицин', 1]
['отрядалъул', 1]
['штабги', 1]
['творчествоялъ', 1]
['рокьула', 1]
['миллатазеги', 1]
['пушкиница', 1]
['э', 1]
['капиевас', 1]
['соназдаго', 1]
['гьаюлей', 1]
['лъугьа-бахъиназги', 1]
['поэтасе', 1]
['лъухъазе', 1]
['бечедазде', 1]
['талихiаб', 1]
['гiумроялъе', 1]
['къеркьезе', 1]
['чiарай', 1]
['образалда', 1]
['скульптор', 1]
['сариджаца', 1]
['тiоритiула', 1]
['къоабилел', 1]
['ахиралдаго', 1]
['медпункт', 1]
['хiариколоса', 1]
['наби', 1]
['i934', 1]
['гiаммаб', 1]
['школаги', 1]
['i936', 1]
['колхозияб', 1]
['багъа-бачари', 1]
['мискинаб', 1]
['букiарабгiанасеб', 1]
['батулин', 1]
['дагь-дагьккун', 1]
['цебетiей', 1]
['гъункана', 1]
['гъеж', 1]
['хiалтiана', 1]
['производство', 1]
['гьабизелъун', 1]
['хъахiабросдерида', 1]
['колхозиял', 1]
['церехъаби', 1]
['i937', 1]
['дассралъул', 1]
['верховный', 1]
['советалде', 1]
['районалдасан', 1]
['депутатлъун', 1]
['вищун', 1]
['зубаиров', 1]
['муса', 1]
['ленинил', 1]
['орден', 1]
['босарай', 1]
['гiачиязе', 1]
['фермаялда', 1]
['хiалтiарай', 1]
['доярка', 1]
['лабазанова', 1]
['зугьра', 1]
['захiматияб', 1]
['ахiвал-хiалалдаги', 1]
['колхозчагiаз', 1]
['ракьалъеги', 1]
['гiи-боцiиялъеги', 1]
['хiинхъи', 1]
['i94i-i945', 1]
['фронталде', 1]
['42', 1]
['ичiгояв', 1]
['берлиналде', 1]
['чупанов', 1]
['бахiарчиялъе', 1]
['орденги', 1]
['медалги', 1]
['тушманасда', 1]
['бергьенлъиги', 1]
['руссана', 1]
['ражабов', 1]
['гiабдулаев', 1]
['рагъухъаби', 1]
['тылалдаги', 1]
['фронталъе', 1]
['хинаб', 1]
['продуктабиги', 1]
['оборонаялъул', 1]
['бакiазде', 1]
['улкаялъ', 1]
['рагъуца', 1]
['лъурал', 1]
['ругънал', 1]
['сах', 1]
['хъахiабросдерицаги', 1]
['хiаракатаб', 1]
['гiуцiиялъе', 1]
['хьараллъун', 1]
['рукiинариялъе', 1]
['рукiарахъиналъул', 1]
['общественнияб', 1]
['производствоялъулаб', 1]
['гiуцiарухъанлъиялда', 1]
['церехун', 1]
['росдаеги', 1]
['цебетiеялъеги', 1]
['дадаев', 1]
['дарбишмухiамад', 1]
['лабазанов', 1]
['гiуцiарихъанлъиялъул', 1]
['гьалмагъзабаз', 1]
['ункъоабилел', 1]
['колхоз', 1]
['магiишатазул', 1]
['хiажиева', 1]
['разиятица', 1]
['специалисталги', 1]
['медицинаялъул', 1]
['институталда', 1]
['преподовательлъун', 1]
['гiалискандиев', 1]
['гiабдурахiман', 1]
['экономистасул', 1]
['пропагандист', 1]
['кколамахiмудил', 1]
['фондалъул', 1]
['правлениялъул', 1]
['битiахъегояб', 1]
['жигаралдалъун', 1]
['лъалезул', 1]
['щвеязул', 1]
['рагiизабун', 1]
['цiи', 1]
['музей', 1]
['бугелъул', 1]
['аскiобехун', 1]
['хiасраталда', 1]
['ватiанин', 1]
['цiунараб', 1]
['хутiунги', 1]
['хутiунгутiиялъе', 1]
['хiалалъ', 1]
['гочинари', 1]
['чачаналдаса', 1]
['бакiалдеги', 1]
['руссинчiого', 1]
['гьентр', 1]
['умумазул', 1]
['хабалаби', 1]
['хабалги', 1]
['лъабкъоабилел', 1]
['ригь', 1]
['тiоритiизарулев', 1]
['гъежгун', 1]
['кьелаанилан', 1]
['хабалалъе', 1]
['вилълъунев', 1]
['унилан', 1]
['чiегiераб-хъахiаб', 1]
['нечоларев', 1]
['чукъа-рахханги', 1]
['хабатiе', 1]
['гiенеккулев', 1]
['махiмутiицаги', 1]
['течин', 1]
['хабалалъ', 1]
['нужецаги', 1]
['тоге', 1]
['нижедеги', 1]
['семулаго', 1]
['бокьуларила', 1]
['махiмутiилги', 1]
['гьоркьоблъиялъул', 1]
['нижгун', 1]
['сапаралда', 1]
['цевегосев', 1]
['исупхiажиясда', 1]
['магiуцин', 1]
['гьечiодайин', 1]
['чiагояз', 1]
['хваразухъ', 1]
['хвараз', 1]
['чiагоязухъ', 1]
['рукiаразе', 1]
['поэтаста', 1]
['гьечiоан', 1]
['хiасанова', 1]
['i9i7', 1]
['хварайлъи', 1]
['васасги', 1]
['ясалъги', 1]
['вакьадасде', 1]
['гъуниб', 1]
['культура-лъай', 1]
['учреждениябазда', 1]
['хiалхьуда', 1]
['цебетiезабиялъе', 1]
['лъималазухъеги', 1]
['культпросвет', 1]
['училище', 1]
['лъугiарай', 1]
['библиотекаялда', 1]
['мухiамадрасул', 1]
['культураялъулгун', 1]
['рекiелгъей', 1]
['централда', 1]
['заведуюшийлъун', 1]
['хутiизарула', 1]
['битiухъего', 1]
['энциклопедист', 1]
['бажарула', 1]
['тiубаялъул', 1]
['юбилей', 1]
['хiадурлъулаго', 1]
['хъвадарухъабигун', 1]
['театралъул', 1]
['хiалтiухъабигун', 1]
['ругиланги', 1]
['гьалбадерихъе', 1]
['гiисаевги', 1]
['аскiовехун', 1]
['хiикматав', 1]
['вихьулищ', 1]
['цiунизеги', 1]
['щурана', 1]
['нижго', 1]
['кватiулел', 1]
['мустахiикъазул', 1]
['кьечiониги', 1]
['хiалтiухъанасул', 1]
['ургъалида', 1]
['гiаги', 1]
['гiабдулхiамидица', 1]
['кiалалъего', 1]
['гъази', 1]
['хiожол', 1]
['хiажимухiамадги', 1]
['бихьа-рагiараб', 1]
['хъахiабролъа', 1]
['банила', 1]
['махiмудицаян', 1]
['гъазица', 1]
['сордоялъго', 1]
['къотiилалде', 1]
['тiарада', 1]
['курагул', 1]
['бахунаан', 1]
['буртина', 1]
['кодобги', 1]
['букiунароан', 1]
['уневилангiайги', 1]
['гьечiоха', 1]
['дуцаян', 1]
['унаян', 1]
['божизе', 1]
['кiоларилан', 1]
['вилълъине', 1]
['къачiаян', 1]
['къотiиялда', 1]
['щварабго', 1]
['хьонда', 1]
['гiодовги', 1]
['доле', 1]
['гохiтiеги', 1]
['гiансахiинчiалъухъего', 1]
['ахiдана', 1]
['балелдего', 1]
['ратiлилъан', 1]
['тiеренго', 1]
['квачан', 1]
['буртинаялда', 1]
['гъоркъе', 1]
['къебедов', 1]
['мухiамадицаги', 1]
['жубана', 1]
['карпаталда', 1]
['рикiкiана', 1]
['халатал', 1]
['рогьине', 1]
['пури', 1]
['пун', 1]
['цiадал', 1]
['буртинадукь', 1]
['кьижун', 1]
['анцiго', 1]
['дакъикъа', 1]
['тьiокiаб', 1]
['бачiо', 1]
['цiани', 1]
['читбиралде', 1]
['гiужалъ', 1]
['тiохил', 1]
['гъоркьан', 1]
['ячiуней', 1]
['хъарамагьдил', 1]
['написат', 1]
['нижедехунги', 1]
['гьалъалде', 1]
['лахiзаталъго', 1]
['тiагiадица', 1]
['чирахъул', 1]
['нодоги', 1]
['лъухьун', 1]
['чилайдулаб', 1]
['хьвагi-хъвагiун', 1]
['гьаглъулеб', 1]
['ца', 1]
['бихьани', 1]
['гьадинго', 1]
['кваначiого', 1]
['гiорцiулеб', 1]
['хъамиялъулги', 1]
['разиго', 1]
['лъадилъун', 1]
['эбел-инсухъе', 1]
['ритiун', 1]
['лъазабизе', 1]
['рагiуе', 1]
['инкар', 1]
['хисидал', 1]
['тiул-ракi', 1]
['бакъваялъ', 1]
['тiухьидул', 1]
['гулла', 1]
['гаргар', 1]
['берцинилгун', 1]
['харбихъ', 1]
['хайир', 1]
['кьунгутiи', 1]
['хiакълъана', 1]
['бицадулъ', 1]
['къоабилеб', 1]
['сергей', 1]
['есенинги', 1]
['букiинчiебзаманалда', 1]
['пикругун', 1]
